timestamp,side,cluster_id,touch_count,width_atr,active_age,formation_delay,distance_atr,structural_score,tradeable_live_score,width_component,formation_delay_component,bars_since_touch,touches_since_detect,close_tests,max_pen_atr,far_edge_atr,inside_zone,signed_dist_atr,same_side_count_nearby,nearest_same_side_atr,touch_bucket,active_age_bucket,freshness_bucket,fwd_r_3,fwd_r_5,distance_at_detect_component
2014-07-04 13:00:00+00:00,eqh,4.0,2.0,0.05556667135060083,10.0,10.0,2.6800233028320575,0.6097009924285439,0.39882877813010587,0.4465456573954587,0.16666666666666666,10.0,0.0,0.0,0.0,2.735589974182658,0,2.7078066385073836,0,,2-touch,0_20,fresh,1.6204321203978196,0.6872719877572483,0.5360046605664115
2014-07-06 21:00:00+00:00,eqh,4.0,2.0,0.054944323489814074,11.0,10.0,3.4063256097137122,0.6100744011450159,0.4142800849487742,0.45274435740377494,0.16666666666666666,11.0,0.0,0.0,0.0,3.461269933203526,0,3.4337977714586443,0,,2-touch,0_20,fresh,0.945620725324418,-0.5954896922356171,0.6812651219427425
2014-07-07 01:00:00+00:00,eqh,4.0,2.0,0.055199074396995396,12.0,10.0,4.13121493644765,0.6099215506007072,0.4306706662360106,0.45020699116543494,0.16666666666666666,12.0,0.0,0.0,0.0,4.186414010844645,0,4.158814473646173,0,,2-touch,0_20,fresh,-0.7861957235974723,-1.1777292391582743,0.82624298728953
2014-07-07 05:00:00+00:00,eqh,4.0,2.0,0.056862593778435104,13.0,10.0,4.400750375175111,0.6089234389718433,0.4385013383491504,0.43363802989266886,0.16666666666666666,13.0,0.0,0.0,0.0,4.457612968953546,0,4.429181672064355,0,,2-touch,0_20,fresh,-1.4917797881949582,-1.0272100948959673,0.8801500750350222
2014-07-07 09:00:00+00:00,eqh,4.0,2.0,0.05676067520797147,14.0,10.0,4.495813156957245,0.6089845901141215,0.44050105262805145,0.43465315773898594,0.16666666666666666,14.0,0.0,0.0,0.0,4.552573832165216,0,4.524193494561256,0,,2-touch,0_20,fresh,-1.4587723328749387,-1.433494299381488,0.8991626313914489
2014-07-07 13:00:00+00:00,eqh,4.0,2.0,0.05489337072523525,15.0,10.0,3.3264938178748555,0.6101049728037632,0.4124496563549944,0.4532518563800215,0.16666666666666666,15.0,0.0,0.0,0.0,3.381387188600091,0,3.3539405032374985,0,,2-touch,0_20,fresh,-0.06978347533491179,-1.5241244390022866,0.6652987635749711
2014-07-07 17:00:00+00:00,eqh,4.0,2.0,0.0563759396936309,16.0,10.0,2.884074388536493,0.6092154314227258,0.4042588536619788,0.4384851947494893,0.16666666666666666,16.0,0.0,0.0,0.0,2.9404503282301233,0,2.912262358383334,0,,2-touch,0_20,fresh,0.1574874428688147,0.7769380514860902,0.5768148777072986
2014-07-07 21:00:00+00:00,eqh,4.0,2.0,0.05802410439763359,17.0,10.0,3.10464195837611,0.6082265326003242,0.41098435808512856,0.4220691689090652,0.16666666666666666,17.0,0.0,0.0,0.0,3.1626660627737437,0,3.1336540105749537,0,,2-touch,0_20,fresh,-1.1994780447539746,-0.09420107637018259,0.620928391675222
2014-07-08 01:00:00+00:00,eqh,4.0,2.0,0.06017987437437626,18.0,10.0,3.5703476885905108,0.6069330706142786,0.42371913746890766,0.4005973004979332,0.16666666666666666,18.0,0.0,0.0,0.0,3.630527562964887,0,3.600437625777727,0,,2-touch,0_20,fresh,0.3376894975014557,-0.4312484924802198,0.7140695377181021
2014-07-08 05:00:00+00:00,eqh,4.0,2.0,0.06169633712304293,19.0,10.0,3.3286048117467013,0.6060231929650787,0.42002532353484656,0.3854930505357207,0.16666666666666666,19.0,0.0,0.0,0.0,3.3903011488697445,0,3.359452980308251,0,,2-touch,0_20,fresh,-0.12763898084965125,-0.982395521882015,0.6657209623493403
2014-07-08 09:00:00+00:00,eqh,4.0,2.0,0.05933910605925156,20.0,10.0,1.9483406888274735,0.6074375316033535,0.3867440698958775,0.40897150870259724,0.16666666666666666,20.0,0.0,0.0,0.0,2.007679794886725,0,1.9780102418571266,0,,2-touch,0_20,fresh,1.1469023980841797,0.33225094607256517,0.3896681377654947
2014-07-08 13:00:00+00:00,eqh,4.0,2.0,0.053440306479141095,21.0,10.0,3.4703745584015184,0.6109768113514197,0.4140389184634228,0.46772464550949866,0.16666666666666666,21.0,0.0,0.0,0.0,3.5238148648806593,0,3.4970947116411133,0,,2-touch,21_50,stale,-1.4381284095819649,-1.3171845580765817,0.6940749116803037
2014-07-08 17:00:00+00:00,eqh,4.0,2.0,0.05371505861402933,22.0,10.0,2.786876421613729,0.6108119600704868,0.3991541356650641,0.4649880633371689,0.16666666666666666,22.0,0.0,0.0,0.0,2.8405914802277588,0,2.813733950920769,0,,2-touch,21_50,stale,-0.7224349178775726,-0.9255517791953352,0.5573752843227459
2014-07-08 21:00:00+00:00,eqh,4.0,2.0,0.055945282195907095,23.0,10.0,2.9182146389144163,0.6094738259213601,0.40454092272883396,0.44277462322337735,0.16666666666666666,23.0,0.0,0.0,0.0,2.9741599211103233,0,2.9461872800123956,0,,2-touch,21_50,stale,-0.6640954145682324,-1.7361157410182295,0.5836429277828833
2014-07-09 01:00:00+00:00,eqh,4.0,2.0,0.05524458779986143,24.0,10.0,2.100859972485632,0.6098942425589875,0.3856020361397132,0.4497536692397076,0.16666666666666666,24.0,0.0,0.0,0.0,2.156104560285493,0,2.128482266385588,0,,2-touch,21_50,stale,-0.18653435718653652,-1.7143715201854828,0.4201719944971264
2014-07-09 05:00:00+00:00,eqh,4.0,2.0,0.05547147966542543,25.0,10.0,2.1319463824442466,0.6097581074396491,0.38654394358566324,0.44749378421788,0.16666666666666666,25.0,0.0,0.0,0.0,2.187417862109672,0,2.1596821222769846,0,,2-touch,21_50,stale,-0.9598587210119591,-1.7894605262104224,0.42638927648884933
2014-07-09 09:00:00+00:00,eqh,4.0,2.0,0.05434150423979777,26.0,10.0,2.1895006080741375,0.6104360926950257,0.38657239697605195,0.45874854883035987,0.16666666666666666,26.0,0.0,0.0,0.0,2.2438421123139354,0,2.2166713601940615,0,,2-touch,21_50,stale,-1.8093300844856877,-4.2197168069596165,0.4379001216148275
2014-07-09 13:00:00+00:00,eqh,4.0,2.0,0.05454235156336738,27.0,10.0,1.8899918503268247,0.610315584300884,0.38013892197697485,0.4567480722725914,0.16666666666666666,27.0,0.0,0.0,0.0,1.944534201890192,0,1.9172630261085335,0,,2-touch,21_50,stale,-1.553242513751455,-3.6792901285367137,0.37799837006536496
2014-07-09 17:00:00+00:00,eqh,4.0,2.0,0.04979933200331969,28.0,10.0,1.0522377073896898,0.6131613960369126,0.35627312395031485,0.503989425925104,0.16666666666666666,0.0,1.0,0.0,0.024395624179775963,1.1020370393930095,0,1.0771373733913725,0,,2-touch,21_50,stale,-2.912756880371493,-2.1742348029297593,0.21044754147793795
2014-07-09 21:00:00+00:00,eqh,4.0,2.0,0.04755109355967976,29.0,10.0,0.3326651403688507,0.6145103391030965,0.33779452563041645,0.5263822974000217,0.16666666666666666,1.0,1.0,0.0,0.024395624179775963,0.3802162339285305,0,0.35644068714871247,0,,2-touch,21_50,stale,-1.8926105294942657,-0.7438762166581027,0.06653302807377014
2014-07-10 01:00:00+00:00,eqh,4.0,3.0,0.04904591377628464,30.0,10.0,0.30281384011666823,0.6757346663330794,0.3387854618840047,0.511493611067291,0.16666666666666666,2.0,1.0,0.0,0.024395624179775963,0.3518597538929529,0,0.3268403808734835,0,,3-touch+,21_50,stale,-1.4078361484767827,-1.5583495194987056,0.060562768023333644
2014-07-10 05:00:00+00:00,eqh,4.0,3.0,0.04161288234466962,31.0,10.0,1.5130578799083818,0.6801944851920485,0.35745373273206305,0.5855279813931086,0.16666666666666666,2.0,1.0,0.0,0.024395624179775963,1.5546707622530513,0,-1.5342855041003893,0,,3-touch+,21_50,stale,1.1948119902360983,0.49564817756268487,0.3026115759816764
2014-07-17 21:00:00+00:00,eqh,9.0,2.0,0.11781411494064134,0.0,43.0,1.1380921268356936,0.5951448643689485,0.5975131583741264,0.0,0.7166666666666667,0.0,0.0,0.0,0.0,1.255906241776335,0,1.1969991843060144,0,,2-touch,0_20,fresh,0.910629231653309,0.5717030374071678,0.22761842536713872
2014-07-18 01:00:00+00:00,eqh,9.0,2.0,0.12075484776143758,1.0,43.0,1.237039760565857,0.5933804246764708,0.5997119946792412,0.0,0.7166666666666667,1.0,0.0,0.0,0.0,1.3577946083272945,0,1.2974171844465756,0,,2-touch,0_20,fresh,0.6399077026037164,0.6514650972739502,0.2474079521131714
2014-07-18 05:00:00+00:00,eqh,9.0,3.0,0.12178640121348742,2.0,43.0,1.9814071370143618,0.6769281592719075,0.6162534919336524,0.0,0.7166666666666667,2.0,0.0,0.0,0.0,2.103193538227849,0,2.0749240875611337,0,,3-touch+,0_20,fresh,-0.2139635673684427,-0.3809007025851635,0.39628142740287237
2014-07-18 09:00:00+00:00,eqh,9.0,3.0,0.1203409515648452,3.0,43.0,2.092661629686787,0.6777954290610929,0.6187258139930397,0.0,0.7166666666666667,3.0,0.0,0.0,0.0,2.213002581251632,0,2.185068653000608,0,,3-touch+,0_20,fresh,-0.21062976230985828,-0.8310012683965357,0.41853232593735734
2014-07-18 13:00:00+00:00,eqh,9.0,3.0,0.12261178793314069,4.0,43.0,1.9058107279506404,0.6764329272401156,0.6145735717322364,0.0,0.7166666666666667,4.0,0.0,0.0,0.0,2.028422515883781,0,1.9999614738002924,0,,3-touch+,0_20,fresh,-0.2944571320770233,-0.23308379488275321,0.38116214559012807
2014-07-18 17:00:00+00:00,eqh,9.0,3.0,0.129175207787472,5.0,43.0,1.8746747427196189,0.6724948753275168,0.6138816609493248,0.0,0.7166666666666667,5.0,0.0,0.0,0.0,2.003849950507091,0,1.9738653863232019,0,,3-touch+,0_20,fresh,-0.5203956115705962,-0.27099793316905485,0.3749349485439238
2014-07-20 21:00:00+00:00,eqh,9.0,3.0,0.1318873979622065,6.0,43.0,2.0626086352370696,0.6708675612226761,0.6180579696719348,0.0,0.7166666666666667,6.0,0.0,0.0,0.0,2.194496033199276,0,2.1638819067196016,0,,3-touch+,0_20,fresh,-0.26333952398388805,-0.3460411926730746,0.4125217270474139
2014-07-21 01:00:00+00:00,eqh,9.0,3.0,0.13718216742745976,7.0,43.0,1.8028362729243477,0.6676906995435241,0.61228525050943,0.0,0.7166666666666667,7.0,0.0,0.0,0.0,1.9400184403518075,0,1.9081752749753582,0,,3-touch+,0_20,fresh,-0.09975512944941382,-0.16993082565819417,0.36056725458486955
2014-07-21 05:00:00+00:00,eqh,9.0,3.0,0.14041408441158015,8.0,43.0,1.4721080576921888,0.6657515493530519,0.604935734615382,0.0,0.7166666666666667,8.0,0.0,0.0,0.0,1.612522142103769,0,1.57992877377501,0,,3-touch+,0_20,fresh,0.35543763281738033,1.2708324229416372,0.29442161153843777
2014-07-21 09:00:00+00:00,eqh,9.0,3.0,0.13837688898828146,9.0,43.0,1.8878017605538926,0.6669738666070312,0.6141733724567532,0.0,0.7166666666666667,9.0,0.0,0.0,0.0,2.026178649542174,0,1.9940581615591975,0,,3-touch+,0_20,fresh,-0.24067531517102939,0.6790971416684859,0.37756035211077854
2014-07-21 13:00:00+00:00,eqh,9.0,3.0,0.14227863665042176,10.0,43.0,1.7663524913089492,0.6646328180097469,0.6114744998068655,0.0,0.7166666666666667,10.0,0.0,0.0,0.0,1.9086311279593708,0,1.8756049537753914,0,,3-touch+,0_20,fresh,1.0130113711786797,0.30067905501144454,0.35327049826178986
2014-07-21 17:00:00+00:00,eqh,9.0,3.0,0.1477613970825932,11.0,43.0,1.9231739151638536,0.661343161750444,0.6149594203369745,0.0,0.7166666666666667,11.0,0.0,0.0,0.0,2.070935312246447,0,2.036636462098564,0,,3-touch+,0_20,fresh,0.8178081284075536,0.8397528903505089,0.3846347830327707
2014-07-21 21:00:00+00:00,eqh,9.0,3.0,0.15447262998022798,12.0,43.0,1.8387171137358227,0.6573164220118632,0.6130826025274627,0.0,0.7166666666666667,12.0,0.0,0.0,0.0,1.9931897437160506,0,1.957333060629333,0,,3-touch+,0_20,fresh,0.40546941158721245,1.034745702914769,0.36774342274716454
2014-07-22 01:00:00+00:00,eqh,9.0,3.0,0.15132887431875255,13.0,43.0,2.956157119117477,0.6592026754087484,0.637914602647055,0.0,0.7166666666666667,13.0,0.0,0.0,0.0,3.1074859934362298,0,3.0723590490124066,0,,3-touch+,0_20,fresh,-0.1265235912895899,-0.2630358871547026,0.5912314238234954
2014-07-22 05:00:00+00:00,eqh,9.0,3.0,0.15452387787422722,14.0,43.0,2.866426434229845,0.6572856732754636,0.6359205874273298,0.0,0.7166666666666667,14.0,0.0,0.0,0.0,3.0209503121040724,0,2.985081733191575,0,,3-touch+,0_20,fresh,0.007989683454446393,0.20756177655050617,0.573285286845969
2014-07-22 09:00:00+00:00,eqh,9.0,3.0,0.13943762009028654,15.0,43.0,2.025757107714078,0.6663374279458281,0.6172390468380906,0.0,0.7166666666666667,15.0,0.0,0.0,0.0,2.165194727804365,0,2.1328280195105815,0,,3-touch+,0_20,fresh,0.4557416603830514,0.4247555225852139,0.40515142154281564
2014-07-22 13:00:00+00:00,eqh,9.0,3.0,0.13845766115521815,16.0,43.0,2.588960249345412,0.6669254033068691,0.6297546722076758,0.0,0.7166666666666667,16.0,0.0,0.0,0.0,2.7274179105006304,0,2.695278673422798,0,,3-touch+,0_20,fresh,0.16541806382238858,-0.15871604282039656,0.5177920498690824
2014-07-22 17:00:00+00:00,eqh,9.0,3.0,0.14359640277010016,17.0,43.0,2.6711458464679394,0.6638421583379399,0.6315810188103986,0.0,0.7166666666666667,17.0,0.0,0.0,0.0,2.8147422492380394,0,2.781410190949272,0,,3-touch+,0_20,fresh,-0.14754569877589238,0.3080450884506454,0.5342291692935879
2014-07-22 21:00:00+00:00,eqh,9.0,3.0,0.14846157857622472,18.0,43.0,2.642093461636188,0.6609230528542652,0.6309354102585819,0.0,0.7166666666666667,18.0,0.0,0.0,0.0,2.7905550402124124,0,2.75609366168702,0,,3-touch+,0_20,fresh,-0.03625794328263486,0.6010325733338316,0.5284186923272376
2014-07-23 01:00:00+00:00,eqh,9.0,3.0,0.15376742599875953,19.0,43.0,3.058939894758261,0.6577395444007442,0.6401986643279614,0.0,0.7166666666666667,19.0,0.0,0.0,0.0,3.2127073207570205,0,3.177014331883823,0,,3-touch+,0_20,fresh,0.1312690017326721,0.9097483135546997,0.6117879789516522
2014-07-23 05:00:00+00:00,eqh,9.0,3.0,0.1565008997298045,20.0,43.0,2.7503870992115758,0.6560994601621173,0.633341935538035,0.0,0.7166666666666667,20.0,0.0,0.0,0.0,2.9068879989413805,0,2.870560507364937,0,,3-touch+,0_20,fresh,0.6683569777239167,1.8232613070830144,0.5500774198423152
2014-07-23 09:00:00+00:00,eqh,9.0,3.0,0.15551648515703131,21.0,43.0,2.7296650392520743,0.6566901089057812,0.6328814453167128,0.0,0.7166666666666667,21.0,0.0,0.0,0.0,2.8851815244091057,0,2.8490825383055505,0,,3-touch+,21_50,stale,1.2841658279302035,1.3402817873707935,0.5459330078504149
2014-07-23 13:00:00+00:00,eqh,9.0,3.0,0.1539624579319864,22.0,43.0,3.194255219074788,0.6576225252408082,0.6432056715349952,0.0,0.7166666666666667,22.0,0.0,0.0,0.0,3.3482176770067746,0,3.3124794166947313,0,,3-touch+,21_50,stale,1.305208691775324,2.222377789356847,0.6388510438149576
2014-07-23 17:00:00+00:00,eqh,9.0,3.0,0.15996987764100376,23.0,43.0,3.494523498698612,0.6540180734153977,0.6498782999710803,0.0,0.7166666666666667,23.0,0.0,0.0,0.0,3.6544933763396155,0,3.6173606544669537,0,,3-touch+,21_50,stale,0.6919709118639784,2.502675060431739,0.6989046997397224
2014-07-23 21:00:00+00:00,eqh,9.0,3.0,0.15585626203620417,24.0,43.0,4.022600400034063,0.6564862427782775,0.6616133422229792,0.0,0.7166666666666667,24.0,0.0,0.0,0.0,4.178456662070268,0,4.142278805866046,0,,3-touch+,21_50,stale,1.4606595118660837,1.506096155914015,0.8045200800068126
2014-07-24 01:00:00+00:00,eqh,9.0,3.0,0.15707259883510527,25.0,43.0,4.590355982457751,0.6557564406989368,0.6742301329435055,0.0,0.7166666666666667,25.0,0.0,0.0,0.0,4.747428581292857,0,4.71096838508361,0,,3-touch+,21_50,stale,1.2982249010429003,0.8639856921621949,0.9180711964915502
2014-07-24 05:00:00+00:00,eqh,9.0,3.0,0.15581510009655464,26.0,43.0,4.077761733989555,0.6565109399420672,0.6628391496442123,0.0,0.7166666666666667,26.0,0.0,0.0,0.0,4.23357683408611,0,4.1974085325235455,0,,3-touch+,21_50,stale,1.4494746825261804,1.3106295438263058,0.815552346797911
2014-07-24 09:00:00+00:00,eqh,9.0,3.0,0.1465185613615787,27.0,43.0,5.154745426119633,0.6620888631830528,0.6833333333333333,0.0,0.7166666666666667,27.0,0.0,0.0,0.0,5.301263987481211,0,5.267253628353278,0,,3-touch+,21_50,stale,-0.06689241250279733,-0.27514541721034275,1.0
2014-07-24 13:00:00+00:00,eqh,9.0,3.0,0.14409473558444488,28.0,43.0,5.402046643835137,0.6635431586493331,0.6833333333333333,0.0,0.7166666666666667,28.0,0.0,0.0,0.0,5.5461413794195815,0,5.512693646517143,0,,3-touch+,21_50,stale,-0.4189685216167742,-0.8599713317332411,1.0
2014-07-24 17:00:00+00:00,eqh,9.0,3.0,0.14756570895618806,29.0,43.0,5.234605374358323,0.6614605746262872,0.6833333333333333,0.0,0.7166666666666667,29.0,0.0,0.0,0.0,5.382171083314511,0,5.347917656923143,0,,3-touch+,21_50,stale,-0.32013154902262503,-1.7553663486722308,1.0
2014-07-24 21:00:00+00:00,eqh,9.0,3.0,0.15262363696470463,30.0,43.0,5.299851596028989,0.6584258178211773,0.6833333333333333,0.0,0.7166666666666667,30.0,0.0,0.0,0.0,5.452475232993693,0,5.417047744105298,0,,3-touch+,21_50,stale,-0.48893292721801274,-2.1479804044986337,1.0
2014-07-25 01:00:00+00:00,eqh,9.0,3.0,0.15888879646222917,31.0,43.0,5.494685717040248,0.6546667221226625,0.6833333333333333,0.0,0.7166666666666667,31.0,0.0,0.0,0.0,5.653574513502477,0,5.616692735665812,0,,3-touch+,21_50,stale,-1.7484759417068014,-1.935506758224464,1.0
2014-07-25 05:00:00+00:00,eqh,9.0,3.0,0.16473835341811194,32.0,43.0,5.486385228851385,0.6511569879491329,0.6833333333333333,0.0,0.7166666666666667,32.0,0.0,0.0,0.0,5.651123582269498,0,5.6128839864815765,0,,3-touch+,21_50,stale,-2.0843298159092205,-2.2021295185733987,1.0
2014-07-25 09:00:00+00:00,eqh,9.0,3.0,0.16986134446219586,33.0,43.0,5.354276240786289,0.6480831933226825,0.6833333333333333,0.0,0.7166666666666667,33.0,0.0,0.0,0.0,5.524137585248485,0,5.484708824322719,0,,3-touch+,21_50,stale,-1.5493073783673184,-1.750188506306644,1.0
2014-07-25 13:00:00+00:00,eqh,9.0,3.0,0.1591296884435021,34.0,43.0,3.751889419934811,0.6545221869338987,0.655597542665218,0.0,0.7166666666666667,34.0,0.0,0.0,0.0,3.9110191083783135,0,3.874081413921133,0,,3-touch+,21_50,stale,-0.579449140536768,-0.2664415685489237,0.7503778839869623
2014-07-25 17:00:00+00:00,eqh,9.0,3.0,0.15765768821694587,35.0,43.0,3.2558307186008295,0.6554053870698325,0.6445740159689073,0.0,0.7166666666666667,35.0,0.0,0.0,0.0,3.4134884068177755,0,3.3768923977817207,0,,3-touch+,21_50,stale,0.08932201257616444,0.25339701043447,0.6511661437201659
2014-07-27 21:00:00+00:00,eqh,9.0,3.0,0.15952460348710062,36.0,43.0,3.5734213159559727,0.6542852379077396,0.6516315847990216,0.0,0.7166666666666667,36.0,0.0,0.0,0.0,3.732945919443073,0,3.6959165560373783,0,,3-touch+,21_50,stale,-0.07932356521029794,-0.052297394762542096,0.7146842631911945
2014-07-28 01:00:00+00:00,eqh,9.0,3.0,0.1550092097013991,37.0,43.0,3.0902936173910223,0.6569944741791606,0.6408954137198004,0.0,0.7166666666666667,37.0,0.0,0.0,0.0,3.2453028270924213,0,3.209321591397159,1,2.785817331448438,3-touch+,21_50,stale,0.35998288413596957,0.21520530543799143,0.6180587234782045
2014-07-28 05:00:00+00:00,eqh,9.0,3.0,0.15830685548431828,38.0,43.0,3.358926646562924,0.655015886709409,0.6468650365902872,0.0,0.7166666666666667,38.0,0.0,0.0,0.0,3.517233502047242,0,3.4804868062197514,1,2.845082447325945,3-touch+,21_50,stale,0.135318401222561,-0.03326359669692649,0.6717853293125848
2014-07-28 09:00:00+00:00,eqh,9.0,3.0,0.16124134360340708,39.0,43.0,3.5316998362414473,0.6532551938379557,0.6507044408053655,0.0,0.7166666666666667,39.0,0.0,0.0,0.0,3.6929411798448544,0,3.655513321208642,1,2.8978209128457344,3-touch+,21_50,stale,-0.09330357176610905,-0.8333463501086177,0.7063399672482895
2014-07-28 13:00:00+00:00,eqh,9.0,3.0,0.1663102108934019,40.0,43.0,3.701820128719253,0.6502138734639589,0.6544848917493167,0.0,0.7166666666666667,40.0,0.0,0.0,0.0,3.8681303396126547,0,3.829525879218259,1,2.988918328118552,3-touch+,21_50,stale,-0.20802498326266955,0.29236932564094403,0.7403640257438506
2014-07-28 17:00:00+00:00,eqh,9.0,3.0,0.17146329698466933,41.0,43.0,3.784642013971419,0.6471220218091984,0.6563253780882538,0.0,0.7166666666666667,41.0,0.0,0.0,0.0,3.956105310956088,0,3.9163046996648196,0,3.081529319240644,3-touch+,21_50,stale,-0.9152254312096088,0.9595531262496257,0.7569284027942838
2014-07-28 21:00:00+00:00,eqh,9.0,3.0,0.17862421591328248,42.0,43.0,3.809077889177853,0.6428254704520305,0.6568683975372855,0.0,0.7166666666666667,42.0,0.0,0.0,0.0,3.9877021050911354,0,3.9462392782949856,0,3.2102249760913324,3-touch+,21_50,stale,0.4808508870624111,1.3122689921548307,0.7618155778355706
2014-07-29 01:00:00+00:00,eqh,9.0,3.0,0.1851468095057909,43.0,43.0,3.889508772631654,0.6389119142965255,0.6586557505029256,0.0,0.7166666666666667,43.0,0.0,0.0,0.0,4.074655582137445,0,4.031678709963936,0,3.3274486837084964,3-touch+,21_50,stale,1.2332936540785981,1.1754480062241888,0.7779017545263308
2014-07-29 05:00:00+00:00,eqh,9.0,3.0,0.17624079536347212,44.0,43.0,2.949367413717079,0.6442555227819167,0.637763720304824,0.0,0.7166666666666667,44.0,0.0,0.0,0.0,3.1256082090805513,0,3.0846986295187353,0,3.167390267827336,3-touch+,21_50,stale,2.103644257088487,1.8593500852975655,0.5898734827434158
2014-07-29 09:00:00+00:00,eqh,9.0,3.0,0.16460509285209185,45.0,43.0,3.9532384841073536,0.6512369442887449,0.6600719663134967,0.0,0.7166666666666667,45.0,0.0,0.0,0.0,4.117843576959445,0,4.0796349140421855,0,,3-touch+,21_50,stale,0.549770145103303,0.6978966202991147,0.7906476968214707
2014-07-29 13:00:00+00:00,eqh,9.0,3.0,0.16327944083840853,46.0,43.0,4.517757113890371,0.6520323354969549,0.6726168247531193,0.0,0.7166666666666667,46.0,0.0,0.0,0.0,4.68103655472878,0,4.643135606415356,0,,3-touch+,21_50,stale,-0.06268924626251277,0.6313830963112417,0.9035514227780743
2014-07-29 17:00:00+00:00,eqh,9.0,3.0,0.16820904707286793,47.0,43.0,4.822732876581472,0.6490745717562793,0.6793940639240327,0.0,0.7166666666666667,47.0,0.0,0.0,0.0,4.99094192365434,0,4.951896699306294,0,,3-touch+,21_50,stale,-0.06976326814791628,0.7054047166575569,0.9645465753162943
2014-07-29 21:00:00+00:00,eqh,9.0,3.0,0.17543214070103577,48.0,43.0,4.799198066900048,0.6447407155793785,0.6788710681533343,0.0,0.7166666666666667,48.0,0.0,0.0,0.0,4.974630207601084,0,4.933908335557171,0,,3-touch+,21_50,stale,0.7331866914446136,0.6471110756551334,0.9598396133800096
