row_idx,timestamp,number_of_active_obs,number_of_fresh_obs,best_active_ob_strength,best_fresh_ob_strength,nearest_active_bull_ob_distance_atr,nearest_active_bear_ob_distance_atr,nearest_fresh_bull_ob_distance_atr,nearest_fresh_bear_ob_distance_atr
211,2014-02-20 11:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,3.5464570712451873,,3.5464570712451873,
212,2014-02-20 15:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.093918401587385,,4.093918401587385,
213,2014-02-20 19:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.7141594269659315,,4.7141594269659315,
214,2014-02-20 23:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.446658351641377,,4.446658351641377,
215,2014-02-21 03:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.371626228704156,,4.371626228704156,
216,2014-02-21 07:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.778858842321002,,4.778858842321002,
217,2014-02-21 11:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,5.335065343393718,,5.335065343393718,
218,2014-02-21 15:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,5.535966679340983,,5.535966679340983,
219,2014-02-21 19:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,5.225767054595637,,5.225767054595637,
220,2014-02-23 23:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,4.749594873959001,,4.749594873959001,
221,2014-02-24 03:00:00+00:00,3,2,0.8303566616587184,0.8303566616587184,5.7313143629168675,,5.7313143629168675,
222,2014-02-24 07:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.4057378058638887,,1.4057378058638887,
223,2014-02-24 11:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.119583216732999,,1.119583216732999,
224,2014-02-24 15:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.9557686079263363,,1.9557686079263363,
225,2014-02-24 19:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.7662314542627109,,1.7662314542627109,
226,2014-02-24 23:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.1985736154652418,,1.1985736154652418,
227,2014-02-25 03:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.6013730568717044,,1.6013730568717044,
228,2014-02-25 07:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.3010453841787073,,1.3010453841787073,
229,2014-02-25 11:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,2.0671358336028103,,2.0671358336028103,
230,2014-02-25 15:00:00+00:00,5,4,0.8303566616587184,0.8303566616587184,1.236842233606182,,1.236842233606182,
231,2014-02-25 19:00:00+00:00,5,4,0.8303566616587184,0.8303566616587184,0.9549668853260785,,0.9549668853260785,
232,2014-02-25 23:00:00+00:00,5,4,0.8303566616587184,0.8303566616587184,0.917044346735038,,0.917044346735038,
233,2014-02-26 03:00:00+00:00,5,4,0.8303566616587184,0.8303566616587184,1.425487089808999,,1.425487089808999,
234,2014-02-26 07:00:00+00:00,5,4,0.8303566616587184,0.8303566616587184,0.7759144525100876,,0.7759144525100876,
235,2014-02-26 11:00:00+00:00,4,3,0.8303566616587184,0.8303566616587184,1.299621292202209,,1.299621292202209,
236,2014-02-26 15:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.6205318582996773,,5.586884128370681,
237,2014-02-26 19:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.649548165607761,,5.799637065367897,
238,2014-02-26 23:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.13466164538797679,,5.307354049340643,
239,2014-02-27 03:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.5300160625820047,,5.860729798805684,
240,2014-02-27 07:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.2722927376979185,,6.411381839036621,
241,2014-02-27 11:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.1250050019153133,,6.37249561870058,
242,2014-02-27 15:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.79363206755254,,6.037583241434641,
243,2014-02-27 19:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.7948533701712066,,6.141726182909883,
244,2014-02-27 23:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.2387922155223308,,6.749522481835453,
245,2014-02-28 03:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.8692603250508116,,6.465682887768838,
246,2014-02-28 07:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.8889017056254407,,6.4645103227463965,
247,2014-02-28 11:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.330146230471429,,5.849232231544647,
248,2014-02-28 15:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.0,,4.765183390768282,
249,2014-02-28 19:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,0.13667340712639184,,5.362421326665148,
250,2014-03-02 23:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,2.4407621602567766,,7.012020104466504,
251,2014-03-03 03:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,2.6763130608571695,,7.423224669600624,
252,2014-03-03 07:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,2.5831092175617463,,7.299460317042489,
253,2014-03-03 11:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,3.4832948884696053,,8.1309594307424,
254,2014-03-03 15:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,3.433287749148157,,8.101410011740438,
255,2014-03-03 19:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,3.569430864479165,,8.356106963082906,
256,2014-03-03 23:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,3.832364326796931,,8.741285402272943,
257,2014-03-04 03:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.81056353739549,,6.3376552001395305,
258,2014-03-04 07:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.6856676541584963,,6.3210789138311645,
259,2014-03-04 11:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.4632220655466355,,6.067475646265361,
260,2014-03-04 15:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,2.0931395868395613,,6.745340545856109,
261,2014-03-04 19:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.1790201465097734,,5.817581487217039,
262,2014-03-04 23:00:00+00:00,4,2,0.8303566616587184,0.8303566616587184,1.6780362758347036,,6.424359018490032,
263,2014-03-05 03:00:00+00:00,3,1,0.6859339231491655,0.6859339231491655,1.4556319452996695,,6.345599414562385,
264,2014-03-05 07:00:00+00:00,3,1,0.6859339231491655,0.6859339231491655,1.3483771424848254,,6.358880704122741,
265,2014-03-05 11:00:00+00:00,3,1,0.6859339231491655,0.6859339231491655,1.74230194942287,,6.779130206453388,
266,2014-03-05 15:00:00+00:00,3,1,0.6859339231491655,0.6859339231491655,2.162338074163633,,7.228168968759062,
267,2014-03-05 19:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,1.7979755097158518,,7.0144019185274225,
268,2014-03-05 23:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,2.0723021450185426,,7.446378348364034,
269,2014-03-06 03:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,1.7472877405293596,,7.174816657184935,
270,2014-03-06 07:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,1.7379846553757103,,7.215139453902654,
271,2014-03-06 11:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,2.906784333645816,,7.944156943837647,
272,2014-03-06 15:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,3.7299672250397577,,8.679071191981347,
273,2014-03-06 19:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,3.764025516514543,,8.830101272602974,
274,2014-03-06 23:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,3.8700659498155923,,9.074215156224282,
275,2014-03-07 03:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,4.140350014248769,,9.524282975153621,
276,2014-03-07 07:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,3.88349625864989,,9.387938749424846,
277,2014-03-07 11:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,1.2963023985474669,,5.732852523660929,
278,2014-03-07 15:00:00+00:00,2,1,0.6859339231491655,0.6859339231491655,1.86159585127365,,6.273055031323798,
279,2014-03-07 19:00:00+00:00,1,0,0.6259821989862263,,2.029904038836877,,,
280,2014-03-09 19:00:00+00:00,1,0,0.6259821989862263,,1.9606861217154294,,,
281,2014-03-09 23:00:00+00:00,1,0,0.6259821989862263,,1.2949369555307026,,,
282,2014-03-10 02:00:00+00:00,1,0,0.6259821989862263,,0.9800178488225303,,,
283,2014-03-10 03:00:00+00:00,1,0,0.6259821989862263,,1.2238722981307077,,,
284,2014-03-10 06:00:00+00:00,1,0,0.6259821989862263,,1.7880538292871735,,,
285,2014-03-10 10:00:00+00:00,1,0,0.6259821989862263,,2.7562653672284703,,,
286,2014-03-10 14:00:00+00:00,1,0,0.6259821989862263,,2.133490974805177,,,
287,2014-03-10 18:00:00+00:00,1,0,0.6259821989862263,,2.356054054477717,,,
288,2014-03-10 22:00:00+00:00,1,0,0.6259821989862263,,2.520685026660735,,,
289,2014-03-11 02:00:00+00:00,1,0,0.6259821989862263,,2.6830088878922544,,,
290,2014-03-11 06:00:00+00:00,1,0,0.6259821989862263,,3.7526008619803872,,,
291,2014-03-11 10:00:00+00:00,1,0,0.6259821989862263,,3.294621097151789,,,
292,2014-03-11 14:00:00+00:00,1,0,0.6259821989862263,,3.452321020970843,,,
293,2014-03-11 18:00:00+00:00,1,0,0.6259821989862263,,3.647108503574333,,,
294,2014-03-11 22:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,1.2665059797461977,,1.2665059797461977,
295,2014-03-12 02:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,1.3312971049933289,,1.3312971049933289,
296,2014-03-12 06:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,1.360112842897607,,1.360112842897607,
297,2014-03-12 10:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,2.413812779435129,,2.413812779435129,
298,2014-03-12 14:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,2.652736870667654,,2.652736870667654,
299,2014-03-12 18:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,2.600618668450667,,2.600618668450667,
300,2014-03-12 22:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.4496728524028293,,3.4496728524028293,
301,2014-03-13 02:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,2.995936550504235,,2.995936550504235,
302,2014-03-13 06:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.138845355579447,,3.138845355579447,
303,2014-03-13 10:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,2.8290475611396553,,2.8290475611396553,
304,2014-03-13 14:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.4658311856570623,,3.4658311856570623,
305,2014-03-13 18:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.2875470293204314,,3.2875470293204314,
306,2014-03-13 22:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.5134397608922097,,3.5134397608922097,
307,2014-03-14 02:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.041033798606329,,3.041033798606329,
308,2014-03-14 06:00:00+00:00,2,1,0.6259821989862263,0.6254674429492947,3.3280564513126274,,3.3280564513126274,
