ob_id,side_label,activate_idx,fresh_state_duration,touched_state_duration,partial_state_duration,post_full_pre_terminal_duration,total_live_duration,bars_to_invalidation,bars_to_retirement,terminal_state
367,bull,17813,9.0,0.0,4.0,0.0,13.0,,,mitigated_full
368,bear,17844,2.0,0.0,0.0,0.0,2.0,,,mitigated_full
369,bull,17898,1.0,0.0,1.0,0.0,2.0,2.0,,invalidated
370,bull,17977,7.0,0.0,0.0,0.0,7.0,,,mitigated_full
371,bear,18015,10.0,0.0,0.0,0.0,10.0,10.0,,invalidated
372,bull,18129,2.0,0.0,94.0,0.0,96.0,,96.0,retired
373,bull,18134,96.0,0.0,0.0,0.0,96.0,,96.0,retired
374,bull,18145,96.0,0.0,0.0,0.0,96.0,,96.0,retired
375,bull,18154,2.0,0.0,0.0,0.0,2.0,,,mitigated_full
376,bull,18158,96.0,0.0,0.0,0.0,96.0,,96.0,retired
377,bull,18163,4.0,0.0,0.0,0.0,4.0,,,mitigated_full
378,bull,18175,96.0,0.0,0.0,0.0,96.0,,96.0,retired
379,bull,18180,96.0,0.0,0.0,0.0,96.0,,96.0,retired
380,bull,18269,96.0,0.0,0.0,0.0,96.0,,96.0,retired
381,bull,18282,1.0,0.0,2.0,0.0,3.0,,,mitigated_full
382,bull,18340,28.0,0.0,0.0,0.0,28.0,28.0,,invalidated
383,bear,18395,7.0,0.0,0.0,0.0,7.0,7.0,,invalidated
384,bull,18450,36.0,0.0,60.0,0.0,96.0,,96.0,retired
385,bull,18465,11.0,0.0,0.0,0.0,11.0,11.0,,invalidated
386,bear,18504,1.0,0.0,2.0,0.0,3.0,,,mitigated_full
387,bull,18533,2.0,0.0,0.0,0.0,2.0,,,mitigated_full
388,bull,18536,1.0,0.0,95.0,0.0,96.0,,96.0,retired
389,bull,18586,96.0,0.0,0.0,0.0,96.0,,96.0,retired
390,bull,18629,27.0,0.0,0.0,0.0,27.0,27.0,,invalidated
391,bull,18758,36.0,0.0,0.0,0.0,36.0,,,mitigated_full
392,bull,18766,26.0,0.0,2.0,0.0,28.0,28.0,,invalidated
393,bull,18783,5.0,0.0,0.0,0.0,5.0,,,mitigated_full
394,bear,18819,1.0,0.0,3.0,0.0,4.0,4.0,,invalidated
395,bear,18975,96.0,0.0,0.0,0.0,96.0,,96.0,retired
396,bear,18997,76.0,0.0,18.0,0.0,94.0,,,mitigated_partial
397,bear,19006,42.0,0.0,3.0,0.0,45.0,,,mitigated_full
398,bull,19047,10.0,0.0,34.0,0.0,44.0,,,mitigated_partial
