row_idx,timestamp,active_ob_count,fresh_ob_count,nearest_active_distance_atr,nearest_fresh_distance_atr,best_active_monitorability_score,best_fresh_monitorability_score,top_k_active_ids_by_monitorability,top_k_fresh_ids_by_monitorability,active_bull_count,active_bear_count,fresh_bull_count,fresh_bear_count,nearest_monitorable_bull_ob_distance_atr,nearest_monitorable_bear_ob_distance_atr,best_bull_ob_score,best_bear_ob_score,any_monitorable_ob_within_1atr,any_monitorable_ob_within_2atr
2865,2015-10-23 10:00:00+00:00,1,0,4.001295512808621,,0.4431757883895394,,67,,1,0,0,0,4.001295512808621,,0.4431757883895394,,0,0
2866,2015-10-23 14:00:00+00:00,1,0,4.430108583317906,,0.4391331403772899,,67,,1,0,0,0,4.430108583317906,,0.4391331403772899,,0,0
2867,2015-10-23 18:00:00+00:00,1,0,4.332467200390186,,0.4398861086960858,,67,,1,0,0,0,4.332467200390186,,0.4398861086960858,,0,0
2868,2015-10-25 18:00:00+00:00,1,0,4.319773836015167,,0.43991278995773064,,67,,1,0,0,0,4.319773836015167,,0.43991278995773064,,0,0
2869,2015-10-25 22:00:00+00:00,1,0,4.72871024570757,,0.4364775705327293,,67,,1,0,0,0,4.72871024570757,,0.4364775705327293,,0,0
2870,2015-10-26 02:00:00+00:00,1,0,4.956679506129681,,0.4347311955411869,,67,,1,0,0,0,4.956679506129681,,0.4347311955411869,,0,0
2871,2015-10-26 06:00:00+00:00,1,0,5.425217085772788,,0.4315985887023215,,67,,1,0,0,0,5.425217085772788,,0.4315985887023215,,0,0
2872,2015-10-26 10:00:00+00:00,1,0,5.313049693929157,,0.4322216994450322,,67,,1,0,0,0,5.313049693929157,,0.4322216994450322,,0,0
2873,2015-10-26 14:00:00+00:00,1,0,4.940441024520545,,0.4346410809962231,,67,,1,0,0,0,4.940441024520545,,0.4346410809962231,,0,0
2874,2015-10-26 18:00:00+00:00,1,0,5.050765414319701,,0.4338127133286682,,67,,1,0,0,0,5.050765414319701,,0.4338127133286682,,0,0
2875,2015-10-26 22:00:00+00:00,1,0,5.374016984350345,,0.4316596221514952,,67,,1,0,0,0,5.374016984350345,,0.4316596221514952,,0,0
2876,2015-10-27 02:00:00+00:00,1,0,5.5611264679850345,,0.43048648271013346,,67,,1,0,0,0,5.5611264679850345,,0.43048648271013346,,0,0
2877,2015-10-27 06:00:00+00:00,1,0,6.0264009340097235,,0.42791169606346036,,67,,1,0,0,0,6.0264009340097235,,0.42791169606346036,,0,0
2878,2015-10-27 10:00:00+00:00,1,0,5.808363322822331,,0.429002272742269,,67,,1,0,0,0,5.808363322822331,,0.429002272742269,,0,0
2879,2015-10-27 14:00:00+00:00,1,0,5.956076063733008,,0.4281762973339701,,67,,1,0,0,0,5.956076063733008,,0.4281762973339701,,0,0
2880,2015-10-27 18:00:00+00:00,1,0,6.526400458174112,,0.4254091694191111,,67,,1,0,0,0,6.526400458174112,,0.4254091694191111,,0,0
2881,2015-10-27 22:00:00+00:00,0,0,,,,,,,0,0,0,0,,,,,0,0
2882,2015-10-28 02:00:00+00:00,0,0,,,,,,,0,0,0,0,,,,,0,0
2883,2015-10-28 06:00:00+00:00,0,0,,,,,,,0,0,0,0,,,,,0,0
2884,2015-10-28 10:00:00+00:00,0,0,,,,,,,0,0,0,0,,,,,0,0
2885,2015-10-28 14:00:00+00:00,1,1,2.4965921523995225,2.4965921523995225,0.6860306899537244,0.6860306899537244,68,68,0,1,0,1,,2.4965921523995225,,0.6860306899537244,0,0
2886,2015-10-28 18:00:00+00:00,1,1,2.3528579665605465,2.3528579665605465,0.6799480104458765,0.6799480104458765,68,68,0,1,0,1,,2.3528579665605465,,0.6799480104458765,0,0
2887,2015-10-28 22:00:00+00:00,1,1,1.987183285483965,1.987183285483965,0.6803659477295434,0.6803659477295434,68,68,0,1,0,1,,1.987183285483965,,0.6803659477295434,0,1
2888,2015-10-29 02:00:00+00:00,1,1,1.849993602639321,1.849993602639321,0.6760992567142762,0.6760992567142762,68,68,0,1,0,1,,1.849993602639321,,0.6760992567142762,0,1
2889,2015-10-29 06:00:00+00:00,1,1,2.0272418719882643,2.0272418719882643,0.6630598709119052,0.6630598709119052,68,68,0,1,0,1,,2.0272418719882643,,0.6630598709119052,0,0
2890,2015-10-29 10:00:00+00:00,1,1,3.1655485636817575,3.1655485636817575,0.6329600437630629,0.6329600437630629,68,68,0,1,0,1,,3.1655485636817575,,0.6329600437630629,0,0
2891,2015-10-29 14:00:00+00:00,1,1,4.060333459005913,4.060333459005913,0.6151660582795753,0.6151660582795753,68,68,0,1,0,1,,4.060333459005913,,0.6151660582795753,0,0
2892,2015-10-29 18:00:00+00:00,1,1,4.2249947265314125,4.2249947265314125,0.6067592111092598,0.6067592111092598,68,68,0,1,0,1,,4.2249947265314125,,0.6067592111092598,0,0
2893,2015-10-29 22:00:00+00:00,1,1,4.280009357350356,4.280009357350356,0.5997246286997795,0.5997246286997795,68,68,0,1,0,1,,4.280009357350356,,0.5997246286997795,0,0
2894,2015-10-30 02:00:00+00:00,1,1,4.3369678528303055,4.3369678528303055,0.592980179524197,0.592980179524197,68,68,0,1,0,1,,4.3369678528303055,,0.592980179524197,0,0
2895,2015-10-30 06:00:00+00:00,1,1,4.29815978585727,4.29815978585727,0.5873650441257663,0.5873650441257663,68,68,0,1,0,1,,4.29815978585727,,0.5873650441257663,0,0
2896,2015-10-30 10:00:00+00:00,1,1,5.4361753362309715,5.4361753362309715,0.5733292359594528,0.5733292359594528,68,68,0,1,0,1,,5.4361753362309715,,0.5733292359594528,0,0
2897,2015-10-30 14:00:00+00:00,1,1,5.391057769847224,5.391057769847224,0.5681622260943416,0.5681622260943416,68,68,0,1,0,1,,5.391057769847224,,0.5681622260943416,0,0
2898,2015-10-30 18:00:00+00:00,1,1,5.510556340259839,5.510556340259839,0.5622407801419657,0.5622407801419657,68,68,0,1,0,1,,5.510556340259839,,0.5622407801419657,0,0
2899,2015-11-01 22:00:00+00:00,1,1,5.547969588364546,5.547969588364546,0.5570428172504399,0.5570428172504399,68,68,0,1,0,1,,5.547969588364546,,0.5570428172504399,0,0
2900,2015-11-02 02:00:00+00:00,1,1,5.781950637815679,5.781950637815679,0.5509597849215709,0.5509597849215709,68,68,0,1,0,1,,5.781950637815679,,0.5509597849215709,0,0
2901,2015-11-02 03:00:00+00:00,1,1,5.931185535199144,5.931185535199144,0.5456015454111623,0.5456015454111623,68,68,0,1,0,1,,5.931185535199144,,0.5456015454111623,0,0
2902,2015-11-02 07:00:00+00:00,1,1,6.509747053496935,6.509747053496935,0.538448573419013,0.538448573419013,68,68,0,1,0,1,,6.509747053496935,,0.538448573419013,0,0
2903,2015-11-02 11:00:00+00:00,1,1,7.146475550261269,7.146475550261269,0.5316525366432518,0.5316525366432518,68,68,0,1,0,1,,7.146475550261269,,0.5316525366432518,0,0
2904,2015-11-02 15:00:00+00:00,1,1,7.029049496848893,7.029049496848893,0.528077628243967,0.528077628243967,68,68,0,1,0,1,,7.029049496848893,,0.528077628243967,0,0
2905,2015-11-02 19:00:00+00:00,1,1,7.677674876742459,7.677674876742459,0.5218876782436837,0.5218876782436837,68,68,0,1,0,1,,7.677674876742459,,0.5218876782436837,0,0
2906,2015-11-02 23:00:00+00:00,1,1,7.405482011369598,7.405482011369598,0.5191104806227721,0.5191104806227721,68,68,0,1,0,1,,7.405482011369598,,0.5191104806227721,0,0
2907,2015-11-03 03:00:00+00:00,1,1,7.243491691687934,7.243491691687934,0.5161290152207599,0.5161290152207599,68,68,0,1,0,1,,7.243491691687934,,0.5161290152207599,0,0
2908,2015-11-03 07:00:00+00:00,1,1,8.042792576240254,8.042792576240254,0.5100188736585965,0.5100188736585965,68,68,0,1,0,1,,8.042792576240254,,0.5100188736585965,0,0
2909,2015-11-03 11:00:00+00:00,2,2,2.446664920997209,2.446664920997209,0.7679418391142885,0.7679418391142885,"69,68","69,68",0,2,0,2,,2.446664920997209,,0.7679418391142885,0,0
2910,2015-11-03 15:00:00+00:00,2,2,3.618691410938972,3.618691410938972,0.7403880924492744,0.7403880924492744,"69,68","69,68",0,2,0,2,,3.618691410938972,,0.7403880924492744,0,0
2911,2015-11-03 19:00:00+00:00,2,2,3.2515048647513183,3.2515048647513183,0.7363532256429035,0.7363532256429035,"69,68","69,68",0,2,0,2,,3.2515048647513183,,0.7363532256429035,0,0
2912,2015-11-03 23:00:00+00:00,2,2,2.4639020010335524,2.4639020010335524,0.7414281544968111,0.7414281544968111,"69,68","69,68",0,2,0,2,,2.4639020010335524,,0.7414281544968111,0,0
2913,2015-11-04 03:00:00+00:00,2,2,2.783002364102863,2.783002364102863,0.727436973351641,0.727436973351641,"69,68","69,68",0,2,0,2,,2.783002364102863,,0.727436973351641,0,0
2914,2015-11-04 07:00:00+00:00,2,2,3.294558539697207,3.294558539697207,0.7120325902955359,0.7120325902955359,"69,68","69,68",0,2,0,2,,3.294558539697207,,0.7120325902955359,0,0
2915,2015-11-04 11:00:00+00:00,2,2,3.7341763149477702,3.7341763149477702,0.6994451465065531,0.6994451465065531,"69,68","69,68",0,2,0,2,,3.7341763149477702,,0.6994451465065531,0,0
2916,2015-11-04 15:00:00+00:00,3,3,1.8052578844242178,1.8052578844242178,0.8080889433097954,0.8080889433097954,"70,69,68","70,69,68",0,3,0,3,,1.8052578844242178,,0.8080889433097954,0,1
2917,2015-11-04 19:00:00+00:00,3,3,1.7345619346383818,1.7345619346383818,0.8012451519477408,0.8012451519477408,"70,69,68","70,69,68",0,3,0,3,,1.7345619346383818,,0.8012451519477408,0,1
2918,2015-11-04 23:00:00+00:00,3,3,1.3020547120125776,1.3020547120125776,0.8097117763472682,0.8097117763472682,"70,69,68","70,69,68",0,3,0,3,,1.3020547120125776,,0.8097117763472682,0,1
2919,2015-11-05 03:00:00+00:00,3,3,1.5284596323427584,1.5284596323427584,0.7916922636918569,0.7916922636918569,"70,69,68","70,69,68",0,3,0,3,,1.5284596323427584,,0.7916922636918569,0,1
2920,2015-11-05 07:00:00+00:00,3,3,1.8982144570876742,1.8982144570876742,0.7711745278995471,0.7711745278995471,"70,69,68","70,69,68",0,3,0,3,,1.8982144570876742,,0.7711745278995471,0,1
2921,2015-11-05 11:00:00+00:00,3,3,2.1892718372268587,2.1892718372268587,0.755769811916408,0.755769811916408,"70,69,68","70,69,68",0,3,0,3,,2.1892718372268587,,0.755769811916408,0,0
2922,2015-11-05 15:00:00+00:00,3,3,2.446077682084071,2.446077682084071,0.7427465197073737,0.7427465197073737,"70,69,68","70,69,68",0,3,0,3,,2.446077682084071,,0.7427465197073737,0,0
2923,2015-11-05 19:00:00+00:00,3,3,2.797126718885883,2.797126718885883,0.7291896034385617,0.7291896034385617,"70,69,68","70,69,68",0,3,0,3,,2.797126718885883,,0.7291896034385617,0,0
2924,2015-11-05 23:00:00+00:00,3,3,1.8935347796918018,1.8935347796918018,0.7432138162843029,0.7432138162843029,"70,69,68","70,69,68",0,3,0,3,,1.8935347796918018,,0.7432138162843029,0,1
2925,2015-11-06 03:00:00+00:00,3,3,1.6913464878106796,1.6913464878106796,0.7434654823074469,0.7434654823074469,"70,69,68","70,69,68",0,3,0,3,,1.6913464878106796,,0.7434654823074469,0,1
2926,2015-11-06 07:00:00+00:00,3,3,2.1130078483402825,2.1130078483402825,0.7249251050767241,0.7249251050767241,"70,69,68","70,69,68",0,3,0,3,,2.1130078483402825,,0.7249251050767241,0,0
2927,2015-11-06 11:00:00+00:00,4,4,3.0076004335977884,3.0076004335977884,0.7949465575558877,0.7949465575558877,"71,70,69,68","71,70,69,68",0,4,0,4,,3.0076004335977884,,0.7949465575558877,0,0
2928,2015-11-06 15:00:00+00:00,4,4,3.16835273298517,3.16835273298517,0.7833930732432276,0.7833930732432276,"71,70,69,68","71,70,69,68",0,4,0,4,,3.16835273298517,,0.7833930732432276,0,0
2929,2015-11-06 19:00:00+00:00,4,4,3.3653797387247235,3.3653797387247235,0.7719764397399633,0.7719764397399633,"71,70,69,68","71,70,69,68",0,4,0,4,,3.3653797387247235,,0.7719764397399633,0,0
2930,2015-11-08 23:00:00+00:00,4,4,2.6464187860634527,2.6464187860634527,0.7749727668904675,0.7749727668904675,"71,70,69,68","71,70,69,68",0,4,0,4,,2.6464187860634527,,0.7749727668904675,0,0
2931,2015-11-09 03:00:00+00:00,4,4,2.792801953099498,2.792801953099498,0.7644233629945909,0.7644233629945909,"71,70,69,68","71,70,69,68",0,4,0,4,,2.792801953099498,,0.7644233629945909,0,0
2932,2015-11-09 07:00:00+00:00,4,4,2.7573391472579414,2.7573391472579414,0.7575129728240404,0.7575129728240404,"71,70,69,68","71,70,69,68",0,4,0,4,,2.7573391472579414,,0.7575129728240404,0,0
2933,2015-11-09 11:00:00+00:00,4,4,3.536473863206994,3.536473863206994,0.7389036670717111,0.7389036670717111,"71,70,69,68","71,70,69,68",0,4,0,4,,3.536473863206994,,0.7389036670717111,0,0
2934,2015-11-09 15:00:00+00:00,4,4,3.549204260118561,3.549204260118561,0.7318995249925992,0.7318995249925992,"71,70,69,68","71,70,69,68",0,4,0,4,,3.549204260118561,,0.7318995249925992,0,0
2935,2015-11-09 19:00:00+00:00,4,4,3.214938269292614,3.214938269292614,0.7297216637246643,0.7297216637246643,"71,70,69,68","71,70,69,68",0,4,0,4,,3.214938269292614,,0.7297216637246643,0,0
2936,2015-11-09 23:00:00+00:00,4,4,3.096493230252537,3.096493230252537,0.7251974954963782,0.7251974954963782,"71,70,69,68","71,70,69,68",0,4,0,4,,3.096493230252537,,0.7251974954963782,0,0
2937,2015-11-10 03:00:00+00:00,4,4,3.2874298345637367,3.2874298345637367,0.7165214277026829,0.7165214277026829,"71,70,69,68","71,70,69,68",0,4,0,4,,3.2874298345637367,,0.7165214277026829,0,0
2938,2015-11-10 07:00:00+00:00,4,4,3.264138052346789,3.264138052346789,0.7111473737745341,0.7111473737745341,"71,70,69,68","71,70,69,68",0,4,0,4,,3.264138052346789,,0.7111473737745341,0,0
2939,2015-11-10 11:00:00+00:00,4,4,4.286929439397283,4.286929439397283,0.6943640833973587,0.6943640833973587,"71,70,69,68","71,70,69,68",0,4,0,4,,4.286929439397283,,0.6943640833973587,0,0
2940,2015-11-10 15:00:00+00:00,4,4,3.811193970636148,3.811193970636148,0.6938363438074303,0.6938363438074303,"71,70,69,68","71,70,69,68",0,4,0,4,,3.811193970636148,,0.6938363438074303,0,0
2941,2015-11-10 19:00:00+00:00,4,4,3.7890635787354547,3.7890635787354547,0.6890979014714772,0.6890979014714772,"71,70,69,68","71,70,69,68",0,4,0,4,,3.7890635787354547,,0.6890979014714772,0,0
2942,2015-11-10 23:00:00+00:00,4,4,3.250338123218618,3.250338123218618,0.690948670262038,0.690948670262038,"71,70,69,68","71,70,69,68",0,4,0,4,,3.250338123218618,,0.690948670262038,0,0
2943,2015-11-11 03:00:00+00:00,4,4,3.3884176706425446,3.3884176706425446,0.6845334077858403,0.6845334077858403,"71,70,69,68","71,70,69,68",0,4,0,4,,3.3884176706425446,,0.6845334077858403,0,0
2944,2015-11-11 07:00:00+00:00,4,4,3.9322671351052256,3.9322671351052256,0.6738777205072752,0.6738777205072752,"71,70,69,68","71,70,69,68",0,4,0,4,,3.9322671351052256,,0.6738777205072752,0,0
2945,2015-11-11 11:00:00+00:00,4,4,4.69333535826041,4.69333535826041,0.6629079966918708,0.6629079966918708,"71,70,69,68","71,70,69,68",0,4,0,4,,4.69333535826041,,0.6629079966918708,0,0
2946,2015-11-11 15:00:00+00:00,4,4,4.78230188064231,4.78230188064231,0.6582086552597619,0.6582086552597619,"71,70,69,68","71,70,69,68",0,4,0,4,,4.78230188064231,,0.6582086552597619,0,0
2947,2015-11-11 19:00:00+00:00,4,4,4.836661235586473,4.836661235586473,0.6539434108495971,0.6539434108495971,"71,70,69,68","71,70,69,68",0,4,0,4,,4.836661235586473,,0.6539434108495971,0,0
2948,2015-11-11 23:00:00+00:00,4,4,4.296877806480802,4.296877806480802,0.6545981878061923,0.6545981878061923,"71,70,69,68","71,70,69,68",0,4,0,4,,4.296877806480802,,0.6545981878061923,0,0
2949,2015-11-12 03:00:00+00:00,4,4,4.627905033962677,4.627905033962677,0.6482561496257345,0.6482561496257345,"71,70,69,68","71,70,69,68",0,4,0,4,,4.627905033962677,,0.6482561496257345,0,0
2950,2015-11-12 07:00:00+00:00,4,4,4.860571327469024,4.860571327469024,0.6430630900501091,0.6430630900501091,"71,70,69,68","71,70,69,68",0,4,0,4,,4.860571327469024,,0.6430630900501091,0,0
2951,2015-11-12 11:00:00+00:00,4,4,4.175634611901235,4.175634611901235,0.6454079151257657,0.6454079151257657,"71,70,69,68","71,70,69,68",0,4,0,4,,4.175634611901235,,0.6454079151257657,0,0
2952,2015-11-12 15:00:00+00:00,4,4,4.612034076512901,4.612034076512901,0.6384733816961905,0.6384733816961905,"71,70,69,68","71,70,69,68",0,4,0,4,,4.612034076512901,,0.6384733816961905,0,0
2953,2015-11-12 19:00:00+00:00,4,4,4.302078657625648,4.302078657625648,0.6380146368173022,0.6380146368173022,"71,70,69,68","71,70,69,68",0,4,0,4,,4.302078657625648,,0.6380146368173022,0,0
2954,2015-11-12 23:00:00+00:00,4,4,4.552685462130929,4.552685462130929,0.6329328729034492,0.6329328729034492,"71,70,69,68","71,70,69,68",0,4,0,4,,4.552685462130929,,0.6329328729034492,0,0
2955,2015-11-13 03:00:00+00:00,4,4,4.699429757546136,4.699429757546136,0.6289232730023888,0.6289232730023888,"71,70,69,68","71,70,69,68",0,4,0,4,,4.699429757546136,,0.6289232730023888,0,0
2956,2015-11-13 07:00:00+00:00,4,4,4.761643311362003,4.761643311362003,0.625697000407293,0.625697000407293,"71,70,69,68","71,70,69,68",0,4,0,4,,4.761643311362003,,0.625697000407293,0,0
2957,2015-11-13 11:00:00+00:00,4,4,4.804635686613846,4.804635686613846,0.6227154546193687,0.6227154546193687,"71,70,69,68","71,70,69,68",0,4,0,4,,4.804635686613846,,0.6227154546193687,0,0
2958,2015-11-13 15:00:00+00:00,4,4,5.206356088846611,5.206356088846611,0.6173550074373986,0.6173550074373986,"71,70,69,68","71,70,69,68",0,4,0,4,,5.206356088846611,,0.6173550074373986,0,0
2959,2015-11-13 19:00:00+00:00,4,4,4.933786088344746,4.933786088344746,0.6167153696080163,0.6167153696080163,"71,70,69,68","71,70,69,68",0,4,0,4,,4.933786088344746,,0.6167153696080163,0,0
2960,2015-11-15 23:00:00+00:00,4,4,2.992679973648633,2.992679973648633,0.6347866361232433,0.6347866361232433,"71,70,69,68","71,70,69,68",0,4,0,4,,2.992679973648633,,0.6347866361232433,0,0
2961,2015-11-16 03:00:00+00:00,4,4,1.9582381642803817,1.9582381642803817,0.6543441473123416,0.6543441473123416,"71,70,69,68","71,70,69,68",0,4,0,4,,1.9582381642803817,,0.6543441473123416,0,1
2962,2015-11-16 07:00:00+00:00,4,4,2.7254749262190554,2.7254749262190554,0.6346722963947186,0.6346722963947186,"71,70,69,68","71,70,69,68",0,4,0,4,,2.7254749262190554,,0.6346722963947186,0,0
2963,2015-11-16 11:00:00+00:00,4,4,3.987502788197596,3.987502788197596,0.6154906668548605,0.6154906668548605,"71,70,69,68","71,70,69,68",0,4,0,4,,3.987502788197596,,0.6154906668548605,0,0
2964,2015-11-16 15:00:00+00:00,4,4,4.249498440740047,4.249498440740047,0.6108502736836623,0.6108502736836623,"71,70,69,68","71,70,69,68",0,4,0,4,,4.249498440740047,,0.6108502736836623,0,0
2965,2015-11-16 19:00:00+00:00,4,4,4.642006129221053,4.642006129221053,0.6054577356781076,0.6054577356781076,"71,70,69,68","71,70,69,68",0,4,0,4,,4.642006129221053,,0.6054577356781076,0,0
2966,2015-11-16 23:00:00+00:00,4,4,4.612966467502536,4.612966467502536,0.6036636437540488,0.6036636437540488,"71,70,69,68","71,70,69,68",0,4,0,4,,4.612966467502536,,0.6036636437540488,0,0
2967,2015-11-17 03:00:00+00:00,4,4,5.2706408405925895,5.2706408405925895,0.597021959378192,0.597021959378192,"71,70,69,68","71,70,69,68",0,4,0,4,,5.2706408405925895,,0.597021959378192,0,0
2968,2015-11-17 07:00:00+00:00,4,4,5.104202111760951,5.104202111760951,0.5961889130121754,0.5961889130121754,"71,70,69,68","71,70,69,68",0,4,0,4,,5.104202111760951,,0.5961889130121754,0,0
2969,2015-11-17 11:00:00+00:00,4,4,5.314687971256439,5.314687971256439,0.5929511223387433,0.5929511223387433,"71,70,69,68","71,70,69,68",0,4,0,4,,5.314687971256439,,0.5929511223387433,0,0
2970,2015-11-17 15:00:00+00:00,4,4,6.194079611856155,6.194079611856155,0.5862839520974767,0.5862839520974767,"71,70,69,68","71,70,69,68",0,4,0,4,,6.194079611856155,,0.5862839520974767,0,0
2971,2015-11-17 19:00:00+00:00,4,4,6.342727603570545,6.342727603570545,0.5837951984494019,0.5837951984494019,"71,70,69,68","71,70,69,68",0,4,0,4,,6.342727603570545,,0.5837951984494019,0,0
2972,2015-11-17 23:00:00+00:00,4,4,6.750787814157933,6.750787814157933,0.5802576246078543,0.5802576246078543,"71,70,69,68","71,70,69,68",0,4,0,4,,6.750787814157933,,0.5802576246078543,0,0
2973,2015-11-18 03:00:00+00:00,4,4,5.858574545617247,5.858574545617247,0.5827465075602716,0.5827465075602716,"71,70,69,68","71,70,69,68",0,4,0,4,,5.858574545617247,,0.5827465075602716,0,0
2974,2015-11-18 07:00:00+00:00,4,4,6.2714942836836425,6.2714942836836425,0.5790055171760856,0.5790055171760856,"71,70,69,68","71,70,69,68",0,4,0,4,,6.2714942836836425,,0.5790055171760856,0,0
2975,2015-11-18 11:00:00+00:00,4,4,6.514565090108653,6.514565090108653,0.5762563318610172,0.5762563318610172,"71,70,69,68","71,70,69,68",0,4,0,4,,6.514565090108653,,0.5762563318610172,0,0
2976,2015-11-18 15:00:00+00:00,4,4,6.610924734870153,6.610924734870153,0.574230221412338,0.574230221412338,"71,70,69,68","71,70,69,68",0,4,0,4,,6.610924734870153,,0.574230221412338,0,0
2977,2015-11-18 19:00:00+00:00,4,4,6.112030323817733,6.112030323817733,0.5749599405178131,0.5749599405178131,"71,70,69,68","71,70,69,68",0,4,0,4,,6.112030323817733,,0.5749599405178131,0,0
2978,2015-11-18 23:00:00+00:00,4,4,4.966091489182594,4.966091489182594,0.5801660406262596,0.5801660406262596,"71,70,69,68","71,70,69,68",0,4,0,4,,4.966091489182594,,0.5801660406262596,0,0
2979,2015-11-19 03:00:00+00:00,4,4,4.961440528918496,4.961440528918496,0.5786802949566202,0.5786802949566202,"71,70,69,68","71,70,69,68",0,4,0,4,,4.961440528918496,,0.5786802949566202,0,0
2980,2015-11-19 07:00:00+00:00,4,4,5.639314667266551,5.639314667266551,0.572905938303411,0.572905938303411,"71,70,69,68","71,70,69,68",0,4,0,4,,5.639314667266551,,0.572905938303411,0,0
2981,2015-11-19 11:00:00+00:00,3,3,4.136232888498388,4.136232888498388,0.5824569547430157,0.5824569547430157,"71,70,69","71,70,69",0,3,0,3,,4.136232888498388,,0.5824569547430157,0,0
2982,2015-11-19 15:00:00+00:00,3,3,4.165357543538231,4.165357543538231,0.5807372648938376,0.5807372648938376,"71,70,69","71,70,69",0,3,0,3,,4.165357543538231,,0.5807372648938376,0,0
2983,2015-11-19 19:00:00+00:00,3,3,4.23500792681822,4.23500792681822,0.5786698892818768,0.5786698892818768,"71,70,69","71,70,69",0,3,0,3,,4.23500792681822,,0.5786698892818768,0,0
2984,2015-11-19 23:00:00+00:00,3,3,3.4222899095930503,3.4222899095930503,0.5860434636646229,0.5860434636646229,"71,70,69","71,70,69",0,3,0,3,,3.4222899095930503,,0.5860434636646229,0,0
2985,2015-11-20 03:00:00+00:00,3,3,3.3132596799032146,3.3132596799032146,0.5860891818681264,0.5860891818681264,"71,70,69","71,70,69",0,3,0,3,,3.3132596799032146,,0.5860891818681264,0,0
2986,2015-11-20 07:00:00+00:00,3,3,3.151441919655487,3.151441919655487,0.5869835913659047,0.5869835913659047,"71,70,69","71,70,69",0,3,0,3,,3.151441919655487,,0.5869835913659047,0,0
2987,2015-11-20 11:00:00+00:00,3,3,3.797246511124177,3.797246511124177,0.5775294158586617,0.5775294158586617,"71,70,69","71,70,69",0,3,0,3,,3.797246511124177,,0.5775294158586617,0,0
2988,2015-11-20 15:00:00+00:00,3,3,4.340394970324778,4.340394970324778,0.5708983621117542,0.5708983621117542,"71,70,69","71,70,69",0,3,0,3,,4.340394970324778,,0.5708983621117542,0,0
2989,2015-11-20 19:00:00+00:00,3,3,4.569230812935226,4.569230812935226,0.5676596319601176,0.5676596319601176,"71,70,69","71,70,69",0,3,0,3,,4.569230812935226,,0.5676596319601176,0,0
2990,2015-11-22 23:00:00+00:00,3,3,5.463956443402766,5.463956443402766,0.5601456998075253,0.5601456998075253,"71,70,69","71,70,69",0,3,0,3,,5.463956443402766,,0.5601456998075253,0,0
2991,2015-11-23 03:00:00+00:00,3,3,5.488232485338219,5.488232485338219,0.558714542571224,0.558714542571224,"71,70,69","71,70,69",0,3,0,3,,5.488232485338219,,0.558714542571224,0,0
2992,2015-11-23 07:00:00+00:00,3,3,5.8822625674520985,5.8822625674520985,0.5552352899873922,0.5552352899873922,"71,70,69","71,70,69",0,3,0,3,,5.8822625674520985,,0.5552352899873922,0,0
2993,2015-11-23 11:00:00+00:00,3,3,5.247656688569648,5.247656688569648,0.5576643219071897,0.5576643219071897,"71,70,69","71,70,69",0,3,0,3,,5.247656688569648,,0.5576643219071897,0,0
2994,2015-11-23 15:00:00+00:00,3,3,5.9048050113249095,5.9048050113249095,0.5526071191106344,0.5526071191106344,"71,70,69","71,70,69",0,3,0,3,,5.9048050113249095,,0.5526071191106344,0,0
2995,2015-11-23 19:00:00+00:00,3,3,6.120112842823201,6.120112842823201,0.5502745785851457,0.5502745785851457,"71,70,69","71,70,69",0,3,0,3,,6.120112842823201,,0.5502745785851457,0,0
2996,2015-11-23 23:00:00+00:00,3,3,6.057073522984943,6.057073522984943,0.5493611439741948,0.5493611439741948,"71,70,69","71,70,69",0,3,0,3,,6.057073522984943,,0.5493611439741948,0,0
2997,2015-11-24 03:00:00+00:00,3,3,6.0557072370372005,6.0557072370372005,0.5481509429351343,0.5481509429351343,"71,70,69","71,70,69",0,3,0,3,,6.0557072370372005,,0.5481509429351343,0,0
2998,2015-11-24 07:00:00+00:00,3,3,5.79367844958429,5.79367844958429,0.5483099668972596,0.5483099668972596,"71,70,69","71,70,69",0,3,0,3,,5.79367844958429,,0.5483099668972596,0,0
2999,2015-11-24 11:00:00+00:00,3,3,5.338962474237944,5.338962474237944,0.5497510656346405,0.5497510656346405,"71,70,69","71,70,69",0,3,0,3,,5.338962474237944,,0.5497510656346405,0,0
3000,2015-11-24 15:00:00+00:00,3,3,5.573178021419434,5.573178021419434,0.5471556532436531,0.5471556532436531,"71,70,69","71,70,69",0,3,0,3,,5.573178021419434,,0.5471556532436531,0,0
3001,2015-11-24 19:00:00+00:00,3,3,5.868368931031119,5.868368931031119,0.5443389324911827,0.5443389324911827,"71,70,69","71,70,69",0,3,0,3,,5.868368931031119,,0.5443389324911827,0,0
3002,2015-11-24 23:00:00+00:00,3,3,4.953865522962477,4.953865522962477,0.5487551946298117,0.5487551946298117,"71,70,69","71,70,69",0,3,0,3,,4.953865522962477,,0.5487551946298117,0,0
3003,2015-11-25 03:00:00+00:00,3,3,5.398774158104349,5.398774158104349,0.5446683083873813,0.5446683083873813,"71,70,69","71,70,69",0,3,0,3,,5.398774158104349,,0.5446683083873813,0,0
3004,2015-11-25 07:00:00+00:00,3,3,6.281177660749295,6.281177660749295,0.5387728795070184,0.5387728795070184,"71,70,69","71,70,69",0,3,0,3,,6.281177660749295,,0.5387728795070184,0,0
