feature,overall,first_half,second_half,eqh,eql,monotonicity,stability
active_age,-0.005892291469889331,,,-0.0019469285618686138,-0.012975646760577634,0.5,weak
distance_atr,-0.009456881263400838,,,-0.024009913290740852,-0.006297357734670299,0.5,weak
bars_since_touch,-0.003553643210808697,,,0.0014496087312375501,-0.011546512283493474,0.5,weak
touches_since_detect,-0.019027314773881577,,,-0.03103994945294799,-0.005765011458295294,,weak
max_pen_atr,-0.018690377324341246,,,-0.031074490684562077,-0.004127496427913641,,weak
inside_zone,0.006422936178422152,,,0.007394034212493182,0.005054369697743442,,weak
signed_dist_atr,-0.009117828584498437,,,-0.023645469462234576,-0.005969749504392549,0.5,weak
nearest_same_side_atr,-0.019252532798092303,,,-0.04488444920581445,-0.00031978217638660764,0.25,weak
