ob_variant_label,ob_side,ob_source_mode,ob_source_idx,ob_source_ts,ob_source_freeze_idx,ob_source_freeze_ts,ob_parent_bos_idx,ob_parent_displacement_idx,ob_activation_idx,ob_activation_ts,ob_source_to_activation_lag_bars,ob_parent_break_to_activation_lag_bars,ob_geometry_mode,ob_zone_low,ob_zone_high,ob_zone_height_atr,ob_source_body_frac,ob_source_range_frac,ob_prebreak_context_span_bars,ob_source_selection_reason,ob_source_tiebreak_reason
baseline_current_live,1,single_candle,68,2014-01-17 07:00:00+00:00,68,2014-01-17 07:00:00+00:00,69,69,69,2014-01-17 11:00:00+00:00,1,0,body_to_extreme,1239.525,1244.058,0.7869071573197477,0.2850402988008745,0.6058837541686535,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,166,2014-02-10 19:00:00+00:00,166,2014-02-10 19:00:00+00:00,167,167,167,2014-02-10 23:00:00+00:00,1,0,body_to_extreme,1272.959,1275.067,0.3234341880677631,0.37787114845937164,0.5712914066250476,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,170,2014-02-11 11:00:00+00:00,170,2014-02-11 11:00:00+00:00,171,171,171,2014-02-11 15:00:00+00:00,1,0,body_to_extreme,1275.942,1284.175,1.156151564069435,0.18834841628958532,0.8326157158234627,4,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,180,2014-02-13 03:00:00+00:00,180,2014-02-13 03:00:00+00:00,183,183,183,2014-02-13 15:00:00+00:00,3,0,body_to_extreme,1288.341,1291.685,0.5582369612000503,0.6205067766646998,0.3078178849990917,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,220,2014-02-23 23:00:00+00:00,220,2014-02-23 23:00:00+00:00,222,222,222,2014-02-24 07:00:00+00:00,2,0,body_to_extreme,1318.505,1324.835,0.9794518779436739,0.488628894439347,0.7649839098954144,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,228,2014-02-25 07:00:00+00:00,228,2014-02-25 07:00:00+00:00,230,230,230,2014-02-25 15:00:00+00:00,2,0,body_to_extreme,1330.765,1334.647,0.6320154733261821,0.2533827090158107,0.8610497915133629,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,291,2014-03-11 10:00:00+00:00,291,2014-03-11 10:00:00+00:00,294,294,294,2014-03-11 22:00:00+00:00,3,0,body_to_extreme,1344.335,1348.447,0.5800704598703654,0.2953962632799992,0.5406351092625528,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,307,2014-03-14 02:00:00+00:00,307,2014-03-14 02:00:00+00:00,309,309,309,2014-03-14 10:00:00+00:00,2,0,body_to_extreme,1367.827,1372.592,0.6422701793144219,0.7520441537203695,0.5693005935063435,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,310,2014-03-14 14:00:00+00:00,310,2014-03-14 14:00:00+00:00,312,312,312,2014-03-16 18:00:00+00:00,2,0,body_to_extreme,1373.384,1384.896,1.4789645443452728,0.4471356534677926,0.6795685635638462,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,357,2014-03-26 02:00:00+00:00,357,2014-03-26 02:00:00+00:00,359,359,359,2014-03-26 10:00:00+00:00,2,0,body_to_extreme,1311.978,1315.642,0.5467219882500796,0.6292695088506377,0.33954118344197154,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,399,2014-04-03 22:00:00+00:00,399,2014-04-03 22:00:00+00:00,402,402,402,2014-04-04 10:00:00+00:00,3,0,body_to_extreme,1284.137,1287.047,0.5040984743023654,0.6013093289688873,0.24912337927098455,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,410,2014-04-07 14:00:00+00:00,410,2014-04-07 14:00:00+00:00,413,413,413,2014-04-08 02:00:00+00:00,3,0,body_to_extreme,1295.46,1300.5,0.9546533140439196,0.4857044436789385,0.6560451977401243,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,538,2014-05-07 06:00:00+00:00,538,2014-05-07 06:00:00+00:00,539,539,539,2014-05-07 10:00:00+00:00,1,0,body_to_extreme,1310.135,1314.458,0.6841514793702955,0.19452590420334634,0.49907308030051684,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,631,2014-05-28 06:00:00+00:00,631,2014-05-28 06:00:00+00:00,632,632,632,2014-05-28 10:00:00+00:00,1,0,body_to_extreme,1263.625,1266.585,0.5723858061583356,0.5789303079416652,0.5333679114799412,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,634,2014-05-28 18:00:00+00:00,634,2014-05-28 18:00:00+00:00,636,636,636,2014-05-29 02:00:00+00:00,2,0,body_to_extreme,1258.242,1259.919,0.32965028469318,0.4913860610806837,0.5704712977440621,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,666,2014-06-04 22:00:00+00:00,666,2014-06-04 22:00:00+00:00,669,669,669,2014-06-05 10:00:00+00:00,3,0,body_to_extreme,1241.752,1243.89,0.4597801481901039,0.11166500498504855,0.41849791376912265,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,697,2014-06-11 22:00:00+00:00,697,2014-06-11 22:00:00+00:00,700,700,700,2014-06-12 10:00:00+00:00,3,0,body_to_extreme,1259.895,1260.82,0.2116134242403515,0.043125317097938216,0.24086520835879327,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,705,2014-06-13 06:00:00+00:00,705,2014-06-13 06:00:00+00:00,710,710,710,2014-06-15 22:00:00+00:00,5,0,body_to_extreme,1271.39,1274.56,0.7827297016778161,0.4463435135892029,0.4986029617211524,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,817,2014-07-09 10:00:00+00:00,817,2014-07-09 10:00:00+00:00,818,818,818,2014-07-09 14:00:00+00:00,1,0,body_to_extreme,1321.372,1325.869,0.9135632926377587,0.1782395674944855,0.8825108096019048,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,821,2014-07-10 02:00:00+00:00,821,2014-07-10 02:00:00+00:00,822,822,822,2014-07-10 06:00:00+00:00,1,0,body_to_extreme,1327.039,1329.916,0.48439184375593236,0.3947431302270168,0.3931053916963998,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,841,2014-07-15 06:00:00+00:00,841,2014-07-15 06:00:00+00:00,842,842,842,2014-07-15 10:00:00+00:00,1,0,body_to_extreme,1309.01,1313.695,0.6720146969154585,0.12040425161178375,0.2840386043058643,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,878,2014-07-23 06:00:00+00:00,878,2014-07-23 06:00:00+00:00,882,882,882,2014-07-23 22:00:00+00:00,4,0,body_to_extreme,1306.327,1309.453,0.5691902766330603,0.3244108233925057,0.4220803143804355,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,914,2014-07-31 02:00:00+00:00,914,2014-07-31 02:00:00+00:00,917,917,917,2014-07-31 14:00:00+00:00,3,0,body_to_extreme,1294.669,1295.858,0.2200092938041498,0.1489219826627788,0.3405753217259719,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,934,2014-08-05 06:00:00+00:00,934,2014-08-05 06:00:00+00:00,935,935,935,2014-08-05 10:00:00+00:00,1,0,body_to_extreme,1291.043,1293.399,0.49049833481324706,0.0718439958946468,0.39915335245115774,5,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1005,2014-08-20 18:00:00+00:00,1005,2014-08-20 18:00:00+00:00,1007,1007,1007,2014-08-21 02:00:00+00:00,2,0,body_to_extreme,1290.08,1291.818,0.34778824852333406,0.16890380313198053,0.3361323474119567,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1088,2014-09-09 02:00:00+00:00,1088,2014-09-09 02:00:00+00:00,1091,1091,1091,2014-09-09 14:00:00+00:00,3,0,body_to_extreme,1255.589,1257.437,0.3511410278281633,0.2593206296603459,0.5339920365727613,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1100,2014-09-11 02:00:00+00:00,1100,2014-09-11 02:00:00+00:00,1101,1101,1101,2014-09-11 06:00:00+00:00,1,0,body_to_extreme,1247.902,1249.974,0.37260087426938054,0.22846955567741795,0.5096449538719542,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1106,2014-09-12 02:00:00+00:00,1106,2014-09-12 02:00:00+00:00,1108,1108,1108,2014-09-12 10:00:00+00:00,2,0,body_to_extreme,1235.134,1239.79,0.7338137459827925,0.6265094473646953,0.7304140292622214,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1125,2014-09-17 02:00:00+00:00,1125,2014-09-17 02:00:00+00:00,1129,1129,1129,2014-09-17 18:00:00+00:00,4,0,body_to_extreme,1236.984,1238.984,0.30636874756968885,0.49892933618850266,0.22812016608319446,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1250,2014-10-15 06:00:00+00:00,1250,2014-10-15 06:00:00+00:00,1251,1251,1251,2014-10-15 10:00:00+00:00,1,0,body_to_extreme,1220.895,1225.013,0.5920484203258313,0.13475546305927957,0.33426086956522183,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1311,2014-10-29 02:00:00+00:00,1311,2014-10-29 02:00:00+00:00,1314,1314,1314,2014-10-29 14:00:00+00:00,3,0,body_to_extreme,1229.839,1230.508,0.1344766566537376,0.1176975945018664,0.07704017473029275,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1392,2014-11-17 11:00:00+00:00,1392,2014-11-17 11:00:00+00:00,1397,1397,1397,2014-11-18 07:00:00+00:00,5,0,body_to_extreme,1182.78,1187.438,0.5243737208381911,0.27246606559001085,0.7849587805257517,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1438,2014-11-27 03:00:00+00:00,1438,2014-11-27 03:00:00+00:00,1442,1442,1442,2014-11-27 23:00:00+00:00,4,0,body_to_extreme,1195.774,1198.027,0.3373380617674139,0.13604734863632734,0.9392983246938634,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1445,2014-11-28 11:00:00+00:00,1445,2014-11-28 11:00:00+00:00,1446,1446,1446,2014-11-28 15:00:00+00:00,1,0,body_to_extreme,1182.429,1189.351,0.8788580752741904,0.03953884246363039,1.0,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1483,2014-12-08 23:00:00+00:00,1483,2014-12-08 23:00:00+00:00,1486,1486,1486,2014-12-09 11:00:00+00:00,3,0,body_to_extreme,1199.266,1202.927,0.4392549022875022,0.18546474013368783,0.45032533747692843,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1508,2014-12-15 03:00:00+00:00,1508,2014-12-15 03:00:00+00:00,1511,1512,1512,2014-12-15 19:00:00+00:00,4,1,body_to_extreme,1217.129,1220.047,0.31478466882057393,0.5716954694068509,0.23419383067162294,4,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1565,2014-12-29 19:00:00+00:00,1565,2014-12-29 19:00:00+00:00,1569,1569,1569,2014-12-30 11:00:00+00:00,4,0,body_to_extreme,1180.555,1182.269,0.2226048784588633,0.06923609508422905,0.2417024599765649,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1615,2015-01-12 07:00:00+00:00,1615,2015-01-12 07:00:00+00:00,1617,1617,1617,2015-01-12 15:00:00+00:00,2,0,body_to_extreme,1217.327,1227.683,1.3476341704259331,0.5935926376106938,0.8347586606754622,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1632,2015-01-15 03:00:00+00:00,1632,2015-01-15 03:00:00+00:00,1633,1633,1633,2015-01-15 07:00:00+00:00,1,0,body_to_extreme,1225.865,1229.965,0.4397138421927385,0.36557610241818794,0.34242571846078734,5,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1639,2015-01-16 07:00:00+00:00,1639,2015-01-16 07:00:00+00:00,1640,1640,1640,2015-01-16 11:00:00+00:00,1,0,body_to_extreme,1254.828,1261.051,0.6604724347233778,0.4631545939165857,0.5380462291209639,5,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1649,2015-01-20 03:00:00+00:00,1649,2015-01-20 03:00:00+00:00,1650,1650,1650,2015-01-20 07:00:00+00:00,1,0,body_to_extreme,1275.111,1277.068,0.2433538889255896,0.3187909005920736,0.3284880745214281,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1727,2015-02-06 03:00:00+00:00,1727,2015-02-06 03:00:00+00:00,1729,1729,1729,2015-02-06 11:00:00+00:00,2,0,body_to_extreme,1266.034,1268.755,0.3003228585193798,0.6134318766066289,0.23531190926276355,5,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1792,2015-02-23 03:00:00+00:00,1792,2015-02-23 03:00:00+00:00,1793,1793,1793,2015-02-23 07:00:00+00:00,1,0,body_to_extreme,1202.479,1204.843,0.33095886406982455,0.11972318339100058,0.4171478060046267,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1808,2015-02-25 19:00:00+00:00,1808,2015-02-25 19:00:00+00:00,1811,1811,1811,2015-02-26 07:00:00+00:00,3,0,body_to_extreme,1202.848,1203.787,0.13910809123193252,0.04449938195300423,0.20167857736414438,7,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1855,2015-03-09 06:00:00+00:00,1855,2015-03-09 06:00:00+00:00,1860,1860,1860,2015-03-10 02:00:00+00:00,5,0,body_to_extreme,1172.5,1175.332,0.49220348952545,0.7194719471946747,0.3159241706161162,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,1865,2015-03-10 22:00:00+00:00,1865,2015-03-10 22:00:00+00:00,1868,1868,1868,2015-03-11 10:00:00+00:00,3,0,body_to_extreme,1162.52,1165.194,0.4403272116568833,0.33940620782729597,0.1862862170825172,7,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1899,2015-03-18 10:00:00+00:00,1899,2015-03-18 10:00:00+00:00,1900,1900,1900,2015-03-18 14:00:00+00:00,1,0,body_to_extreme,1147.077,1150.88,0.5361795090117172,0.38166991668143785,0.32507347432720884,7,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1908,2015-03-19 22:00:00+00:00,1908,2015-03-19 22:00:00+00:00,1911,1911,1911,2015-03-20 10:00:00+00:00,3,0,body_to_extreme,1169.863,1171.294,0.19576651689752408,0.045595054095863514,0.25253708040592093,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1917,2015-03-23 06:00:00+00:00,1917,2015-03-23 06:00:00+00:00,1919,1919,1919,2015-03-23 14:00:00+00:00,2,0,body_to_extreme,1179.244,1183.122,0.593996602243418,0.3141762452107203,0.45549738219896646,7,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1921,2015-03-23 22:00:00+00:00,1921,2015-03-23 22:00:00+00:00,1923,1923,1923,2015-03-24 06:00:00+00:00,2,0,body_to_extreme,1186.015,1189.759,0.6170834296298426,0.7504179603535059,0.6716393968559187,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,1967,2015-04-02 10:00:00+00:00,1967,2015-04-02 10:00:00+00:00,1970,1970,1970,2015-04-05 18:00:00+00:00,3,0,body_to_extreme,1196.036,1204.207,1.2140800351414052,0.7569556451613035,0.7332397072954282,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2058,2015-04-24 02:00:00+00:00,2058,2015-04-24 02:00:00+00:00,2060,2060,2060,2015-04-24 10:00:00+00:00,2,0,body_to_extreme,1192.427,1195.162,0.45132021427906327,0.40202858460123464,0.3450524976137389,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2086,2015-04-30 14:00:00+00:00,2086,2015-04-30 14:00:00+00:00,2091,2091,2091,2015-05-01 10:00:00+00:00,5,0,body_to_extreme,1182.484,1184.279,0.2689969111712309,0.2684811237928031,0.18794759248869508,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2221,2015-06-01 06:00:00+00:00,2221,2015-06-01 06:00:00+00:00,2222,2222,2222,2015-06-01 10:00:00+00:00,1,0,body_to_extreme,1183.808,1188.197,0.8013142659445309,0.5011428571428301,0.39571870053516084,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2239,2015-06-04 06:00:00+00:00,2239,2015-06-04 06:00:00+00:00,2240,2240,2240,2015-06-04 10:00:00+00:00,1,0,body_to_extreme,1181.626,1185.768,0.718008628662067,0.28954620613632676,0.4436384383405315,5,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2318,2015-06-22 22:00:00+00:00,2318,2015-06-22 22:00:00+00:00,2321,2321,2321,2015-06-23 10:00:00+00:00,3,0,body_to_extreme,1185.872,1188.086,0.4487127423948048,0.09663097414465803,0.2871391076115441,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2429,2015-07-17 02:00:00+00:00,2429,2015-07-17 02:00:00+00:00,2431,2431,2431,2015-07-17 10:00:00+00:00,2,0,body_to_extreme,1144.58,1145.632,0.2406580910693627,0.17750439367316456,0.30265957446809877,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2433,2015-07-17 18:00:00+00:00,2433,2015-07-17 18:00:00+00:00,2435,2435,2435,2015-07-19 22:00:00+00:00,2,0,body_to_extreme,1132.365,1135.003,0.31462855241569804,0.6511142061281312,0.18512311460615333,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2458,2015-07-23 18:00:00+00:00,2458,2015-07-23 18:00:00+00:00,2459,2459,2459,2015-07-23 22:00:00+00:00,1,0,body_to_extreme,1089.958,1091.599,0.20674255523186832,0.20516889594196497,0.23825213352057123,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2521,2015-08-06 22:00:00+00:00,2521,2015-08-06 22:00:00+00:00,2522,2522,2522,2015-08-07 02:00:00+00:00,1,0,body_to_extreme,1088.293,1089.861,0.32115261013300783,0.2329903750414749,0.5229087122527001,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2530,2015-08-10 06:00:00+00:00,2530,2015-08-10 06:00:00+00:00,2531,2531,2531,2015-08-10 10:00:00+00:00,1,0,body_to_extreme,1093.819,1097.684,0.6674328500190986,0.5922100279750359,0.2534496863921452,7,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2534,2015-08-10 22:00:00+00:00,2534,2015-08-10 22:00:00+00:00,2536,2536,2536,2015-08-11 06:00:00+00:00,2,0,body_to_extreme,1093.795,1104.132,1.4109538358752567,0.4801976491727185,0.8792127435492341,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2676,2015-09-10 22:00:00+00:00,2676,2015-09-10 22:00:00+00:00,2679,2679,2679,2015-09-11 10:00:00+00:00,3,0,body_to_extreme,1111.825,1112.84,0.20569817167935092,0.13561847988073608,0.20397203364068672,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2707,2015-09-17 22:00:00+00:00,2707,2015-09-17 22:00:00+00:00,2709,2709,2709,2015-09-18 06:00:00+00:00,2,0,body_to_extreme,1127.616,1132.11,0.7548730696753833,0.9068116263589823,0.6160470202296586,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2751,2015-09-28 22:00:00+00:00,2751,2015-09-28 22:00:00+00:00,2752,2752,2752,2015-09-29 02:00:00+00:00,1,0,body_to_extreme,1132.086,1133.792,0.3146533575580476,0.26558265582654966,0.24480318443166452,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2754,2015-09-29 10:00:00+00:00,2754,2015-09-29 10:00:00+00:00,2759,2760,2760,2015-09-30 10:00:00+00:00,6,1,body_to_extreme,1126.064,1134.69,1.497097658072514,0.6255506607929484,0.7305835521300893,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,2784,2015-10-06 06:00:00+00:00,2784,2015-10-06 06:00:00+00:00,2785,2785,2785,2015-10-06 10:00:00+00:00,1,0,body_to_extreme,1136.311,1138.466,0.36469707531986867,0.14778325123152353,0.2899999999999996,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2884,2015-10-28 10:00:00+00:00,2884,2015-10-28 10:00:00+00:00,2885,2885,2885,2015-10-28 14:00:00+00:00,1,0,body_to_extreme,1172.076,1182.914,1.6674718523267265,0.6658532333972388,0.5087345925334703,7,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2907,2015-11-03 03:00:00+00:00,2907,2015-11-03 03:00:00+00:00,2908,2909,2909,2015-11-03 11:00:00+00:00,2,1,body_to_extreme,1135.768,1138.231,0.4582961214096881,0.4591404358353549,0.590210789567723,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2912,2015-11-03 23:00:00+00:00,2912,2015-11-03 23:00:00+00:00,2916,2916,2916,2015-11-04 15:00:00+00:00,4,0,body_to_extreme,1117.47,1122.782,0.9137236667042546,0.754305977710208,0.5618595825426989,6,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,2925,2015-11-06 03:00:00+00:00,2925,2015-11-06 03:00:00+00:00,2927,2927,2927,2015-11-06 11:00:00+00:00,2,0,body_to_extreme,1108.249,1110.448,0.36637011707742606,0.35932096824898296,0.42560877709392186,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,3207,2016-01-14 07:00:00+00:00,3207,2016-01-14 07:00:00+00:00,3209,3209,3209,2016-01-14 15:00:00+00:00,2,0,body_to_extreme,1090.613,1093.079,0.35572429862890714,0.004329004328991546,0.32283064413669754,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3262,2016-01-27 15:00:00+00:00,3262,2016-01-27 15:00:00+00:00,3263,3263,3263,2016-01-27 19:00:00+00:00,1,0,body_to_extreme,1114.796,1116.803,0.36929803954441875,0.1353855349671851,0.4117647058823546,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3289,2016-02-03 03:00:00+00:00,3289,2016-02-03 03:00:00+00:00,3291,3292,3292,2016-02-03 15:00:00+00:00,3,1,body_to_extreme,1126.608,1128.098,0.26411135562762333,0.04352850539293383,0.2928369994359843,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3294,2016-02-03 23:00:00+00:00,3294,2016-02-03 23:00:00+00:00,3296,3296,3296,2016-02-04 07:00:00+00:00,2,0,body_to_extreme,1139.078,1141.09,0.3572194703179605,0.08069039913700633,0.33921252927400436,4,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3306,2016-02-07 23:00:00+00:00,3306,2016-02-07 23:00:00+00:00,3308,3308,3308,2016-02-08 07:00:00+00:00,2,0,body_to_extreme,1164.294,1173.293,1.1515932656876062,0.9067674186020712,0.5297892381961463,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3419,2016-03-03 23:00:00+00:00,3419,2016-03-03 23:00:00+00:00,3421,3421,3421,2016-03-04 07:00:00+00:00,2,0,body_to_extreme,1255.763,1263.663,0.893039524037038,0.39816790061488033,0.6369085677749314,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3475,2016-03-16 22:00:00+00:00,3475,2016-03-16 22:00:00+00:00,3477,3477,3477,2016-03-17 06:00:00+00:00,2,0,body_to_extreme,1254.429,1259.77,0.565577008882148,0.6583835341365707,0.8436209634727264,3,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3559,2016-04-06 10:00:00+00:00,3559,2016-04-06 10:00:00+00:00,3564,3564,3564,2016-04-07 06:00:00+00:00,5,0,body_to_extreme,1216.364,1225.042,1.207770959694796,0.3487201925180328,0.5116981976939472,8,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3612,2016-04-18 22:00:00+00:00,3612,2016-04-18 22:00:00+00:00,3613,3613,3613,2016-04-19 02:00:00+00:00,1,0,body_to_extreme,1226.689,1231.566,0.6599825805170836,0.07055214723925338,0.349785407725314,4,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3655,2016-04-27 22:00:00+00:00,3655,2016-04-27 22:00:00+00:00,3656,3656,3656,2016-04-28 02:00:00+00:00,1,0,body_to_extreme,1235.449,1245.02,1.2270810287275509,0.603180649461963,0.6070644005087279,3,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,3779,2016-05-25 22:00:00+00:00,3779,2016-05-25 22:00:00+00:00,3785,3785,3785,2016-05-26 22:00:00+00:00,6,0,body_to_extreme,1222.817,1234.142,1.7012357600248564,0.7728696225482049,0.7069447681193208,7,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3843,2016-06-09 06:00:00+00:00,3843,2016-06-09 06:00:00+00:00,3845,3845,3845,2016-06-09 14:00:00+00:00,2,0,body_to_extreme,1256.766,1261.853,0.9170231142247134,0.5036835982939135,0.4077792710886195,4,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3848,2016-06-10 02:00:00+00:00,3848,2016-06-10 02:00:00+00:00,3850,3850,3850,2016-06-10 10:00:00+00:00,2,0,body_to_extreme,1264.46,1266.966,0.44617290506188156,0.3756388415672601,0.48971078976639754,5,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3854,2016-06-12 22:00:00+00:00,3854,2016-06-12 22:00:00+00:00,3855,3855,3855,2016-06-13 02:00:00+00:00,1,0,body_to_extreme,1272.164,1276.615,0.7456625631317969,0.42404758077478194,0.4911962100276369,5,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,3868,2016-06-15 06:00:00+00:00,3868,2016-06-15 06:00:00+00:00,3870,3870,3870,2016-06-15 14:00:00+00:00,2,0,body_to_extreme,1280.621,1285.849,0.8398203026526017,0.8461803759268742,0.5085503814785555,7,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,3890,2016-06-20 18:00:00+00:00,3890,2016-06-20 18:00:00+00:00,3894,3894,3894,2016-06-21 10:00:00+00:00,4,0,body_to_extreme,1286.617,1291.139,0.509544172569114,0.42547545333923176,0.27497719671632426,6,last_opposing_before_bos,latest_before_break
baseline_current_live,1,single_candle,4052,2016-07-26 22:00:00+00:00,4052,2016-07-26 22:00:00+00:00,4055,4055,4055,2016-07-27 10:00:00+00:00,3,0,body_to_extreme,1316.284,1319.412,0.5389607502558141,0.8305355715427714,0.4319751381215337,7,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,4096,2016-08-05 02:00:00+00:00,4096,2016-08-05 02:00:00+00:00,4098,4098,4098,2016-08-05 10:00:00+00:00,2,0,body_to_extreme,1360.77,1364.682,0.5856655267262745,0.7450665442863952,0.27462347974036855,7,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,4201,2016-08-29 22:00:00+00:00,4201,2016-08-29 22:00:00+00:00,4205,4205,4205,2016-08-30 14:00:00+00:00,4,0,body_to_extreme,1323.0,1325.443,0.4716791665531359,0.10761235096303688,0.3493538395813242,8,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,4246,2016-09-08 06:00:00+00:00,4246,2016-09-08 06:00:00+00:00,4248,4248,4248,2016-09-08 14:00:00+00:00,2,0,body_to_extreme,1347.424,1349.298,0.35040211569085694,0.004562737642563921,0.3085405912717121,4,last_opposing_before_bos,latest_before_break
baseline_current_live,-1,single_candle,4358,2016-10-04 06:00:00+00:00,4358,2016-10-04 06:00:00+00:00,4359,4359,4359,2016-10-04 10:00:00+00:00,1,0,body_to_extreme,1308.68,1310.088,0.21422185504746205,0.11657813810453356,0.5251798561151136,5,last_opposing_before_bos,latest_before_break
