row_idx,timestamp,raw_active_count,raw_fresh_count,display_fresh_count,top_bull_ob_id,top_bear_ob_id,top_all_ob_id,best_bull_ob_score,best_bear_ob_score,top_active_distance_atr,top_fresh_distance_atr,distance_to_nearest_active_ob_atr,distance_to_nearest_fresh_ob_atr,fractional_distance_band_active,endpoint_inventory_is_good_bool,endpoint_inventory_warning_flags,fraction_with_active_within_0_5atr,fraction_with_active_within_1_0atr,fraction_with_active_within_2_0atr,fraction_with_fresh_within_0_5atr,fraction_with_fresh_within_1_0atr,fraction_with_fresh_within_2_0atr
0,2014-01-01 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
1,2014-01-02 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
2,2014-01-02 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3,2014-01-02 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
4,2014-01-02 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
5,2014-01-02 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
6,2014-01-02 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
7,2014-01-03 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
8,2014-01-03 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
9,2014-01-03 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
10,2014-01-03 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
11,2014-01-03 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
12,2014-01-05 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
13,2014-01-06 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
14,2014-01-06 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
15,2014-01-06 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
16,2014-01-06 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
17,2014-01-06 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
18,2014-01-06 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
19,2014-01-07 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
20,2014-01-07 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
21,2014-01-07 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
22,2014-01-07 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
23,2014-01-07 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
24,2014-01-07 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
25,2014-01-08 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
26,2014-01-08 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
27,2014-01-08 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
28,2014-01-08 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
29,2014-01-08 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
30,2014-01-08 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
31,2014-01-09 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
32,2014-01-09 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
33,2014-01-09 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
34,2014-01-09 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
35,2014-01-09 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
36,2014-01-09 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
37,2014-01-10 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
38,2014-01-10 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
39,2014-01-10 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
40,2014-01-10 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
41,2014-01-10 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
42,2014-01-12 23:00:00+00:00,1,1,1,1.0,,1.0,0.7023518849332455,,1.7560803695807337,1.7560803695807337,1.7560803695807337,1.7560803695807337,context_near,0,,0,0,1,0,0,1
43,2014-01-13 03:00:00+00:00,1,1,1,1.0,,1.0,0.6831163134985508,,1.538493301974413,1.538493301974413,1.538493301974413,1.538493301974413,context_near,0,,0,0,1,0,0,1
44,2014-01-13 07:00:00+00:00,1,1,1,1.0,,1.0,0.7177209106996889,,1.1591780940462661,1.1591780940462661,1.1591780940462661,1.1591780940462661,context_near,0,,0,0,1,0,0,1
45,2014-01-13 11:00:00+00:00,1,1,1,1.0,,1.0,0.691517084314452,,1.5102923160333006,1.5102923160333006,1.5102923160333006,1.5102923160333006,context_near,0,,0,0,1,0,0,1
46,2014-01-13 15:00:00+00:00,1,1,0,1.0,,1.0,0.6583765091313964,,2.233747413023556,,2.233747413023556,2.233747413023556,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
47,2014-01-13 19:00:00+00:00,1,1,1,1.0,,1.0,0.660182047069169,,1.9810618907876958,1.9810618907876958,1.9810618907876958,1.9810618907876958,context_near,0,,0,0,1,0,0,1
48,2014-01-13 23:00:00+00:00,1,1,0,1.0,,1.0,0.6518807035564578,,2.059205675403406,,2.059205675403406,2.059205675403406,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
49,2014-01-14 03:00:00+00:00,1,1,0,1.0,,1.0,0.6379200021026532,,2.3510187917337095,,2.3510187917337095,2.3510187917337095,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
50,2014-01-14 07:00:00+00:00,1,1,1,1.0,,1.0,0.6536625189289667,,1.717499214165697,1.717499214165697,1.717499214165697,1.717499214165697,context_near,0,,0,0,1,0,0,1
51,2014-01-14 11:00:00+00:00,1,1,0,1.0,,1.0,0.631128815966499,,2.2357965329820346,,2.2357965329820346,2.2357965329820346,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
52,2014-01-14 15:00:00+00:00,1,1,1,1.0,,1.0,0.6872384539123368,,0.9555270573935108,0.9555270573935108,0.9555270573935108,0.9555270573935108,tradable_near,1,,0,1,1,0,1,1
53,2014-01-14 19:00:00+00:00,1,1,1,1.0,,1.0,0.6895817714139838,,0.8738818125301949,0.8738818125301949,0.8738818125301949,0.8738818125301949,tradable_near,1,,0,1,1,0,1,1
54,2014-01-14 23:00:00+00:00,1,1,1,1.0,,1.0,0.7321423721503124,,0.45094130201901966,0.45094130201901966,0.45094130201901966,0.45094130201901966,near,1,,1,1,1,1,1,1
55,2014-01-15 03:00:00+00:00,1,1,1,1.0,,1.0,0.7232336554571892,,0.48707761469919614,0.48707761469919614,0.48707761469919614,0.48707761469919614,near,1,,1,1,1,1,1,1
56,2014-01-15 07:00:00+00:00,1,0,0,1.0,,1.0,0.7273893838162446,,0.0324601336069917,,0.0324601336069917,,near,1,no_fresh_inventory,1,1,1,0,0,0
57,2014-01-15 11:00:00+00:00,1,0,0,1.0,,1.0,0.7269489508097744,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
58,2014-01-15 15:00:00+00:00,1,0,0,1.0,,1.0,0.6714442540790617,,0.18264656818774644,,0.18264656818774644,,near,1,no_fresh_inventory,1,1,1,0,0,0
59,2014-01-15 19:00:00+00:00,1,0,0,1.0,,1.0,0.5884107575655765,,0.49880344890467276,,0.49880344890467276,,near,1,no_fresh_inventory,1,1,1,0,0,0
60,2014-01-15 23:00:00+00:00,1,0,0,1.0,,1.0,0.6080068010502074,,0.31764153449054144,,0.31764153449054144,,near,1,no_fresh_inventory,1,1,1,0,0,0
61,2014-01-16 03:00:00+00:00,1,0,0,1.0,,1.0,0.5540100586381135,,0.6570072893853132,,0.6570072893853132,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
62,2014-01-16 07:00:00+00:00,1,0,0,1.0,,1.0,0.666111119518555,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
63,2014-01-16 11:00:00+00:00,1,0,0,1.0,,1.0,0.5791440097659171,,0.3673462330923283,,0.3673462330923283,,near,1,no_fresh_inventory,1,1,1,0,0,0
64,2014-01-16 15:00:00+00:00,1,0,0,1.0,,1.0,0.5312949415422843,,0.6903365659719012,,0.6903365659719012,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
65,2014-01-16 19:00:00+00:00,1,0,0,1.0,,1.0,0.5329374841187198,,0.6248300663043438,,0.6248300663043438,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
66,2014-01-16 23:00:00+00:00,1,0,0,1.0,,1.0,0.4877126557716867,,1.0755564638766648,,1.0755564638766648,,context_near,0,no_fresh_inventory,0,0,1,0,0,0
67,2014-01-17 03:00:00+00:00,1,0,0,1.0,,1.0,0.47742496944032614,,1.1578691392009646,,1.1578691392009646,,context_near,0,no_fresh_inventory,0,0,1,0,0,0
68,2014-01-17 07:00:00+00:00,1,0,0,1.0,,1.0,0.5142686507688057,,0.8830753874512172,,0.8830753874512172,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
69,2014-01-17 11:00:00+00:00,2,1,1,2.0,,2.0,0.7961582997665801,,0.6987207827513668,0.6987207827513668,0.6987207827513668,0.6987207827513668,tradable_near,1,,0,1,1,0,1,1
70,2014-01-17 15:00:00+00:00,2,1,1,2.0,,2.0,0.7440048556941505,,1.2724568291640974,1.2724568291640974,1.2724568291640974,1.2724568291640974,context_near,0,,0,0,1,0,0,1
71,2014-01-17 19:00:00+00:00,2,1,1,2.0,,2.0,0.7274261280215251,,1.447105751036257,1.447105751036257,1.447105751036257,1.447105751036257,context_near,0,,0,0,1,0,0,1
72,2014-01-19 23:00:00+00:00,2,1,1,2.0,,2.0,0.702011885811396,,1.8860133386468336,1.8860133386468336,1.8860133386468336,1.8860133386468336,context_near,0,,0,0,1,0,0,1
73,2014-01-20 03:00:00+00:00,2,1,0,2.0,,2.0,0.6894354148142645,,2.068195003360678,,2.068195003360678,2.068195003360678,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
74,2014-01-20 07:00:00+00:00,2,1,1,2.0,,2.0,0.6926615377606626,,1.8021251586749498,1.8021251586749498,1.8021251586749498,1.8021251586749498,context_near,0,,0,0,1,0,0,1
75,2014-01-20 11:00:00+00:00,2,1,1,2.0,,2.0,0.6803258576976072,,1.9863626732700386,1.9863626732700386,1.9863626732700386,1.9863626732700386,context_near,0,,0,0,1,0,0,1
76,2014-01-20 15:00:00+00:00,2,1,1,2.0,,2.0,0.6780248768709933,,1.8964038839273583,1.8964038839273583,1.8964038839273583,1.8964038839273583,context_near,0,,0,0,1,0,0,1
77,2014-01-20 23:00:00+00:00,2,1,1,2.0,,2.0,0.6871753048595186,,1.545495866889588,1.545495866889588,1.545495866889588,1.545495866889588,context_near,0,,0,0,1,0,0,1
78,2014-01-21 03:00:00+00:00,2,1,1,2.0,,2.0,0.6789399478562002,,1.62075489216801,1.62075489216801,1.62075489216801,1.62075489216801,context_near,0,,0,0,1,0,0,1
79,2014-01-21 07:00:00+00:00,2,1,1,2.0,,2.0,0.7451463490129082,,0.6192929095391431,0.6192929095391431,0.6192929095391431,0.6192929095391431,tradable_near,1,,0,1,1,0,1,1
80,2014-01-21 11:00:00+00:00,1,0,0,1.0,,1.0,0.5390515255879793,,0.37131204629103537,,0.37131204629103537,,near,1,no_fresh_inventory,1,1,1,0,0,0
81,2014-01-21 15:00:00+00:00,1,0,0,1.0,,1.0,0.49358753281118567,,0.7134388986283566,,0.7134388986283566,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
82,2014-01-21 19:00:00+00:00,1,0,0,1.0,,1.0,0.5217969062017345,,0.3276743310760221,,0.3276743310760221,,near,1,no_fresh_inventory,1,1,1,0,0,0
83,2014-01-21 23:00:00+00:00,1,0,0,1.0,,1.0,0.46844314629142597,,0.7225746074500531,,0.7225746074500531,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
84,2014-01-22 03:00:00+00:00,1,0,0,1.0,,1.0,0.4996323657712229,,0.4506988385300429,,0.4506988385300429,,near,1,no_fresh_inventory,1,1,1,0,0,0
85,2014-01-22 07:00:00+00:00,1,0,0,1.0,,1.0,0.5056097205443764,,0.4010300235180452,,0.4010300235180452,,near,1,no_fresh_inventory,1,1,1,0,0,0
86,2014-01-22 11:00:00+00:00,1,0,0,1.0,,1.0,0.47210059874179927,,0.6494052351536707,,0.6494052351536707,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
87,2014-01-22 15:00:00+00:00,1,0,0,1.0,,1.0,0.5449289633681447,,0.27717363829751507,,0.27717363829751507,,near,1,no_fresh_inventory,1,1,1,0,0,0
88,2014-01-22 19:00:00+00:00,1,0,0,1.0,,1.0,0.6089311959847483,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
89,2014-01-22 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
90,2014-01-23 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
91,2014-01-23 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
92,2014-01-23 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
93,2014-01-23 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
94,2014-01-23 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
95,2014-01-23 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
96,2014-01-24 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
97,2014-01-24 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
98,2014-01-24 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
99,2014-01-24 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
100,2014-01-24 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
101,2014-01-26 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
102,2014-01-27 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
103,2014-01-27 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
104,2014-01-27 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
105,2014-01-27 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
106,2014-01-27 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
107,2014-01-27 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
108,2014-01-28 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
109,2014-01-28 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
110,2014-01-28 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
111,2014-01-28 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
112,2014-01-28 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
113,2014-01-28 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
114,2014-01-29 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
115,2014-01-29 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
116,2014-01-29 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
117,2014-01-29 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
118,2014-01-29 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
119,2014-01-29 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
120,2014-01-30 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
121,2014-01-30 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
122,2014-01-30 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
123,2014-01-30 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
124,2014-01-30 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
125,2014-01-30 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
126,2014-01-31 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
127,2014-01-31 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
128,2014-01-31 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
129,2014-01-31 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
130,2014-01-31 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
131,2014-02-02 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
132,2014-02-03 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
133,2014-02-03 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
134,2014-02-03 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
135,2014-02-03 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
136,2014-02-03 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
137,2014-02-03 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
138,2014-02-04 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
139,2014-02-04 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
140,2014-02-04 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
141,2014-02-04 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
142,2014-02-04 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
143,2014-02-04 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
144,2014-02-05 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
145,2014-02-05 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
146,2014-02-05 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
147,2014-02-05 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
148,2014-02-05 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
149,2014-02-05 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
150,2014-02-06 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
151,2014-02-06 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
152,2014-02-06 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
153,2014-02-06 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
154,2014-02-06 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
155,2014-02-06 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
156,2014-02-07 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
157,2014-02-07 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
158,2014-02-07 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
159,2014-02-07 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
160,2014-02-07 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
161,2014-02-09 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
162,2014-02-10 03:00:00+00:00,1,1,1,3.0,,3.0,0.8250022939275587,,0.16647324688824777,0.16647324688824777,0.16647324688824777,0.16647324688824777,near,1,,1,1,1,1,1,1
163,2014-02-10 07:00:00+00:00,1,0,0,3.0,,3.0,0.7284248112861815,,0.2039794544326156,,0.2039794544326156,,near,1,no_fresh_inventory,1,1,1,0,0,0
164,2014-02-10 11:00:00+00:00,1,0,0,3.0,,3.0,0.6530274336710165,,0.6014555930617028,,0.6014555930617028,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
165,2014-02-10 15:00:00+00:00,1,0,0,3.0,,3.0,0.6473465370625977,,0.5439742457018399,,0.5439742457018399,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
166,2014-02-10 19:00:00+00:00,1,0,0,3.0,,3.0,0.665946455239738,,0.3349806533700239,,0.3349806533700239,,near,1,no_fresh_inventory,1,1,1,0,0,0
167,2014-02-10 23:00:00+00:00,2,1,1,4.0,,4.0,0.8015371996272305,,1.5607080460272185,1.5607080460272185,1.5607080460272185,1.5607080460272185,context_near,0,,0,0,1,0,0,1
168,2014-02-11 03:00:00+00:00,2,1,1,4.0,,4.0,0.8171867902119547,,1.1372032917689734,1.1372032917689734,1.1372032917689734,1.1372032917689734,context_near,0,,0,0,1,0,0,1
169,2014-02-11 07:00:00+00:00,2,1,1,4.0,,4.0,0.8048448565187256,,1.2191770227246788,1.2191770227246788,1.2191770227246788,1.2191770227246788,context_near,0,,0,0,1,0,0,1
170,2014-02-11 11:00:00+00:00,2,0,0,4.0,,4.0,0.7489851869088988,,0.7953789496992075,,0.7953789496992075,,tradable_near,1,no_fresh_inventory,0,1,1,0,0,0
171,2014-02-11 15:00:00+00:00,3,1,1,5.0,,5.0,0.8571119726237604,,0.20095383070368256,0.20095383070368256,0.20095383070368256,0.20095383070368256,near,1,active_inventory_cluttered,1,1,1,1,1,1
172,2014-02-11 19:00:00+00:00,3,1,1,5.0,,5.0,0.8457135343170403,,0.21966748387453505,0.21966748387453505,0.21966748387453505,0.21966748387453505,near,1,active_inventory_cluttered,1,1,1,1,1,1
173,2014-02-11 23:00:00+00:00,3,0,0,5.0,,5.0,0.8115880338829788,,0.0,,0.0,,near,1,"no_fresh_inventory,active_inventory_cluttered",1,1,1,0,0,0
