eqhl_event_id,eqhl_r_detect_idx,eqhl_r_detect_ts,eqhl_r_side,eqhl_r_direction,eqhl_r_cluster_id,eqhl_r_origin_idx,eqhl_r_first_member_detect_idx,eqhl_r_last_member_detect_idx,eqhl_r_level,eqhl_r_low,eqhl_r_high,eqhl_r_width,eqhl_r_width_atr,eqhl_r_touch_count,eqhl_r_structural_score,eqhl_r_tradeable_live_score_on_detect,eqhl_r_score,eqhl_r_span,eqhl_r_formation_delay,eqhl_r_age_on_detect,eqhl_r_state_on_detect,eqhl_r_trend_state_on_event,eqhl_r_trend_bias_state_on_event,eqhl_r_bos_direction_on_event,eqhl_r_choch_direction_on_event,eqhl_r_session_on_event,eqhl_r_regime_on_event,eqhl_r_volume_ratio_on_event,eqhl_r_adx_on_event,eqhl_r_rsi_on_event,eqhl_r_hold_1,eqhl_r_hold_2,eqhl_r_hold_3,eqhl_r_hold_5,eqhl_r_hold_10,eqhl_r_failed_1,eqhl_r_failed_2,eqhl_r_failed_3,eqhl_r_failed_5,eqhl_r_failed_10,eqhl_r_swept_1,eqhl_r_swept_2,eqhl_r_swept_3,eqhl_r_swept_5,eqhl_r_swept_10,eqhl_r_mfe_1_atr,eqhl_r_mfe_2_atr,eqhl_r_mfe_3_atr,eqhl_r_mfe_5_atr,eqhl_r_mfe_10_atr,eqhl_r_mfe_20_atr,eqhl_r_mae_1_atr,eqhl_r_mae_2_atr,eqhl_r_mae_3_atr,eqhl_r_mae_5_atr,eqhl_r_mae_10_atr,eqhl_r_mae_20_atr,eqhl_r_excursion_ratio_1,eqhl_r_excursion_ratio_2,eqhl_r_excursion_ratio_3,eqhl_r_excursion_ratio_5,eqhl_r_excursion_ratio_10,eqhl_r_excursion_ratio_20,eqhl_r_continuation_1_0.5atr,eqhl_r_continuation_1_1.0atr,eqhl_r_continuation_3_0.5atr,eqhl_r_continuation_3_1.0atr,eqhl_r_continuation_3_1.5atr,eqhl_r_continuation_5_0.5atr,eqhl_r_continuation_5_1.0atr,eqhl_r_continuation_5_1.5atr,eqhl_r_continuation_10_1.0atr,eqhl_r_continuation_10_1.5atr,eqhl_r_continuation_10_2.0atr,eqhl_r_retest_ever_3,eqhl_r_retest_ever_5,eqhl_r_retest_ever_10,eqhl_r_first_retest_idx,eqhl_r_first_retest_delay,eqhl_r_retest_count_3,eqhl_r_retest_count_5,eqhl_r_retest_count_10,eqhl_r_mfe_from_retest_3_atr,eqhl_r_mfe_from_retest_5_atr,eqhl_r_mfe_from_retest_10_atr,eqhl_r_mae_from_retest_3_atr,eqhl_r_mae_from_retest_5_atr,eqhl_r_mae_from_retest_10_atr,eqhl_r_hold_after_retest_3,eqhl_r_hold_after_retest_5,eqhl_r_hold_after_retest_10,eqhl_r_final_outcome_3,eqhl_r_final_outcome_5,eqhl_r_final_outcome_10,eqhl_r_final_outcome_20,eqhl_r_retest_reaction_score,eqhl_r_quality_score,eqhl_r_follow_through_score,eqhl_r_tradeable_score,eqhl_r_failure_severity_score
281,10440,2021-03-31 09:00:00+00:00,eql,1,1837,10434.0,10436.0,10440.0,1678.1975,1677.788,1678.607,0.81899999999996,0.09377998557091935,2.0,0.6687401508893824,0.37191862487753663,0.37191862487753663,4,4,4,2.0,-1.0,-1.0,0.0,0.0,unknown,2.0,1.4168880690414445,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2.058808474438601,2.058808474438601,2.058808474438601,2.6027094896545817,4.125517826782439,4.6081584118635845,0.407410486765991,0.407410486765991,0.407410486765991,0.407410486765991,0.407410486765991,0.407410486765991,5.053400786958981,5.053400786958981,5.053400786958981,6.388420460933126,10.12619449128726,11.310848791455937,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,10864.0,424.0,0,0.0,0.0,2.857484175729452,2.857484175729452,2.857484175729452,0.007442855997672589,0.007442855997672589,1.1393294950313504,1.0,1.0,1.0,clean_reaction,clean_reaction,clean_reaction,clean_reaction,0.9973950004008145,0.7539697004518133,0.9320982522056682,0.8649997535554628,0.06790174779433183
326,12069,2022-05-18 17:00:00+00:00,eql,1,2118,12065.0,12067.0,12069.0,1807.33,1807.115,1807.545,0.43000000000006366,0.040267124877739605,2.0,0.5992028215979811,0.19978006797660922,0.19978006797660922,2,2,2,2.0,-1.0,-1.0,0.0,0.0,unknown,1.0,0.7958170168313679,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.08802580787226005,0.12548359845620685,0.6302273265747631,3.0677930488245435,3.0921406127041027,4.5885793465324385,0.19758984533026502,0.23879341497260223,0.517853954822944,0.517853954822944,0.517853954822944,0.517853954822944,0.44549763033180056,0.5254901960784979,1.2169981916817452,5.9240506329114195,5.9710669077757945,8.86075949367093,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,12183.0,114.0,0,0.0,0.0,1.4730276147133743,2.6407742361676525,3.1389628509340257,0.07210624687407947,0.07210624687407947,0.07210624687407947,1.0,1.0,1.0,weak_reaction,clean_reaction,clean_reaction,clean_reaction,0.9747628135940722,0.7566071164334947,0.9136910075295094,0.8552176177492153,0.08630899247049068
432,16546,2025-04-09 05:00:00+00:00,eql,1,2882,16532.0,16534.0,16546.0,2970.1025,2969.96,2970.245,0.2849999999998545,0.008355708522711763,2.0,0.6695486584795415,0.2791704686804103,0.2791704686804103,12,12,12,2.0,0.0,-1.0,0.0,0.0,unknown,1.0,1.252426396488404,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.8515493124290795,1.49083431010566,1.6322949894814611,2.5822071162744438,5.101966305694888,5.915108677194994,0.23498597827918563,0.23498597827918563,0.23498597827918563,0.23498597827918563,0.23498597827918563,0.23498597827918563,3.6238303181535287,6.344354335620857,6.946350592638935,10.988771054273446,21.71179039301344,25.172177167810773,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,clean_reaction,clean_reaction,clean_reaction,clean_reaction,,0.7628208045652304,0.9608356702868024,0.849452308318418,0.0391643297131976
404,15386,2024-07-09 21:00:00+00:00,eql,1,2704,15371.0,15373.0,15386.0,2349.34,2349.2,2349.48,0.2800000000002001,0.027025098098732853,2.0,0.6270626144024696,0.2334676697764542,0.2334676697764542,13,13,13,2.0,-1.0,-1.0,0.0,0.0,unknown,1.0,0.23407891037915662,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5433975081991436,0.995585310315113,1.655287258546213,2.1267787021612903,5.777097309637498,5.777097309637498,0.13126476219371988,0.13126476219371988,0.13126476219371988,0.13126476219371988,0.13126476219371988,0.13126476219371988,4.1397058823540185,7.584558823531277,12.610294117650161,16.20220588235707,44.01102941177532,44.01102941177532,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,clean_reaction,clean_reaction,clean_reaction,clean_reaction,,0.7480729150224774,0.97812253963438,0.8487196257901847,0.02187746036561998
250,9534,2020-08-27 21:00:00+00:00,eql,1,1679,9507.0,9509.0,9534.0,1910.376,1909.626,1911.126,1.5,0.08790801584778789,2.0,0.6417542555617072,0.48147217740035697,0.48147217740035697,25,25,25,2.0,1.0,1.0,0.0,0.0,unknown,1.0,0.6481001716337514,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5773212427443789,1.4282122308070675,1.69803123411588,2.239603217082151,2.394907378413235,3.326439319680293,0.19333902952123352,0.19333902952123352,0.19333902952123352,0.19333902952123352,0.19333902952123352,0.19333902952123352,2.986056380721485,7.387086996059498,8.782661412549364,11.583813276750652,12.387086996059496,17.205213701121664,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,9578.0,44.0,0,0.0,0.0,1.6278220321254282,1.6278220321254282,2.210124729101184,0.18003561645627641,0.18003561645627641,0.18003561645627641,1.0,1.0,1.0,clean_reaction,clean_reaction,clean_reaction,clean_reaction,0.9369875342403032,0.7167905138170612,0.9677768284131278,0.848675128010333,0.032223171586872254
137,5225,2017-11-10 02:00:00+00:00,eqh,-1,941,5221.0,5223.0,5225.0,1288.2365,1288.063,1288.41,0.34699999999998,0.08548442128024045,2.0,0.5553991150831804,0.24718877969661002,0.24718877969661002,2,2,2,2.0,1.0,1.0,0.0,0.0,unknown,1.0,0.5907456501109205,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.5451787443607494,0.5451787443607494,2.6549441156691875,2.8229567246407403,2.8229567246407403,3.650948482343605,0.3338080427513949,0.3338080427513949,0.3338080427513949,0.3338080427513949,0.3338080427513949,1.141598870929851,1.6332103321032736,1.6332103321032736,7.9535055350552755,8.456826568265614,8.456826568265614,3.1981009926629023,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,5245.0,20.0,0,0.0,0.0,2.725401016205602,3.0922203340335215,3.0922203340335215,0.206197292828716,0.206197292828716,0.206197292828716,1.0,1.0,1.0,clean_reaction,clean_reaction,clean_reaction,swept,0.9278309475099493,0.7365420510299092,0.9443653262081009,0.8475379766382843,0.05563467379189915
344,12877,2022-11-23 10:00:00+00:00,eql,1,2263,12866.0,12868.0,12877.0,1732.675,1732.445,1732.905,0.4600000000000364,0.05429782652541003,2.0,0.6186283021843809,0.2650985774430409,0.2650985774430409,9,9,9,2.0,0.0,-1.0,0.0,0.0,unknown,1.0,1.4366296544405779,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1.2836714423125812,1.9618040801135863,2.275787163934394,2.5272097084976983,2.870112286880964,3.178783626802565,0.1381053413798181,0.1381053413798181,0.1381053413798181,0.1381053413798181,0.1381053413798181,0.1381053413798181,9.294871794873023,14.205128205130181,16.478632478634633,18.299145299147785,20.782051282054073,23.01709401709711,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,clean_reaction,clean_reaction,clean_reaction,clean_reaction,,0.7459012038055237,0.9769824431033637,0.8469992459983285,0.023017556896636347
248,9482,2020-08-17 05:00:00+00:00,eql,1,1674,9478.0,9480.0,9482.0,1929.02,1928.017,1930.023,2.005999999999858,0.09989749346807861,2.0,0.544332629717532,0.27525771576817637,0.27525771576817637,2,2,2,2.0,0.0,1.0,0.0,0.0,unknown,1.0,0.6594395421304412,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1.1009640007938462,1.9634887200696376,1.9634887200696376,2.399482017832887,3.205534275696521,3.205534275696521,0.057518247734614274,0.057518247734614274,0.057518247734614274,0.057518247734614274,0.057518247734614274,1.4880045387968037,19.141125541126144,34.13679653679744,34.13679653679744,41.7168831168841,55.73073593073737,2.1542503346720348,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,9497.0,15.0,0,0.0,0.0,1.2967750398349802,1.2967750398349802,1.3232682933369813,0.22574044760260348,0.2690658809611397,0.8955914868046088,1.0,1.0,1.0,clean_reaction,clean_reaction,clean_reaction,swept,0.8448594536140952,0.73072548590982,0.9904136253775644,0.8444431282643856,0.009586374622435712
358,13374,2023-03-22 13:00:00+00:00,eql,1,2349,13369.0,13371.0,13374.0,1934.8474999999999,1934.29,1935.405,1.115000000000009,0.08266181333894729,2.0,0.5623949758999652,0.25836274430505374,0.25836274430505374,3,3,3,2.0,0.0,1.0,0.0,0.0,unknown,2.0,1.7308898493539668,,,1,1,1,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2.2092574327359857,2.2092574327359857,2.2092574327359857,2.5636282558392707,4.020403710646705,4.020403710646705,0.3113718529359289,0.3113718529359289,0.3113718529359289,0.3113718529359289,0.3113718529359289,0.3769823505188758,7.095238095238447,7.095238095238447,7.095238095238447,8.233333333333727,12.911904761905326,10.664700098328344,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,13660.0,286.0,0,0.0,0.0,1.3715188760273653,1.3715188760273653,2.206662667294847,0.1942367273076512,0.1942367273076512,0.1942367273076512,1.0,1.0,1.0,clean_reaction,clean_reaction,clean_reaction,clean_reaction,0.8934728082505317,0.7370635418452562,0.9481046911773452,0.8422097973925424,0.05189530882265481
236,9045,2020-05-06 01:00:00+00:00,eqh,-1,1597,9035.0,9037.0,9045.0,1711.1425,1710.938,1711.347,0.4089999999998781,0.03657051385258448,2.0,0.5996294048538733,0.4343267516581442,0.4343267516581442,8,8,8,2.0,0.0,1.0,0.0,0.0,unknown,1.0,0.36393936944700744,,,1,1,1,1.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,1.0,0.533983150923469,1.7578882697849096,2.0755778436682237,2.111701285224332,2.111701285224332,2.111701285224332,0.38063735322858794,0.38063735322858794,0.38063735322858794,0.38063735322858794,1.642722446209967,1.7473373635878136,1.4028658679821968,4.618275781066677,5.452901104064152,5.5478036175713195,1.2854887872850203,1.2085252277146807,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,9060.0,15.0,0,0.0,0.0,0.8210929797270979,1.379575692498017,1.5679719582374239,0.25259584751487435,0.25259584751487435,0.25259584751487435,1.0,1.0,1.0,clean_reaction,clean_reaction,failed,failed,0.875464161119199,0.748116585840962,0.9365604411285687,0.8395414502472718,0.06343955887143132
