legacy_ob_id,legacy_side,legacy_side_label,legacy_source_timestamp_proxy,legacy_end_timestamp_proxy,legacy_source_idx_proxy,legacy_activate_idx_proxy,legacy_zone_low,legacy_zone_high,legacy_zone_mid,legacy_zone_height_abs,legacy_zone_height_atr,legacy_distance_to_price_at_source_proxy_atr,matched_live_ob_id,match_class,dominant_root_cause,source_idx_delta_bars,activation_idx_delta_bars,zone_low_delta_atr,zone_high_delta_atr,overlap_fraction,distance_to_price_at_activation_delta,first_touch_delta_bars,first_full_mitigation_delta_bars
5,-1,bear,2026-02-12 02:00:00+00:00,2026-02-13 10:00:00+00:00,18845.0,18845.0,5063.665,5078.385,5071.025,14.720000000000255,0.23511674933541116,0.058379872202503603,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
6,-1,bear,2026-02-16 06:00:00+00:00,2026-02-17 14:00:00+00:00,18858.0,18858.0,4990.765,5017.445,5004.105,26.67999999999938,0.4535537792882342,0.0,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
1,1,bull,2026-02-19 22:00:00+00:00,2026-02-21 06:00:00+00:00,18880.0,18880.0,4985.425,5001.805,4993.615,16.38000000000011,0.3529711617553393,0.0,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
2,1,bull,2026-02-26 10:00:00+00:00,2026-02-27 18:00:00+00:00,18907.0,18907.0,5157.88,5186.485,5172.1825,28.604999999999563,0.6315454427414701,0.0,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
3,1,bull,2026-02-27 06:00:00+00:00,2026-02-28 14:00:00+00:00,18912.0,18912.0,5172.225,5197.83,5185.0275,25.604999999999563,0.6304019769674037,0.0,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
7,-1,bear,2026-03-02 18:00:00+00:00,2026-03-04 02:00:00+00:00,18921.0,18921.0,5306.955,5346.58,5326.7675,39.625,0.7495844481746581,0.0,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
8,-1,bear,2026-03-04 22:00:00+00:00,2026-03-06 06:00:00+00:00,18934.0,18934.0,5152.645,5186.49,5169.5675,33.844999999999345,0.4869785826195684,0.0823021862190607,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
4,1,bull,2026-03-09 09:00:00+00:00,2026-03-10 17:00:00+00:00,18950.0,18950.0,5079.93,5096.515,5088.2225,16.585000000000036,0.2560100711305372,0.08551677986512896,,unmatched_not_representable_under_current_live_ontology,not_representable_under_current_live_ontology,,,,,0.0,,,
9,-1,bear,2026-03-12 21:00:00+00:00,2026-03-14 05:00:00+00:00,18971.0,18971.0,5084.86,5115.39,5100.125,30.530000000000655,0.6035594080095793,0.17574985709809018,395.0,different_source_semantic_substitution,source-candle substitution,3.0,4.0,0.09696884691409492,0.13047795915043592,0.8393383557156715,0.6681841583650082,,
