event_idx,timestamp,event_type,event_side,event_direction,quality_score,tradeable_score,nearest_displacement_distance,displacement_same_bar,displacement_pm1,displacement_pm2
12343,2017-12-07 02:00:00+00:00,bos,bear,-1.0,0.38644085767879993,0.6364408576788,0.0,1,1,1
12359,2017-12-11 18:00:00+00:00,bos,bear,-1.0,0.36766993615787613,0.5676699361578762,16.0,0,0,0
12364,2017-12-12 14:00:00+00:00,bos,bear,-1.0,0.3455459269382179,0.5455459269382179,21.0,0,0,0
12381,2017-12-15 10:00:00+00:00,bos,bull,1.0,0.2441972627203565,0.4441972627203565,12.0,0,0,0
12388,2017-12-18 14:00:00+00:00,bos,bull,1.0,0.43348157722913866,0.6334815772291387,5.0,0,0,0
12400,2017-12-20 14:00:00+00:00,bos,bull,1.0,0.2703432699183816,0.5203432699183815,7.0,0,0,0
12412,2017-12-22 14:00:00+00:00,bos,bull,1.0,0.7544552151250855,1.0,3.0,0,0,0
12416,2017-12-26 06:00:00+00:00,bos,bull,1.0,0.364746519879284,0.564746519879284,7.0,0,0,0
12422,2017-12-27 06:00:00+00:00,bos,bull,1.0,0.5093670966776923,0.6093670966776924,13.0,0,0,0
12426,2017-12-27 22:00:00+00:00,bos,bull,1.0,0.27609630422178627,0.3260963042217862,17.0,0,0,0
12487,2018-01-12 02:00:00+00:00,bos,bull,1.0,0.462092724480943,0.662092724480943,16.0,0,0,0
12532,2018-01-23 18:00:00+00:00,bos,bull,1.0,0.3785536081333761,0.5785536081333761,6.0,0,0,0
12597,2018-02-07 14:00:00+00:00,bos,bear,-1.0,0.42667225140617276,0.4766722514061728,13.0,0,0,0
12601,2018-02-08 06:00:00+00:00,bos,bear,-1.0,0.17382571992220103,0.27382571992220095,17.0,0,0,0
12619,2018-02-13 06:00:00+00:00,bos,bull,1.0,0.1914577400454463,0.2914577400454462,19.0,0,0,0
12623,2018-02-13 22:00:00+00:00,bos,bull,1.0,0.22022829890074025,0.42022829890074026,15.0,0,0,0
12627,2018-02-14 14:00:00+00:00,bos,bull,1.0,0.7450584697231206,1.0,11.0,0,0,0
12636,2018-02-16 02:00:00+00:00,bos,bull,1.0,0.2554376731519076,0.4554376731519076,2.0,0,0,1
12652,2018-02-20 22:00:00+00:00,bos,bear,-1.0,0.41813515769353293,0.618135157693533,4.0,0,0,0
12657,2018-02-21 18:00:00+00:00,bos,bear,-1.0,0.23779542380048785,0.4377954238004878,1.0,0,1,1
12690,2018-03-01 06:00:00+00:00,bos,bear,-1.0,0.3892368085958142,0.4392368085958143,20.0,0,0,0
12709,2018-03-06 10:00:00+00:00,bos,bull,1.0,0.5551154624542876,0.7051154624542876,1.0,0,1,1
12740,2018-03-13 13:00:00+00:00,bos,bull,1.0,0.1371996985283649,0.4371996985283649,0.0,1,1,1
12757,2018-03-16 09:00:00+00:00,bos,bear,-1.0,0.3992347502283466,0.5492347502283466,1.0,0,1,1
12784,2018-03-22 21:00:00+00:00,bos,bull,1.0,0.5878674610299123,0.7378674610299123,13.0,0,0,0
12793,2018-03-26 09:00:00+00:00,bos,bull,1.0,0.34914842985820566,0.5491484298582057,4.0,0,0,0
12853,2018-04-10 09:00:00+00:00,bos,bull,1.0,0.2376938240000897,0.3376938240000897,30.0,0,0,0
12889,2018-04-18 09:00:00+00:00,bos,bull,1.0,0.36828447364601236,0.41828447364601246,5.0,0,0,0
12901,2018-04-20 09:00:00+00:00,bos,bear,-1.0,0.33879470237118847,0.5387947023711885,7.0,0,0,0
12907,2018-04-23 09:00:00+00:00,bos,bear,-1.0,0.4630175184700939,0.6630175184700939,13.0,0,0,0
12926,2018-04-26 13:00:00+00:00,bos,bear,-1.0,0.44214033532692715,0.6921403353269272,0.0,1,1,1
12937,2018-04-30 09:00:00+00:00,bos,bear,-1.0,0.5556948928870702,0.7056948928870702,11.0,0,0,0
12942,2018-05-01 05:00:00+00:00,bos,bear,-1.0,0.30381648142737155,0.5038164814273716,16.0,0,0,0
12955,2018-05-03 09:00:00+00:00,bos,bull,1.0,0.20485910298448,0.25485910298447995,4.0,0,0,0
12990,2018-05-11 05:00:00+00:00,bos,bull,1.0,0.5723363271054442,0.6223363271054443,2.0,0,0,1
11039,2018-05-23 05:00:00+00:00,bos,bull,1.0,0.48681268925317117,0.6868126892531712,2.0,0,0,1
11081,2018-06-01 09:00:00+00:00,bos,bear,-1.0,0.3751322344687873,0.5751322344687874,2.0,0,0,1
11161,2018-06-20 17:00:00+00:00,bos,bear,-1.0,0.4421082887323582,0.5421082887323583,0.0,1,1,1
11191,2018-06-27 17:00:00+00:00,bos,bear,-1.0,0.3264620132993079,0.526462013299308,0.0,1,1,1
11249,2018-07-11 13:00:00+00:00,bos,bear,-1.0,0.6591654965171085,0.9591654965171086,3.0,0,0,0
11260,2018-07-13 09:00:00+00:00,bos,bear,-1.0,0.1446973455735157,0.24469734557351566,8.0,0,0,0
11283,2018-07-19 05:00:00+00:00,bos,bear,-1.0,0.5486694620833952,0.6986694620833953,11.0,0,0,0
11385,2018-08-13 05:00:00+00:00,bos,bear,-1.0,0.5754940587380122,0.7254940587380122,16.0,0,0,0
11396,2018-08-15 01:00:00+00:00,bos,bear,-1.0,0.44317439585706314,0.6431743958570632,5.0,0,0,0
11418,2018-08-20 17:00:00+00:00,bos,bull,1.0,0.24258388748091553,0.44258388748091554,5.0,0,0,0
11448,2018-08-27 17:00:00+00:00,bos,bull,1.0,0.4893883769441311,0.5393883769441311,4.0,0,0,0
11451,2018-08-28 05:00:00+00:00,bos,bull,1.0,0.43947526419242183,0.5394752641924219,7.0,0,0,0
11511,2018-09-11 09:00:00+00:00,bos,bear,-1.0,0.41913803262788274,0.6191380326278828,6.0,0,0,0
11518,2018-09-12 13:00:00+00:00,bos,bull,1.0,0.7192474133886555,0.8692474133886555,13.0,0,0,0
11523,2018-09-13 09:00:00+00:00,bos,bull,1.0,0.32662853481904836,0.3766285348190484,18.0,0,0,0
11530,2018-09-14 13:00:00+00:00,bos,bear,-1.0,0.39096965889093177,0.5909696588909318,16.0,0,0,0
11555,2018-09-20 17:00:00+00:00,bos,bull,1.0,0.14652006015935173,0.1965200601593517,9.0,0,0,0
11583,2018-09-27 09:00:00+00:00,bos,bear,-1.0,0.7188283845476461,0.918828384547646,11.0,0,0,0
11643,2018-10-11 09:00:00+00:00,bos,bull,1.0,0.47230445779092123,0.6223044577909213,8.0,0,0,0
11654,2018-10-15 05:00:00+00:00,bos,bull,1.0,0.565975357524935,0.715975357524935,12.0,0,0,0
11763,2018-11-08 10:00:00+00:00,bos,bear,-1.0,0.1033571028253636,0.15335710282536358,5.0,0,0,0
