report_group,ranking_metric,top_n,durable_plausible,fragile_but_plausible,weak_false_positive,strong_false_positive,mean_monitor_worthiness,mean_plausibility,mean_micro_box_risk,ranking_family,candidate_label,mean_boundary_relevance,short_mean_score,long_mean_score,legacy_top20_strong_false_positive,candidate_top20_strong_false_positive,legacy_top20_mean_monitor_worthiness,candidate_top20_mean_monitor_worthiness,legacy_top20_mean_plausibility,candidate_top20_mean_plausibility,legacy_top20_mean_micro_box_risk,candidate_top20_mean_micro_box_risk,legacy_distance_to_truth,candidate_distance_to_truth,gate_c2_1_long_outranks_short,gate_c2_2_no_strong_fp_increase,gate_c2_3_monitor_not_worse,gate_c2_4_plausibility_not_worse,gate_c2_5_micro_risk_not_worse,gate_c2_6_truth_distance_improves,gate_c2_7_coverage_stable,passed,left_ranking,right_ranking,overlap_count,jaccard_agreement,ranking_label,bucket,legacy_top_share,candidate_top_share,interpretability_top_share,candidate_minus_legacy,distance_to_truth_legacy,distance_to_truth_candidate,distance_improvement_vs_legacy,family,rows,strength,strength_legacy,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_viability_legacy,strength_repair_v1,strength_repair_v2,strength_repair_v3,strength_repair_v4,rb_plausibility_score,rb_monitor_worthiness_score,rb_micro_box_risk_score,rb_boundary_relevance_score,cohort,candidate_family,top_ranked_faithful_or_partial_share,top_ranked_too_narrow_share,top_ranked_too_wide_share,top_ranked_mean_geometry_fit,top_ranked_strong_false_positive_count,top_ranked_mean_monitor_worthiness,top_ranked_mean_plausibility,too_narrow_reduction,faithful_or_partial_gain,too_wide_delta,confirm_too_late_relief_rate,downstream_meaningful_delta,downstream_interpretive_delta,top_ranked_faithful_delta,gate_g1_too_narrow_reduction,gate_g2_edge_faithfulness_improvement,gate_g3_too_wide_controlled,gate_g4_downstream_preserved,gate_g5_coverage_stable,gate_g6_ranking_preserved,gate_g7_causal_integrity_unchanged,score,edge_matches_chart_well_count,edge_partially_matches_chart_count,edge_misses_chart_reality_count,box_too_narrow_for_visible_structure_count,box_too_wide_for_visible_structure_count,box_not_visually_real_count,faithful_or_partial_share,too_narrow_share,too_wide_share,mean_width_atr,median_width_atr,mean_width_delta_atr,mean_chart_fit_score,mean_edge_shift_abs,mean_chart_faithfulness_score,mean_visual_plausibility_score,mean_edge_mismatch_atr,stale_relief_rate,fraction_later_meaningfully_interacted,fraction_later_nontrivial_breach_reclaim,fraction_later_useful_event_overlap,fraction_presence_improved_interpretation,mean_confluence_with_other_families
ranking_disagreement,rb_boundary_relevance_score,20.0,10.0,8.0,0.0,0.0,0.6135416666666667,0.6752828773939755,0.24250000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength_legacy,20.0,4.0,6.0,3.0,2.0,0.353125,0.4811342088926521,0.38249999999999995,legacy_strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,range_strength_viability_legacy,20.0,3.0,7.0,2.0,1.0,0.4229166666666666,0.5082322941770191,0.3766666666666667,legacy_viability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength,20.0,4.0,6.0,1.0,2.0,0.35624999999999996,0.49306479388189317,0.3325,failed_path_c_strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength,20.0,4.0,6.0,1.0,2.0,0.35624999999999996,0.49306479388189317,0.3325,rebased_strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,range_strength_monitorability,20.0,4.0,5.0,2.0,2.0,0.34375,0.4817740981240459,0.35083333333333333,rebased_monitorability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,range_strength_semantic,20.0,5.0,5.0,1.0,2.0,0.37499999999999994,0.4996024227182529,0.335,rebased_semantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength_repair_v1,20.0,18.0,0.0,0.0,0.0,0.7989583333333333,0.7558611422215326,0.23916666666666667,repair_v1_truth_dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength_repair_v2,20.0,18.0,0.0,0.0,0.0,0.8145833333333332,0.7587778693804774,0.2525,repair_v2_eligibility_gated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength_repair_v3,20.0,18.0,0.0,0.0,0.0,0.8145833333333332,0.7587778693804774,0.25250000000000006,repair_v3_structure_cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_rebase,strength_repair_v4,20.0,17.0,0.0,0.0,0.0,0.8083333333333332,0.757193432197265,0.24416666666666664,repair_v4_truth_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_legacy,20.0,4.0,6.0,3.0,2.0,0.353125,0.4811342088926521,0.38249999999999995,,legacy,0.5763269073409433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_legacy,50.0,8.0,17.0,6.0,8.0,0.34375,0.47136993387660914,0.391,,legacy,0.5705157886345951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength,20.0,4.0,6.0,1.0,2.0,0.35624999999999996,0.49306479388189317,0.3325,,failed_path_c,0.6099221438458036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength,50.0,7.0,15.0,5.0,7.0,0.32291666666666674,0.4612744368459348,0.37566666666666665,,failed_path_c,0.5760472648459811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v1,20.0,18.0,0.0,0.0,0.0,0.7989583333333333,0.7558611422215326,0.23916666666666667,,repair_v1_truth_dominant,0.6627261214494943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v1,50.0,21.0,24.0,0.0,0.0,0.6608333333333334,0.669426507439473,0.27166666666666667,,repair_v1_truth_dominant,0.6203893005038879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v2,20.0,18.0,0.0,0.0,0.0,0.8145833333333332,0.7587778693804774,0.2525,,repair_v2_eligibility_gated,0.6565681553985568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v2,50.0,21.0,24.0,0.0,0.0,0.68125,0.6674900584810947,0.29233333333333333,,repair_v2_eligibility_gated,0.6006022281784108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v3,20.0,18.0,0.0,0.0,0.0,0.8145833333333332,0.7587778693804774,0.25250000000000006,,repair_v3_structure_cap,0.6565681553985567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v3,50.0,21.0,24.0,0.0,0.0,0.6608333333333333,0.6688871478841929,0.275,,repair_v3_structure_cap,0.6234428438937484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v4,20.0,17.0,0.0,0.0,0.0,0.8083333333333332,0.757193432197265,0.24416666666666664,,repair_v4_truth_only,0.6581510605732026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,strength_repair_v4,50.0,21.0,24.0,0.0,0.0,0.6683333333333331,0.6702793970682299,0.2783333333333334,,repair_v4_truth_only,0.6193281494672583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,rb_plausibility_score,20.0,18.0,0.0,0.0,0.0,0.8145833333333332,0.7587778693804774,0.25250000000000006,,interpretability,0.6565681553985568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_candidates,rb_plausibility_score,50.0,21.0,24.0,0.0,0.0,0.6704166666666665,0.6705477633660051,0.2806666666666667,,interpretability,0.6171464864532303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_gates,strength_repair_v2,,,,,,,,,,repair_v2_eligibility_gated,,0.34515161574774894,0.8410432873468974,2.0,0.0,0.353125,0.8145833333333332,0.4811342088926521,0.7587778693804774,0.38249999999999995,0.2525,1.25,0.0,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_gates,strength_repair_v1,,,,,,,,,,repair_v1_truth_dominant,,0.26716915451930456,0.5838351961496855,2.0,0.0,0.353125,0.7989583333333333,0.4811342088926521,0.7558611422215326,0.38249999999999995,0.23916666666666667,1.25,0.0,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_gates,strength_repair_v3,,,,,,,,,,repair_v3_structure_cap,,0.39004367207154544,0.6586599288934969,2.0,0.0,0.353125,0.8145833333333332,0.4811342088926521,0.7587778693804774,0.38249999999999995,0.25250000000000006,1.25,0.0,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_repair_gates,strength_repair_v4,,,,,,,,,,repair_v4_truth_only,,0.17243227409650386,0.528775260034444,2.0,0.0,0.353125,0.8083333333333332,0.4811342088926521,0.757193432197265,0.38249999999999995,0.24416666666666664,1.25,0.050000000000000044,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,legacy_production,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,failed_path_c,6.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,interpretability,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,repair_v1,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,repair_v2,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,repair_v3,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy_production,repair_v4,3.0,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,legacy_production,6.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,failed_path_c,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,interpretability,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,repair_v1,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,repair_v2,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,repair_v3,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,repair_v4,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,legacy_production,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,failed_path_c,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,interpretability,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,repair_v1,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,repair_v2,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,repair_v3,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpretability,repair_v4,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,legacy_production,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,failed_path_c,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,interpretability,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,repair_v1,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,repair_v2,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,repair_v3,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,repair_v4,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,legacy_production,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,failed_path_c,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,interpretability,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
