report_group,ranking_metric,top_n,durable_plausible,fragile_but_plausible,weak_false_positive,strong_false_positive,mean_monitor_worthiness,mean_plausibility,mean_micro_box_risk,ranking_family,candidate_label,mean_boundary_relevance,short_mean_score,long_mean_score,legacy_top20_strong_false_positive,candidate_top20_strong_false_positive,legacy_top20_mean_monitor_worthiness,candidate_top20_mean_monitor_worthiness,legacy_top20_mean_plausibility,candidate_top20_mean_plausibility,legacy_top20_mean_micro_box_risk,candidate_top20_mean_micro_box_risk,legacy_distance_to_truth,candidate_distance_to_truth,gate_c2_1_long_outranks_short,gate_c2_2_no_strong_fp_increase,gate_c2_3_monitor_not_worse,gate_c2_4_plausibility_not_worse,gate_c2_5_micro_risk_not_worse,gate_c2_6_truth_distance_improves,gate_c2_7_coverage_stable,passed,left_ranking,right_ranking,overlap_count,jaccard_agreement,ranking_label,bucket,legacy_top_share,candidate_top_share,interpretability_top_share,candidate_minus_legacy,distance_to_truth_legacy,distance_to_truth_candidate,distance_improvement_vs_legacy,family,rows,strength,strength_legacy,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_viability_legacy,strength_repair_v1,strength_repair_v2,strength_repair_v3,strength_repair_v4,rb_plausibility_score,rb_monitor_worthiness_score,rb_micro_box_risk_score,rb_boundary_relevance_score,cohort,candidate_family,top_ranked_faithful_or_partial_share,top_ranked_too_narrow_share,top_ranked_too_wide_share,top_ranked_mean_geometry_fit,top_ranked_strong_false_positive_count,top_ranked_mean_monitor_worthiness,top_ranked_mean_plausibility,too_narrow_reduction,faithful_or_partial_gain,too_wide_delta,confirm_too_late_relief_rate,downstream_meaningful_delta,downstream_interpretive_delta,top_ranked_faithful_delta,gate_g1_too_narrow_reduction,gate_g2_edge_faithfulness_improvement,gate_g3_too_wide_controlled,gate_g4_downstream_preserved,gate_g5_coverage_stable,gate_g6_ranking_preserved,gate_g7_causal_integrity_unchanged,score,edge_matches_chart_well_count,edge_partially_matches_chart_count,edge_misses_chart_reality_count,box_too_narrow_for_visible_structure_count,box_too_wide_for_visible_structure_count,box_not_visually_real_count,faithful_or_partial_share,too_narrow_share,too_wide_share,mean_width_atr,median_width_atr,mean_width_delta_atr,mean_chart_fit_score,mean_edge_shift_abs,mean_chart_faithfulness_score,mean_visual_plausibility_score,mean_edge_mismatch_atr,stale_relief_rate,fraction_later_meaningfully_interacted,fraction_later_nontrivial_breach_reclaim,fraction_later_useful_event_overlap,fraction_presence_improved_interpretation,mean_confluence_with_other_families
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,repair_v1,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,repair_v2,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,repair_v3,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,repair_v4,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,legacy_production,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,failed_path_c,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,interpretability,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,repair_v1,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,repair_v2,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,repair_v3,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,repair_v4,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,legacy_production,3.0,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,failed_path_c,4.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,interpretability,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,repair_v1,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,repair_v2,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,repair_v3,19.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking_agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,repair_v4,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy,durable_plausible,0.2,0.2,0.9,0.0,0.7,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy,fragile_but_plausible,0.3,0.3,0.0,0.0,0.3,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy,weak_false_positive,0.15,0.15,0.0,0.0,0.15,0.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legacy,strong_false_positive,0.1,0.1,0.0,0.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,durable_plausible,0.2,0.2,0.9,0.0,0.7,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,fragile_but_plausible,0.3,0.3,0.0,0.0,0.3,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,weak_false_positive,0.15,0.05,0.0,-0.09999999999999999,0.15,0.05,0.09999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed_path_c,strong_false_positive,0.1,0.1,0.0,0.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,durable_plausible,0.2,0.9,0.9,0.7,0.7,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,fragile_but_plausible,0.3,0.0,0.0,-0.3,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,weak_false_positive,0.15,0.0,0.0,-0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v1,strong_false_positive,0.1,0.0,0.0,-0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,durable_plausible,0.2,0.9,0.9,0.7,0.7,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,fragile_but_plausible,0.3,0.0,0.0,-0.3,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,weak_false_positive,0.15,0.0,0.0,-0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v2,strong_false_positive,0.1,0.0,0.0,-0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,durable_plausible,0.2,0.9,0.9,0.7,0.7,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,fragile_but_plausible,0.3,0.0,0.0,-0.3,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,weak_false_positive,0.15,0.0,0.0,-0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v3,strong_false_positive,0.1,0.0,0.0,-0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,durable_plausible,0.2,0.85,0.9,0.6499999999999999,0.7,0.050000000000000044,0.6499999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,fragile_but_plausible,0.3,0.0,0.0,-0.3,0.3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,weak_false_positive,0.15,0.0,0.0,-0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bucket_lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repair_v4,strong_false_positive,0.1,0.0,0.0,-0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,short_lived_high_strength,10.0,0.7035629071194831,0.6311226036975971,0.7526449193935375,0.7250362071401064,0.6776722131383108,0.7526449193935375,0.7029173019728452,0.7312836644065969,0.26716915451930456,0.34515161574774894,0.39004367207154544,0.17243227409650386,0.28036203292102096,0.0875,0.6083333333333333,0.5127259094618616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,long_lived_medium_strength,10.0,0.6642387963040931,0.5745522546209492,0.7114969757005726,0.6867106083146867,0.6378011655117576,0.7114969757005726,0.6639322035000788,0.6809755506917272,0.5838351961496855,0.8410432873468974,0.6586599288934969,0.528775260034444,0.6451089747763391,0.6666666666666667,0.305,0.5606371044359737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,durable_plausible,21.0,0.672435337503206,0.5812338608909612,0.7197986851576468,0.6930872042869359,0.6475096337801622,0.7197986851576468,0.671386683127228,0.6786277578123063,0.6795837333862603,0.9484122516360249,0.7272712118672615,0.6441439946791542,0.750715792365298,0.7946428571428571,0.24365079365079373,0.6469092118833955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragile_but_plausible,75.0,0.6532762734625456,0.5620290882667268,0.7000379717651513,0.6757055450520895,0.6269538135989117,0.7000379717651513,0.6544975349189466,0.6711461073415618,0.49499083546770795,0.6597324987808034,0.5872059969489328,0.414306555384012,0.5353176752863922,0.4363888888888889,0.30600000000000005,0.5567818102895543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weak_false_positive,20.0,0.6619141264440135,0.5749109189639072,0.7177608428691402,0.6851872570010058,0.6334292221481196,0.7177608428691402,0.6587061512113624,0.6679592999134076,0.2973557101302649,0.38001316117667056,0.416308127387781,0.20646937184557196,0.32122762464123594,0.17395833333333333,0.57,0.48559105412049935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong_false_positive,36.0,0.6447205039323841,0.5593842918885034,0.6956724415812112,0.6671804580429108,0.6177018324557291,0.6956724415812112,0.6480254378464481,0.6729858454533405,0.23212821648762252,0.3017105265527589,0.34946058489334453,0.1404131069563232,0.2396902433976162,0.06770833333333333,0.6287037037037038,0.42441904237353373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path_c2_archetypes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.7035629071194831,0.6311226036975971,0.7526449193935375,,,,,,0.26716915451930456,0.34515161574774894,0.39004367207154544,0.17243227409650386,0.28036203292102096,0.0875,0.6083333333333333,0.5127259094618616,short_lived_high_strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path_c2_archetypes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.6642387963040931,0.5745522546209492,0.7114969757005726,,,,,,0.5838351961496855,0.8410432873468974,0.6586599288934969,0.528775260034444,0.6451089747763391,0.6666666666666667,0.305,0.5606371044359737,long_lived_medium_strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_ranking_preservation,strength_repair_v2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g1_legacy,0.05,0.8,0.0,0.06609153556402862,0.0,0.8145833333333332,0.7587778693804774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_ranking_preservation,strength_repair_v2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g2_envelope_extended_extrema,0.05,0.8,0.0,0.06609153556402862,0.0,0.8145833333333332,0.7587778693804774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_ranking_preservation,strength_repair_v2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g3_touch_cluster_envelope,0.05,0.8,0.0,0.06609153556402862,0.0,0.8145833333333332,0.7587778693804774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_ranking_preservation,strength_repair_v2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g4_quantile_envelope,0.05,0.8,0.0,0.06609153556402862,0.0,0.8145833333333332,0.7587778693804774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_ranking_preservation,strength_repair_v2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g5_widened_compact_core_with_guardrails,0.05,0.8,0.0,0.06609153556402862,0.0,0.8145833333333332,0.7587778693804774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geometry_candidate_gate_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g2_envelope_extended_extrema,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,
geometry_candidate_gate_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g3_touch_cluster_envelope,,,,,,,,0.005154639175257714,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,False,False,True,True,True,True,True,0.028350515463917453,,,,,,,,,,,,,,,,,,,,,,,
geometry_candidate_gate_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g4_quantile_envelope,,,,,,,,0.005154639175257714,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,False,False,True,True,True,True,True,0.028350515463917453,,,,,,,,,,,,,,,,,,,,,,,
geometry_candidate_gate_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g5_widened_compact_core_with_guardrails,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,
geometry_candidate_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g1_legacy,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,158.0,2.0,19.0,0.061855670103092786,0.8144329896907216,0.010309278350515464,2.3630187764678428,2.4341588689185096,0.0,0.09418972049418452,0.0,,,,,,,,,
geometry_candidate_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g2_envelope_extended_extrema,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,158.0,2.0,19.0,0.061855670103092786,0.8144329896907216,0.010309278350515464,2.3630187764678428,2.4341588689185096,0.0,0.09418972049418452,0.0,,,,,,,,,
geometry_candidate_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g3_touch_cluster_envelope,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,157.0,2.0,20.0,0.061855670103092786,0.8092783505154639,0.010309278350515464,2.363880944228153,2.4341588689185096,0.000862167760310304,0.09418972049418452,0.004211340206185019,,,,,,,,,
geometry_candidate_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g4_quantile_envelope,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,157.0,2.0,20.0,0.061855670103092786,0.8092783505154639,0.010309278350515464,2.363909364319392,2.4341588689185096,0.0008905878515492152,0.09418972049418452,0.004310824742267719,,,,,,,,,
geometry_candidate_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g5_widened_compact_core_with_guardrails,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,3.0,158.0,2.0,19.0,0.061855670103092786,0.8144329896907216,0.010309278350515464,2.3630187764678428,2.4341588689185096,0.0,0.09418972049418452,0.0,,,,,,,,,
geometry_candidate_truth_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g1_legacy,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.20073303983131655,0.6584987108646515,2.821657008573735,0.0,,,,,
geometry_candidate_truth_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g2_envelope_extended_extrema,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.20073303983131655,0.6584987108646515,2.821657008573735,0.0,,,,,
geometry_candidate_truth_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g3_touch_cluster_envelope,,,,,,,,,,,0.005154639175257732,,,,,,,,,,,,,,,,,,,,,,,,,,0.20073303983131655,0.6588423534763354,2.8246003075428074,0.005154639175257732,,,,,
geometry_candidate_truth_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g4_quantile_envelope,,,,,,,,,,,0.005154639175257732,,,,,,,,,,,,,,,,,,,,,,,,,,0.20073303983131655,0.6588423534763354,2.8246003075428074,0.005154639175257732,,,,,
geometry_candidate_truth_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g5_widened_compact_core_with_guardrails,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.20073303983131655,0.6584987108646515,2.821657008573735,0.0,,,,,
geometry_candidate_downstream_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g1_legacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948453608247423,0.9536082474226805,0.6288659793814433,0.9948453608247423,0.8144329896907216
geometry_candidate_downstream_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g2_envelope_extended_extrema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948453608247423,0.9536082474226805,0.6288659793814433,0.9948453608247423,0.8144329896907216
geometry_candidate_downstream_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g3_touch_cluster_envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948453608247423,0.9536082474226805,0.6288659793814433,0.9948453608247423,0.8170103092783505
geometry_candidate_downstream_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g4_quantile_envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948453608247423,0.9536082474226805,0.6288659793814433,0.9948453608247423,0.8170103092783505
geometry_candidate_downstream_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,g5_widened_compact_core_with_guardrails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948453608247423,0.9536082474226805,0.6288659793814433,0.9948453608247423,0.8144329896907216
