range_id,candidate_lookback_bars,birth_idx,confirm_idx,end_idx,state,confirm_latency_bars,low,high,mid,width_abs,width_atr,strength_raw,strength,strength_raw_legacy,strength_legacy,upper_touches,lower_touches,close_inside_frac,boundary_stability_score,candidate_boundary_drift_abs,candidate_boundary_drift_atr,confirm_close_position_in_range,confirm_dist_to_upper_atr,confirm_dist_to_lower_atr,confirm_regime,range_recent_pressure_imbalance,range_recent_upper_pressure_count,range_recent_lower_pressure_count,range_recent_pressure_dominant_side,range_recent_equilibrium_score,range_recent_expansion_veto_flag,range_viability_gate_pass,range_recent_upper_touch_freshness,range_recent_lower_touch_freshness,range_recent_two_sided_freshness_score,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_formation_legacy,range_strength_viability_legacy,range_touch_quality_score,range_containment_quality_score,range_stability_quality_score,break_pending_count,reclaimed_count,total_pending_bars,mean_pending_duration_bars,first_breach_idx,first_breach_side,first_upper_breach_idx,first_lower_breach_idx,bars_to_first_breach,breakout_side_first,accepted_breakout_side,bars_to_breakout_accept,audit_range_recent_pressure_imbalance_legacy,audit_range_recent_pressure_imbalance_v2,duration_bars,rb_micro_box_risk_score,rb_late_confirm_fragility_score,rb_boundary_relevance_score,rb_monitor_worthiness_score,rb_plausibility_score,range_high_g2,range_low_g2,range_high_g3,range_low_g3,range_high_g4,range_low_g4,range_high_g5,range_low_g5,birth_timestamp,confirm_timestamp,active_start_idx,active_start_timestamp,end_timestamp,range_state,geometry_upper_edge_miss_atr,geometry_lower_edge_miss_atr,geometry_chart_fit_score,geometry_visible_width_ratio,geometry_upper_swing_confluence,geometry_lower_swing_confluence,geometry_review_bucket_suggested,geometry_review_bucket_manual,geometry_review_notes,candidate_lineage_id,candidate_birth_idx,last_idx,last_timestamp,maturity_pass_idx,maturity_pass_timestamp,viability_pass_idx,viability_pass_timestamp,range_confirm_idx,range_confirm_timestamp
64,8,5915,5918,5924.0,4,3,1277.652,1288.532,1283.092,10.879999999999882,1.9769759302755356,0.6184631019823115,0.6184631019823115,0.49296961975254167,0.49296961975254167,4,2,0.875,0.8299738400301423,0.6549999999999727,0.11901831197890037,0.8702205882352896,0.2565707733041503,1.7204051569713854,2,0.630829942960621,3,0,1,0.44172794117646497,0,1,1.0,0.375,0.375,0.6474941063489706,0.6376247865717224,0.5977223262285407,0.6474941063489706,0.614588835793767,0.6474941063489706,0.6022499533683088,0.25,0.875,0.8299738400301423,2,2,4,2.0,5919.0,1,5919.0,5922.0,1.0,1,-1,6.0,0.8,0.5566852292387604,6.0,0.4166666666666667,0.3611111111111111,0.623777422488885,0.6666666666666666,0.633722133399999,1288.532,1277.652,1288.532,1277.652,1288.532,1277.652,1288.532,1277.652,2017-09-28 14:00:00+00:00,2017-09-29 02:00:00+00:00,5918,2017-09-29 02:00:00+00:00,2017-10-01 22:00:00+00:00,accepted_breakout,0.9155397252347472,3.331856447580494,0.0,0.5644031747678506,1,1,box_too_narrow_for_visible_structure,,,1055,5915,5918,2017-09-29 02:00:00+00:00,5918.0,2017-09-29 02:00:00+00:00,5918.0,2017-09-29 02:00:00+00:00,5918.0,2017-09-29 02:00:00+00:00
65,16,6031,6035,6039.0,4,4,1270.663,1283.617,1277.1399999999999,12.95399999999995,2.946890365871597,0.6977132610751804,0.6977132610751804,0.5721608394663164,0.5721608394663164,4,3,1.0,1.0,0.0,0.0,0.6705264783078551,0.9709223468843684,1.9759680189872284,1,0.5676751495756014,0,0,0,0.7830785857650122,0,1,0.3125,0.8125,0.3125,0.7034862772066648,0.7183511157535103,0.6794537805643459,0.7034862772066648,0.6968959459782302,0.7034862772066648,0.6888699372554389,0.5,1.0,1.0,0,0,0,,6039.0,-1,,6039.0,4.0,-1,-1,4.0,0.4,0.34975663223145254,4.0,0.1,0.5,0.5706529516180995,0.25,0.5101632379045249,1283.617,1270.663,1283.617,1270.663,1283.617,1270.663,1283.617,1270.663,2017-10-25 06:00:00+00:00,2017-10-25 22:00:00+00:00,6035,2017-10-25 22:00:00+00:00,2017-10-26 14:00:00+00:00,accepted_breakout,0.4024581347630625,1.8524611784753182,0.24836022892053977,0.7519591339176807,1,1,box_too_narrow_for_visible_structure,,,1091,6031,6035,2017-10-25 22:00:00+00:00,6035.0,2017-10-25 22:00:00+00:00,6035.0,2017-10-25 22:00:00+00:00,6035.0,2017-10-25 22:00:00+00:00
66,8,6055,6060,6062.0,4,5,1267.669,1278.083,1272.8760000000002,10.413999999999987,2.641104696432906,0.6960612119517643,0.6960612119517643,0.5171193279099566,0.5171193279099566,3,3,0.875,0.7576203679232255,0.668999999999869,0.1696657424537421,0.18964855002879888,2.140223020280154,0.5008816761527517,0,0.7495789819063396,0,3,-1,0.47596184623261806,0,1,0.5,1.0,0.5,0.6686524573767086,0.7061477263051376,0.6919739406269396,0.6686524573767086,0.6837071166022812,0.6686524573767086,0.6222922491472515,0.5,0.875,0.7576203679232255,0,0,0,,6062.0,1,6062.0,,2.0,1,1,2.0,0.6,0.5209624503127661,2.0,0.4,0.7380952380952381,0.5818388404295695,0.125,0.3615906624883447,1278.083,1267.669,1278.083,1267.669,1278.083,1267.669,1278.083,1267.669,2017-10-31 02:00:00+00:00,2017-10-31 22:00:00+00:00,6060,2017-10-31 22:00:00+00:00,2017-11-01 06:00:00+00:00,accepted_breakout,1.0268430492978315,0.0,0.6577189835673896,0.7933871705012956,1,1,box_too_narrow_for_visible_structure,,,1095,6055,6061,2017-11-01 02:00:00+00:00,6060.0,2017-10-31 22:00:00+00:00,6060.0,2017-10-31 22:00:00+00:00,6060.0,2017-10-31 22:00:00+00:00
67,5,6212,6215,6216.0,4,3,1261.245,1269.122,1265.1835,7.87700000000018,1.8197222807395788,0.6155033845997457,0.6155033845997457,0.5025802335057831,0.5025802335057831,2,2,1.0,0.5802087921251771,1.272000000000162,0.29385384551237603,0.29122762473023284,1.2897688832511094,0.5299533974884695,2,0.5506775341692218,0,2,-1,0.6727603571579802,0,1,0.4,1.0,0.4,0.6401598301205598,0.6266220913500288,0.602218639646178,0.6401598301205598,0.6198981430169099,0.6401598301205598,0.6418092530921361,0.25,1.0,0.5802087921251771,0,0,0,,6216.0,-1,,6216.0,1.0,-1,-1,1.0,0.0,0.2813674263639252,1.0,0.7166666666666667,0.8333333333333334,0.46853633603966255,0.0625,0.22900908400991563,1269.122,1261.245,1269.122,1261.245,1269.122,1261.245,1269.122,1261.245,2017-12-06 11:00:00+00:00,2017-12-06 23:00:00+00:00,6215,2017-12-06 23:00:00+00:00,2017-12-07 03:00:00+00:00,accepted_breakout,0.0,4.903495491835974,0.0,0.46886904761905324,1,0,box_too_narrow_for_visible_structure,,,1121,6212,6215,2017-12-06 23:00:00+00:00,6215.0,2017-12-06 23:00:00+00:00,6215.0,2017-12-06 23:00:00+00:00,6215.0,2017-12-06 23:00:00+00:00
68,12,6375,6378,6381.0,4,3,1331.768,1343.923,1337.8455,12.154999999999973,2.3023096313567617,0.729931568307232,0.729931568307232,0.5763312914536882,0.5763312914536882,3,3,0.8333333333333334,0.8019285831635322,0.7319999999999709,0.13864999178552745,0.5246400658165337,1.0944257548317107,1.2078838765250508,0,0.2781691239290375,1,1,0,0.8621417797888432,0,1,0.8333333333333334,0.6666666666666667,0.6666666666666667,0.7167475801844921,0.7466313716105925,0.7180131716320476,0.7167475801844921,0.7205552883859897,0.7167475801844921,0.6734873554446682,0.5,0.8333333333333334,0.8019285831635322,1,0,2,2.0,6380.0,-1,,6380.0,2.0,-1,-1,3.0,0.4,0.25651467800474353,3.0,0.3666666666666667,0.6666666666666666,0.6469917375595972,0.2708333333333333,0.4498729343898993,1343.923,1331.768,1343.923,1331.768,1343.923,1331.768,1343.923,1331.768,2018-01-16 19:00:00+00:00,2018-01-17 07:00:00+00:00,6378,2018-01-17 07:00:00+00:00,2018-01-17 19:00:00+00:00,accepted_breakout,0.0,3.3171037882942898,0.0,0.6141370250606317,1,1,box_too_narrow_for_visible_structure,,,1148,6375,6379,2018-01-17 11:00:00+00:00,6378.0,2018-01-17 07:00:00+00:00,6378.0,2018-01-17 07:00:00+00:00,6378.0,2018-01-17 07:00:00+00:00
69,12,6388,6391,6406.0,4,3,1324.131,1340.438,1332.2845000000002,16.307000000000016,2.890048277672809,0.6036232771011331,0.6036232771011331,0.5352218074867967,0.5352218074867967,2,4,1.0,1.0,0.0,0.0,0.6002943521187206,1.1551686192353856,1.734879658437423,1,0.4793667169491672,0,0,0,0.8207927066086222,0,1,0.16666666666666663,0.6666666666666667,0.16666666666666663,0.6592903415972987,0.6332395969361154,0.5698388381203614,0.6592903415972987,0.6185030502060487,0.6592903415972987,0.6863583809172896,0.25,1.0,1.0,1,0,2,2.0,6405.0,1,6405.0,,14.0,1,1,15.0,0.2,0.2805447511802798,15.0,0.2666666666666667,0.3888888888888889,0.5339650748065112,0.625,0.6211301575905167,1340.438,1324.131,1340.438,1324.131,1340.438,1324.131,1340.438,1324.131,2018-01-18 23:00:00+00:00,2018-01-19 11:00:00+00:00,6391,2018-01-19 11:00:00+00:00,2018-01-23 23:00:00+00:00,accepted_breakout,3.5110140126000715,0.3882288087254121,0.0,0.6437312490131039,1,0,box_too_narrow_for_visible_structure,,,1153,6388,6391,2018-01-19 11:00:00+00:00,6391.0,2018-01-19 11:00:00+00:00,6391.0,2018-01-19 11:00:00+00:00,6391.0,2018-01-19 11:00:00+00:00
70,8,6546,6549,6553.0,4,3,1326.567,1340.915,1333.741,14.347999999999956,2.817358098964532,0.6410477324012394,0.6410477324012394,0.5777732325465192,0.5777732325465192,2,2,1.0,0.9792420547091112,0.07400000000006912,0.01453056170362216,0.5377056035684376,1.3024488618923826,1.5149092370721495,0,0.4665225842906048,0,0,0,0.8547068116346083,0,1,0.5,0.25,0.25,0.698276424612299,0.668542524301186,0.6087955164515145,0.698276424612299,0.653411105114174,0.698276424612299,0.7123794440654686,0.25,1.0,0.9792420547091112,1,0,2,2.0,6552.0,-1,,6552.0,3.0,-1,-1,4.0,0.2,0.2505270392985076,4.0,0.3166666666666667,0.5595238095238095,0.5062772886606669,0.3333333333333333,0.4679978935937382,1340.915,1326.567,1340.915,1326.567,1340.915,1326.567,1340.915,1326.567,2018-02-26 11:00:00+00:00,2018-02-26 23:00:00+00:00,6549,2018-02-26 23:00:00+00:00,2018-02-27 15:00:00+00:00,accepted_breakout,0.0,4.7239291323639145,0.0,0.5187836714032612,1,0,box_too_narrow_for_visible_structure,,,1194,6546,6549,2018-02-26 23:00:00+00:00,6549.0,2018-02-26 23:00:00+00:00,6549.0,2018-02-26 23:00:00+00:00,6549.0,2018-02-26 23:00:00+00:00
71,8,6577,6580,6582.0,4,3,1317.374,1327.698,1322.536,10.32400000000007,2.118056016668796,0.7139880873731153,0.7139880873731153,0.6251109022377013,0.6251109022377013,2,2,0.875,1.0,0.0,0.0,0.48905462998837124,1.0822109151421944,1.0358451015266013,0,0.42328528553593087,0,1,-1,0.7244608033062105,0,1,0.375,0.75,0.375,0.7293803040874979,0.7394877951331893,0.6901055781803518,0.7293803040874979,0.7060860488789524,0.7293803040874979,0.7617397461345757,0.25,0.875,1.0,0,0,0,,6582.0,1,6582.0,,2.0,1,1,2.0,0.4,0.39357653934266174,2.0,0.5666666666666667,0.7000000000000001,0.5675748750004095,0.125,0.33231038541676905,1327.698,1317.374,1327.698,1317.374,1327.698,1317.374,1327.698,1317.374,2018-03-05 15:00:00+00:00,2018-03-06 03:00:00+00:00,6580,2018-03-06 03:00:00+00:00,2018-03-06 11:00:00+00:00,accepted_breakout,4.994674322465857,0.0,0.0,0.4939003970721934,1,1,box_too_narrow_for_visible_structure,,,1199,6577,6581,2018-03-06 07:00:00+00:00,6580.0,2018-03-06 03:00:00+00:00,6580.0,2018-03-06 03:00:00+00:00,6580.0,2018-03-06 03:00:00+00:00
72,12,6811,6815,6819.0,4,4,1315.118,1326.546,1320.8319999999999,11.428000000000111,2.7603975455016,0.6500174469089186,0.6500174469089186,0.5467734269026102,0.5467734269026102,2,4,1.0,1.0,0.0,0.0,0.6808715435771678,0.8809214078093004,1.8794761376922997,2,0.5678103318011595,1,0,1,0.5441022051102633,0,1,0.25,0.6666666666666667,0.25,0.6898458042368892,0.6710630163036727,0.6259666314448499,0.6898458042368892,0.6496793194045196,0.6898458042368892,0.654337301525553,0.25,1.0,1.0,0,0,0,,6819.0,-1,,6819.0,4.0,-1,-1,4.0,0.0,0.3605139753399991,4.0,0.2,0.5,0.4755645745830257,0.25,0.4663911436457564,1326.546,1315.118,1326.546,1315.118,1326.546,1315.118,1326.546,1315.118,2018-04-27 06:00:00+00:00,2018-04-29 18:00:00+00:00,6815,2018-04-29 18:00:00+00:00,2018-04-30 10:00:00+00:00,accepted_breakout,0.5126073243710408,1.8055370350991478,0.22728521350993713,0.7620190704807666,1,1,box_too_narrow_for_visible_structure,,,1244,6811,6815,2018-04-29 18:00:00+00:00,6815.0,2018-04-29 18:00:00+00:00,6815.0,2018-04-29 18:00:00+00:00,6815.0,2018-04-29 18:00:00+00:00
73,12,6848,6851,6856.0,4,3,1307.734,1318.872,1313.3029999999999,11.138000000000147,2.5021993754257172,0.6702229956130268,0.6702229956130268,0.6287739518979069,0.6287739518979069,2,2,1.0,1.0,0.0,0.0,0.5480337583048986,1.1309096476829914,1.3712897277427258,0,0.49351576546939935,0,0,0,0.992458251032496,0,1,0.75,0.33333333333333337,0.33333333333333337,0.7794664224132304,0.6914909409931357,0.6348789732057026,0.7794664224132304,0.6661053905271728,0.7794664224132304,0.6777871242381869,0.25,1.0,1.0,1,0,0,0.0,6855.0,-1,,6855.0,4.0,-1,0,5.0,0.4,0.3112407037637325,5.0,0.2666666666666667,0.4583333333333333,0.6085514021617211,0.3958333333333333,0.545679517207097,1318.872,1307.734,1318.872,1307.734,1318.872,1307.734,1318.872,1307.734,2018-05-07 02:00:00+00:00,2018-05-07 14:00:00+00:00,6851,2018-05-07 14:00:00+00:00,2018-05-08 10:00:00+00:00,accepted_breakout,0.0,0.6925906932196798,0.76913643559344,0.8653562271773806,1,0,edge_partially_matches_chart,,,1255,6848,6853,2018-05-07 22:00:00+00:00,6851.0,2018-05-07 14:00:00+00:00,6851.0,2018-05-07 14:00:00+00:00,6851.0,2018-05-07 14:00:00+00:00
74,8,6857,6860,6869.0,4,3,1306.001,1317.69,1311.8455,11.689000000000078,2.387566624869785,0.6784294750808006,0.6784294750808006,0.5742919708766071,0.5742919708766071,2,2,1.0,1.0,0.0,0.0,0.17529301052271062,1.9690428833728129,0.41852374149697186,0,0.33936526814831813,1,1,0,0.9140217298314632,0,1,0.625,0.625,0.625,0.737443576058653,0.7034615190934713,0.6479603019537009,0.737443576058653,0.6668222477936314,0.737443576058653,0.6312675968738125,0.25,1.0,1.0,2,1,4,2.0,6861.0,-1,6868.0,6861.0,1.0,-1,1,9.0,0.0,0.3148829920469749,9.0,0.4166666666666667,0.5,0.5889294952173492,0.6041666666666666,0.5753573738043373,1317.69,1306.001,1317.69,1306.001,1317.69,1306.001,1317.69,1306.001,2018-05-08 14:00:00+00:00,2018-05-09 02:00:00+00:00,6860,2018-05-09 02:00:00+00:00,2018-05-10 14:00:00+00:00,accepted_breakout,2.1540760146454647,0.879137770705942,0.0,0.6174528551053855,1,1,box_too_narrow_for_visible_structure,,,1259,6857,6860,2018-05-09 02:00:00+00:00,6860.0,2018-05-09 02:00:00+00:00,6860.0,2018-05-09 02:00:00+00:00,6860.0,2018-05-09 02:00:00+00:00
75,12,6961,6965,6967.0,4,4,1295.748,1306.422,1301.085,10.673999999999978,2.418667936655878,0.6911258610758226,0.6911258610758226,0.5701261268650893,0.5701261268650893,3,2,1.0,1.0,0.0,0.0,0.2971706951470894,1.6999107045898743,0.7187572320660035,0,0.5883248865337016,0,2,-1,0.6046468053213453,0,1,0.6666666666666667,0.8333333333333334,0.6666666666666667,0.7485574654123113,0.7065479023506158,0.6689822897111584,0.7485574654123113,0.6707564363465088,0.7485574654123113,0.6027217976089952,0.25,1.0,1.0,1,0,2,2.0,6966.0,-1,,6966.0,1.0,-1,-1,2.0,0.2,0.28221157959524285,2.0,0.55,0.8055555555555555,0.4496151403866902,0.20833333333333331,0.3142093406522281,1306.422,1295.748,1306.422,1295.748,1306.422,1295.748,1306.422,1295.748,2018-05-31 10:00:00+00:00,2018-06-01 02:00:00+00:00,6965,2018-06-01 02:00:00+00:00,2018-06-01 10:00:00+00:00,accepted_breakout,0.0,3.072352300776915,0.0,0.5895608947804456,1,1,box_too_narrow_for_visible_structure,,,1285,6961,6965,2018-06-01 02:00:00+00:00,6965.0,2018-06-01 02:00:00+00:00,6965.0,2018-06-01 02:00:00+00:00,6965.0,2018-06-01 02:00:00+00:00
76,12,7116,7119,7128.0,4,3,1251.237,1261.012,1256.1245,9.774999999999864,2.2553599166592693,0.6840797692223426,0.6840797692223426,0.5200761633555421,0.5200761633555421,2,2,0.8333333333333334,0.9976927264279496,0.007000000000061846,0.0016150915004352522,0.27785166240408515,1.6287044144959524,0.6266555021633169,1,0.4623965672647305,0,1,-1,0.8843648763853403,0,1,0.16666666666666663,0.75,0.16666666666666663,0.683803155173278,0.7108232247468335,0.6616595248296208,0.683803155173278,0.6691811487941527,0.683803155173278,0.600940244817855,0.25,0.8333333333333334,0.9976927264279496,1,0,2,2.0,7127.0,1,7127.0,,8.0,1,1,9.0,0.6,0.30961879108587004,9.0,0.2666666666666667,0.4166666666666667,0.7393538621809098,0.5625,0.6450467988785609,1261.012,1251.237,1261.012,1251.237,1261.012,1251.237,1261.012,1251.237,2018-07-05 10:00:00+00:00,2018-07-05 22:00:00+00:00,7119,2018-07-05 22:00:00+00:00,2018-07-09 06:00:00+00:00,accepted_breakout,2.156640261304629,0.0,0.28111991289845706,0.66773686727235,1,1,box_too_narrow_for_visible_structure,,,1311,7116,7119,2018-07-05 22:00:00+00:00,7119.0,2018-07-05 22:00:00+00:00,7119.0,2018-07-05 22:00:00+00:00,7119.0,2018-07-05 22:00:00+00:00
77,16,7266,7269,7280.0,7,3,1205.837,1216.215,1211.0259999999998,10.377999999999929,2.500074099657033,0.6039157305209273,0.6039157305209273,0.511390341912717,0.511390341912717,5,2,1.0,0.9593909170829258,0.11799999999993815,0.028426358041951944,0.7756793216419358,0.5608183179804922,1.9392557816765406,0,0.7047514530808785,3,0,1,0.4247446521487699,0,1,1.0,0.75,0.75,0.6601427772834944,0.6288733591928425,0.573954994954508,0.6601427772834944,0.6060200978040388,0.6601427772834944,0.6244437807254927,0.25,1.0,0.9593909170829258,3,3,6,2.0,7271.0,1,7271.0,7275.0,2.0,1,0,,0.4,0.4470358472480676,11.0,0.3666666666666667,0.2380952380952381,0.5851505852307903,0.8125,0.7097102653553167,1216.215,1205.837,1216.215,1205.837,1216.215,1205.837,1216.215,1205.837,2018-08-08 14:00:00+00:00,2018-08-09 02:00:00+00:00,7269,2018-08-09 02:00:00+00:00,2018-08-12 18:00:00+00:00,superseded,0.4211875160598497,0.09159728506905322,0.8290717329570324,0.890051457975974,1,1,edge_matches_chart_well,,,1334,7266,7270,2018-08-09 06:00:00+00:00,7269.0,2018-08-09 02:00:00+00:00,7269.0,2018-08-09 02:00:00+00:00,7269.0,2018-08-09 02:00:00+00:00
78,16,7277,7280,7283.0,4,3,1205.608,1217.268,1211.438,11.660000000000082,2.758824489601718,0.6215640680609286,0.6215640680609286,0.5655220850527761,0.5655220850527761,2,2,1.0,1.0,0.0,0.0,0.5869639794168099,1.1394938886725443,1.619330600929174,0,0.5022418201236297,0,0,0,0.9675814751286385,0,1,0.8125,0.6875,0.6875,0.7329978308215671,0.6472533303316994,0.5821556857117789,0.7329978308215671,0.6156034238872108,0.7329978308215671,0.6191990873490969,0.25,1.0,1.0,0,0,0,,7283.0,-1,,7283.0,3.0,-1,-1,3.0,0.2,0.27973917955567745,3.0,0.4166666666666667,0.5833333333333334,0.5175337519996697,0.1875,0.39500843799991736,1217.268,1205.608,1217.268,1205.608,1217.268,1205.608,1217.268,1205.608,2018-08-10 10:00:00+00:00,2018-08-12 18:00:00+00:00,7280,2018-08-12 18:00:00+00:00,2018-08-13 06:00:00+00:00,accepted_breakout,0.09533045722596452,5.5404031889707115,0.0,0.4369987257327065,1,1,box_too_narrow_for_visible_structure,,,1335,7277,7280,2018-08-12 18:00:00+00:00,7280.0,2018-08-12 18:00:00+00:00,7280.0,2018-08-12 18:00:00+00:00,7280.0,2018-08-12 18:00:00+00:00
79,12,7619,7622,7629.0,4,3,1228.004,1243.33,1235.667,15.326000000000022,2.9988038690037855,0.6015355859025566,0.6015355859025566,0.5554768136807077,0.5554768136807077,2,3,0.8333333333333334,1.0,0.0,0.0,0.42535560485449536,1.7232458354636793,1.275558033540106,0,0.5666668522884128,0,0,0,0.7091652529470654,0,1,0.75,0.33333333333333337,0.33333333333333337,0.6642394857617356,0.6318507929822571,0.5660381879781395,0.6642394857617356,0.6245755428626616,0.6642394857617356,0.7270997523925143,0.25,0.8333333333333334,1.0,3,2,6,2.0,7624.0,-1,,7624.0,2.0,-1,-1,7.0,0.4,0.1818869868753037,7.0,0.3666666666666667,0.26666666666666666,0.5463838713454259,0.7291666666666667,0.6651376345030232,1243.33,1228.004,1243.33,1228.004,1243.33,1228.004,1243.33,1228.004,2018-10-26 14:00:00+00:00,2018-10-28 22:00:00+00:00,7622,2018-10-28 22:00:00+00:00,2018-10-30 02:00:00+00:00,accepted_breakout,0.0,2.75943354799954,0.0801888173334867,0.6493792635905299,1,1,box_too_narrow_for_visible_structure,,,1405,7619,7623,2018-10-29 02:00:00+00:00,7622.0,2018-10-28 22:00:00+00:00,7622.0,2018-10-28 22:00:00+00:00,7622.0,2018-10-28 22:00:00+00:00
80,12,7665,7671,7677.0,4,6,1222.829,1235.83,1229.3294999999998,13.000999999999976,2.7198645473052183,0.6398252783396392,0.6398252783396392,0.5063250330073722,0.5063250330073722,4,2,0.9166666666666666,1.0,0.0,0.0,0.1011460656872592,2.444760949143037,0.27510359816218116,1,0.6765084029882515,0,2,-1,0.48575750583288335,0,1,0.75,0.5,0.5,0.6473355358034828,0.6634771813114264,0.6187560386491231,0.6473355358034828,0.6402825655190991,0.6473355358034828,0.6369463876743967,0.25,0.9166666666666666,1.0,3,2,6,2.0,7672.0,-1,,7672.0,1.0,-1,-1,6.0,0.0,0.23617298974019485,6.0,0.35,0.4166666666666667,0.5666927152618171,0.6666666666666666,0.6216731788154543,1235.83,1222.829,1235.83,1222.829,1235.83,1222.829,1235.83,1222.829,2018-11-06 23:00:00+00:00,2018-11-07 23:00:00+00:00,7671,2018-11-07 23:00:00+00:00,2018-11-08 23:00:00+00:00,accepted_breakout,0.015441945460677077,1.8515627938125139,0.3776650869089363,0.7224784662406163,1,1,box_too_narrow_for_visible_structure,,,1420,7665,7671,2018-11-07 23:00:00+00:00,7671.0,2018-11-07 23:00:00+00:00,7671.0,2018-11-07 23:00:00+00:00,7671.0,2018-11-07 23:00:00+00:00
82,16,7793,7796,7799.0,4,3,1233.269,1244.207,1238.738,10.938000000000102,2.584721104265758,0.6640025219229744,0.6640025219229744,0.6391808535159887,0.6391808535159887,3,2,0.9375,1.0,0.0,0.0,0.572773816054127,1.1042605339398226,1.4804605703259353,2,0.477520975370039,0,0,0,0.9982934113487995,0,1,0.8125,0.3125,0.3125,0.7267202361220139,0.6902783172799607,0.6318960195512595,0.7267202361220139,0.6727175840434414,0.7267202361220139,0.7992363997064394,0.25,0.9375,1.0,1,0,2,2.0,7798.0,1,7798.0,,2.0,1,1,3.0,0.4,0.2474677750332044,3.0,0.4666666666666667,0.6666666666666666,0.4593485055899184,0.2708333333333333,0.3829621263974796,1244.207,1233.269,1244.207,1233.269,1244.207,1233.269,1244.207,1233.269,2018-12-06 15:00:00+00:00,2018-12-07 03:00:00+00:00,7796,2018-12-07 03:00:00+00:00,2018-12-07 15:00:00+00:00,accepted_breakout,2.388652295913306,0.5389362889872557,0.02413713836647957,0.6958457917170345,1,1,box_too_narrow_for_visible_structure,,,1444,7793,7797,2018-12-07 07:00:00+00:00,7796.0,2018-12-07 03:00:00+00:00,7796.0,2018-12-07 03:00:00+00:00,7796.0,2018-12-07 03:00:00+00:00
84,16,7814,7817,7825.0,7,3,1240.834,1249.994,1245.414,9.159999999999854,2.5483208559237878,0.634850698053885,0.634850698053885,0.5631654254860968,0.5631654254860968,2,3,1.0,0.8461946083526267,0.387000000000171,0.10766377415316127,0.40545851528384286,1.515082465214077,1.0332383907097107,1,0.5049059180793585,0,0,0,0.902110625909749,0,1,0.5,0.6875,0.5,0.6794316388410891,0.6565349346221946,0.6095029888105524,0.6794316388410891,0.6493742512937326,0.6794316388410891,0.7147954096031689,0.25,1.0,0.8461946083526267,2,2,4,2.0,7821.0,-1,,7821.0,4.0,-1,0,,0.2,0.4172175397112937,8.0,0.2666666666666667,0.0909090909090909,0.6330152200146563,0.8333333333333333,0.7784053201551793,1249.994,1240.834,1249.994,1240.834,1249.994,1240.834,1249.994,1240.834,2018-12-12 03:00:00+00:00,2018-12-12 15:00:00+00:00,7817,2018-12-12 15:00:00+00:00,2018-12-13 23:00:00+00:00,superseded,1.152131213451768,1.3773775746647832,0.15683040396114956,0.9410314362029922,0,1,box_not_visually_real,,,1448,7814,7818,2018-12-12 19:00:00+00:00,7817.0,2018-12-12 15:00:00+00:00,7817.0,2018-12-12 15:00:00+00:00,7817.0,2018-12-12 15:00:00+00:00
86,12,7822,7825,7827.0,4,3,1240.037,1247.058,1243.5475000000001,7.020999999999958,2.094409448441789,0.6457054556469863,0.6457054556469863,0.5546147930957301,0.5546147930957301,4,2,1.0,1.0,0.0,0.0,0.32246118786496364,1.4190436898216463,0.6753657586201426,1,0.5536716604616809,0,1,-1,0.6396049945401594,0,1,0.6666666666666667,0.75,0.6666666666666667,0.7260724194270607,0.6680996078751353,0.6140356535705291,0.7260724194270607,0.6341394466719068,0.7260724194270607,0.6064267104682047,0.25,1.0,1.0,1,0,2,2.0,7826.0,-1,,7826.0,1.0,-1,-1,2.0,0.4,0.5589869088889974,2.0,0.6166666666666667,0.7833333333333333,0.4380274580336773,0.20833333333333331,0.30242353117508597,1247.058,1240.037,1247.058,1240.037,1247.058,1240.037,1247.058,1240.037,2018-12-13 11:00:00+00:00,2018-12-13 23:00:00+00:00,7825,2018-12-13 23:00:00+00:00,2018-12-14 07:00:00+00:00,accepted_breakout,0.16520169934175133,3.4205346071800347,0.0,0.507334344967121,1,1,box_too_narrow_for_visible_structure,,,1453,7822,7826,2018-12-14 03:00:00+00:00,7825.0,2018-12-13 23:00:00+00:00,7825.0,2018-12-13 23:00:00+00:00,7825.0,2018-12-13 23:00:00+00:00
