range_id,candidate_lookback_bars,birth_idx,confirm_idx,end_idx,state,confirm_latency_bars,low,high,mid,width_abs,width_atr,strength_raw,strength,strength_raw_legacy,strength_legacy,upper_touches,lower_touches,close_inside_frac,boundary_stability_score,candidate_boundary_drift_abs,candidate_boundary_drift_atr,confirm_close_position_in_range,confirm_dist_to_upper_atr,confirm_dist_to_lower_atr,confirm_regime,range_recent_pressure_imbalance,range_recent_upper_pressure_count,range_recent_lower_pressure_count,range_recent_pressure_dominant_side,range_recent_equilibrium_score,range_recent_expansion_veto_flag,range_viability_gate_pass,range_recent_upper_touch_freshness,range_recent_lower_touch_freshness,range_recent_two_sided_freshness_score,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_formation_legacy,range_strength_viability_legacy,range_touch_quality_score,range_containment_quality_score,range_stability_quality_score,break_pending_count,reclaimed_count,total_pending_bars,mean_pending_duration_bars,first_breach_idx,first_breach_side,first_upper_breach_idx,first_lower_breach_idx,bars_to_first_breach,breakout_side_first,accepted_breakout_side,bars_to_breakout_accept,audit_range_recent_pressure_imbalance_legacy,audit_range_recent_pressure_imbalance_v2,duration_bars,rb_micro_box_risk_score,rb_late_confirm_fragility_score,rb_boundary_relevance_score,rb_monitor_worthiness_score,rb_plausibility_score,birth_timestamp,confirm_timestamp,active_start_idx,active_start_timestamp,end_timestamp,range_state,geometry_upper_edge_miss_atr,geometry_lower_edge_miss_atr,geometry_chart_fit_score,geometry_visible_width_ratio,geometry_upper_swing_confluence,geometry_lower_swing_confluence,geometry_review_bucket_suggested,geometry_review_bucket_manual,geometry_review_notes,candidate_lineage_id,candidate_birth_idx,last_idx,last_timestamp,maturity_pass_idx,maturity_pass_timestamp,viability_pass_idx,viability_pass_timestamp,range_confirm_idx,range_confirm_timestamp
63,16,5185,5191,5205,4,6,1267.669,1281.345,1274.507,13.67599999999993,2.8661985352021637,0.6471001341106248,0.6471001341106248,0.5532818531111902,0.5532818531111902,3,2,1.0,1.0,0.0,0.0,0.6948669201520896,0.8745719865018058,1.9916265487003582,0.0,0.5891737223208509,1,0,1,0.5988105683923255,0,1,0.875,0.4375,0.4375,0.701046921673104,0.6679381715939149,0.6209646966146645,0.701046921673104,0.6453019088056131,0.701046921673104,0.6487038076109066,0.25,1.0,1.0,5,4,8,1.6,5192.0,1,5192.0,5198.0,1.0,1,0,14.0,0.4,0.4017654202326285,14,0.35,0.35000000000000003,0.571884897076507,0.7916666666666667,0.6800545576024601,2017-11-01 09:00:00+00:00,2017-11-02 09:00:00+00:00,5191,2017-11-02 09:00:00+00:00,2017-11-06 18:00:00+00:00,accepted_breakout,0.9632968428703853,0.817459073830283,0.4064146944331105,0.7282215122470688,1,0,box_too_narrow_for_visible_structure,,,911,5185,5191,2017-11-02 09:00:00+00:00,5191.0,2017-11-02 09:00:00+00:00,5191.0,2017-11-02 09:00:00+00:00,5191.0,2017-11-02 09:00:00+00:00
64,5,5388,5392,5395,4,4,1259.08,1265.239,1262.1595,6.1590000000001055,1.6913754975908362,0.6950547837861778,0.6950547837861778,0.5765816804072417,0.5765816804072417,2,2,1.0,1.0,0.0,0.0,0.6704010391297389,0.5574756064473604,1.133899891143476,2.0,0.38075382933525215,2,1,1,0.7718785517129365,0,1,1.0,0.6,0.6,0.7401933556729775,0.7140180148569776,0.671903498184818,0.7401933556729775,0.6806889042702085,0.7401933556729775,0.6316014952674506,0.25,1.0,1.0,1,0,2,2.0,5394.0,1,5394.0,,2.0,1,1,3.0,0.2,0.21584758249624394,3,0.4,0.6904761904761904,0.4855209290238787,0.2708333333333333,0.39807666082739823,2017-12-19 10:00:00+00:00,2017-12-20 02:00:00+00:00,5392,2017-12-20 02:00:00+00:00,2017-12-20 14:00:00+00:00,accepted_breakout,1.7352740442205206,0.0,0.4215753185931598,0.6772597316912328,1,1,box_too_narrow_for_visible_structure,,,936,5388,5392,2017-12-20 02:00:00+00:00,5392.0,2017-12-20 02:00:00+00:00,5392.0,2017-12-20 02:00:00+00:00,5392.0,2017-12-20 02:00:00+00:00
65,8,5668,5671,5675,4,3,1326.567,1340.915,1333.741,14.347999999999956,2.8551668752333224,0.6257902691526223,0.6257902691526223,0.5356031235589168,0.5356031235589168,2,2,0.875,0.978963484331568,0.07400000000006912,0.014725560967902415,0.6372316699191565,1.0357641194305325,1.8194027558027897,0.0,0.4809438077470403,0,0,0,0.9547904469844829,0,1,0.625,0.25,0.25,0.6617656215054013,0.6561099039142945,0.594565719576373,0.6617656215054013,0.6367218198382378,0.6617656215054013,0.6822578522098536,0.25,0.875,0.978963484331568,1,0,2,2.0,5674.0,-1,,5674.0,3.0,-1,-1,4.0,0.4,0.28654995360457275,4,0.3166666666666667,0.5595238095238095,0.49900637014743804,0.3333333333333333,0.46618016396543094,2018-02-26 10:00:00+00:00,2018-02-26 22:00:00+00:00,5671,2018-02-26 22:00:00+00:00,2018-02-27 14:00:00+00:00,accepted_breakout,0.0,4.661373776589632,0.0,0.5187836714032612,1,0,box_too_narrow_for_visible_structure,,,983,5668,5671,2018-02-26 22:00:00+00:00,5671.0,2018-02-26 22:00:00+00:00,5671.0,2018-02-26 22:00:00+00:00,5671.0,2018-02-26 22:00:00+00:00
66,12,5837,5840,5844,4,3,1318.825,1335.346,1327.0855000000001,16.520999999999958,2.9433663949510906,0.5869863548375782,0.5869863548375782,0.5220585310064575,0.5220585310064575,2,2,1.0,1.0,0.0,0.0,0.8578173234065771,0.4184957122292798,2.524870682721811,0.0,0.7752080768997088,3,0,1,0.34388555979258517,0,1,0.9166666666666666,0.6666666666666667,0.6666666666666667,0.6911980868949998,0.613274015537762,0.5482308427202364,0.6911980868949998,0.583033644675353,0.6911980868949998,0.5921585068607682,0.25,1.0,1.0,1,0,0,0.0,5843.0,1,5843.0,,3.0,1,0,4.0,0.8,0.7707946350687306,4,0.3166666666666667,0.5595238095238095,0.48204492404786725,0.3333333333333333,0.4619398024405382,2018-04-06 13:00:00+00:00,2018-04-09 01:00:00+00:00,5840,2018-04-09 01:00:00+00:00,2018-04-09 17:00:00+00:00,accepted_breakout,0.9380415583788868,0.0,0.6873194805403711,0.8568094595996277,1,1,edge_partially_matches_chart,,,1006,5837,5842,2018-04-09 09:00:00+00:00,5840.0,2018-04-09 01:00:00+00:00,5840.0,2018-04-09 01:00:00+00:00,5840.0,2018-04-09 01:00:00+00:00
67,12,5961,5964,5968,4,3,1307.734,1318.872,1313.3029999999999,11.138000000000147,2.513582883494285,0.680040687645356,0.680040687645356,0.6442949095416822,0.6442949095416822,2,2,1.0,1.0,0.0,0.0,0.5609624708206109,1.103557218556935,1.41002566493735,1.0,0.4314243603025171,0,0,0,0.9698928592805389,0,1,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.778114335293371,0.7020931628741004,0.6458248248295283,0.778114335293371,0.679014436641821,0.778114335293371,0.7133681181073148,0.25,1.0,1.0,1,0,2,2.0,5967.0,-1,,5967.0,3.0,-1,-1,4.0,0.2,0.4156601967752315,4,0.3166666666666667,0.5595238095238095,0.5646955993280222,0.3333333333333333,0.482602471260577,2018-05-07 05:00:00+00:00,2018-05-07 17:00:00+00:00,5964,2018-05-07 17:00:00+00:00,2018-05-08 09:00:00+00:00,accepted_breakout,0.0,0.689454090167418,0.770181969944194,0.8653562271773806,1,0,edge_partially_matches_chart,,,1037,5961,5967,2018-05-08 05:00:00+00:00,5964.0,2018-05-07 17:00:00+00:00,5964.0,2018-05-07 17:00:00+00:00,5964.0,2018-05-07 17:00:00+00:00
69,16,5965,5972,5981,4,7,1306.001,1318.872,1312.4365,12.871000000000095,2.6175387166078194,0.6966789381570023,0.6966789381570023,0.5677846791783949,0.5677846791783949,2,2,0.9375,1.0,0.0,0.0,0.38077849428949045,1.620836265353449,0.9967024512543707,0.0,0.4641635527227906,0,0,0,0.9422215316085203,0,1,0.25,0.8125,0.25,0.7331351512858566,0.7155242819543012,0.6750158552666546,0.7331351512858566,0.6810364322237885,0.7331351512858566,0.6241018866770313,0.25,0.9375,1.0,2,1,4,2.0,5973.0,-1,5980.0,5973.0,1.0,-1,1,9.0,0.2,0.27364866167985513,9,0.35,0.5625,0.5447040929600347,0.6041666666666666,0.565134356573342,2018-05-07 21:00:00+00:00,2018-05-09 01:00:00+00:00,5972,2018-05-09 01:00:00+00:00,2018-05-10 13:00:00+00:00,accepted_breakout,1.5132536435347335,0.8018983584396095,0.2282826660085524,0.6798901273044249,1,1,box_too_narrow_for_visible_structure,,,1039,5965,5972,2018-05-09 01:00:00+00:00,5972.0,2018-05-09 01:00:00+00:00,5972.0,2018-05-09 01:00:00+00:00,5972.0,2018-05-09 01:00:00+00:00
70,12,6070,6074,6075,4,4,1296.292,1306.422,1301.357,10.13000000000011,2.247220185147266,0.7143109037275854,0.7143109037275854,0.5934625688742801,0.5934625688742801,2,2,1.0,0.8276000873332667,0.543999999999869,0.12067993886671324,0.3117472852912236,1.5466553929759648,0.700564792171301,0.0,0.685956884294879,0,2,-1,0.5770977295162973,0,1,0.6666666666666667,0.75,0.6666666666666667,0.744910369292616,0.7225024724104699,0.7025340715435577,0.744910369292616,0.7022445848092325,0.744910369292616,0.6611498361381064,0.25,1.0,0.8276000873332667,0,0,0,,6075.0,-1,,6075.0,1.0,-1,-1,1.0,0.4,0.44432844102675717,1,0.65,0.85,0.532585861830654,0.0625,0.2550214654576635,2018-05-31 13:00:00+00:00,2018-06-01 05:00:00+00:00,6074,2018-06-01 05:00:00+00:00,2018-06-01 09:00:00+00:00,accepted_breakout,0.0,3.5488289277168836,0.0,0.5595139464236454,1,1,box_too_narrow_for_visible_structure,,,1056,6070,6074,2018-06-01 05:00:00+00:00,6074.0,2018-06-01 05:00:00+00:00,6074.0,2018-06-01 05:00:00+00:00,6074.0,2018-06-01 05:00:00+00:00
71,5,6094,6097,6128,4,3,1293.565,1301.752,1297.6585,8.186999999999898,1.901944781082094,0.6772683645717827,0.6772683645717827,0.6186418832905621,0.6186418832905621,2,2,1.0,1.0,0.0,0.0,0.45938683278368314,1.0282163919713352,0.8737283891107588,0.0,0.5221456853683234,0,0,0,0.8236635316151547,0,1,0.4,0.4,0.4,0.7335459144078964,0.7025462256964569,0.6470305532532783,0.7335459144078964,0.683245613522083,0.7335459144078964,0.7389301545173613,0.25,1.0,1.0,6,6,12,2.0,6099.0,1,6099.0,6103.0,2.0,1,1,31.0,0.0,0.18984557693485768,31,0.3666666666666667,0.19607843137254902,0.6926816886696334,0.8333333333333333,0.7522880692262318,2018-06-06 13:00:00+00:00,2018-06-07 01:00:00+00:00,6097,2018-06-07 01:00:00+00:00,2018-06-14 05:00:00+00:00,accepted_breakout,3.928084597571464,1.4532493411441585,0.0,0.4444142872652202,1,1,box_too_narrow_for_visible_structure,,,1061,6094,6097,2018-06-07 01:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00
72,12,6093,6097,6128,4,4,1290.231,1301.752,1295.9915,11.520999999999958,2.676475610461341,0.6638590132355715,0.6638590132355715,0.549673443727634,0.549673443727634,2,3,1.0,0.7653640858808806,0.7070000000001073,0.16424513988338357,0.6158319590313387,1.0282163919713352,1.6482592184900058,0.0,0.5667086563362721,0,0,0,0.8359228076266507,0,1,0.75,0.25,0.25,0.6502118989279263,0.678273076776254,0.6539347381506213,0.6502118989279263,0.681341746221543,0.6502118989279263,0.7422931012539637,0.25,1.0,0.7653640858808806,2,2,4,2.0,6099.0,1,6099.0,,2.0,1,1,31.0,0.4,0.3304998700365226,31,0.3,0.20476190476190478,0.6083700749112806,0.8333333333333333,0.7428068044421059,2018-06-06 09:00:00+00:00,2018-06-07 01:00:00+00:00,6097,2018-06-07 01:00:00+00:00,2018-06-14 05:00:00+00:00,accepted_breakout,2.791357399558831,0.21296663334872912,0.0,0.6253935511887929,1,1,box_too_narrow_for_visible_structure,,,1059,6093,6098,2018-06-07 05:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00,6097.0,2018-06-07 01:00:00+00:00
73,12,6500,6503,6505,4,3,1191.146,1202.238,1196.692,11.092000000000098,2.665787505317551,0.6242315811009329,0.6242315811009329,0.5373506974754667,0.5373506974754667,2,2,1.0,0.5873117586173222,1.2019999999999982,0.2888817689678744,0.3680129823296133,1.6847430952286189,0.9810444100889317,0.0,0.5689384957778162,0,1,-1,0.6774251712946319,0,1,0.16666666666666663,0.6666666666666667,0.16666666666666663,0.644767621928141,0.6358313781312342,0.6112019850631266,0.644767621928141,0.643280715743479,0.644767621928141,0.722336852328673,0.25,1.0,0.5873117586173222,0,0,0,,6505.0,-1,,6505.0,2.0,-1,-1,2.0,0.4,0.4880065638610574,2,0.5666666666666667,0.7000000000000001,0.4937588130799582,0.125,0.3138563699366562,2018-09-10 13:00:00+00:00,2018-09-11 01:00:00+00:00,6503,2018-09-11 01:00:00+00:00,2018-09-11 09:00:00+00:00,accepted_breakout,1.1400008417542564,1.3088064945313111,0.18373088790481074,0.9610119563333877,0,1,box_not_visually_real,,,1128,6500,6503,2018-09-11 01:00:00+00:00,6503.0,2018-09-11 01:00:00+00:00,6503.0,2018-09-11 01:00:00+00:00,6503.0,2018-09-11 01:00:00+00:00
74,8,6506,6509,6512,4,3,1187.657,1199.199,1193.4279999999999,11.542000000000144,2.590356268535578,0.6634351894544757,0.6634351894544757,0.6169999365488552,0.6169999365488552,2,2,0.875,1.0,0.0,0.0,0.5848206549991263,1.0754624188895086,1.5148938496460695,0.0,0.5041065068969761,2,0,1,0.6671865072488892,0,1,0.875,0.625,0.625,0.7473225930722222,0.6877309032022948,0.6296048053274683,0.7473225930722222,0.668805590514766,0.7473225930722222,0.7093565355143037,0.25,0.875,1.0,0,0,0,,6512.0,1,6512.0,,3.0,1,1,3.0,0.2,0.13396861998074913,3,0.4166666666666667,0.5833333333333334,0.5499314868200812,0.1875,0.40310787170502027,2018-09-11 13:00:00+00:00,2018-09-12 01:00:00+00:00,6509,2018-09-12 01:00:00+00:00,2018-09-12 13:00:00+00:00,accepted_breakout,3.5589699038625513,0.0,0.0,0.5559462453639112,1,1,box_too_narrow_for_visible_structure,,,1132,6506,6511,2018-09-12 09:00:00+00:00,6509.0,2018-09-12 01:00:00+00:00,6509.0,2018-09-12 01:00:00+00:00,6509.0,2018-09-12 01:00:00+00:00
75,8,6561,6564,6577,4,3,1194.324,1204.101,1199.2125,9.777000000000044,2.4476778595950806,0.6972056090513519,0.6972056090513519,0.6484671812623142,0.6484671812623142,2,2,1.0,1.0,0.0,0.0,0.5468957758003433,1.1090531776625052,1.3386246819325753,0.0,0.46964681738975544,0,0,0,0.955235075517352,0,1,0.5,0.25,0.25,0.7382149831813918,0.7228807302267504,0.6690770074032109,0.7382149831813918,0.6881840232140108,0.7382149831813918,0.7973765457583849,0.25,1.0,1.0,2,2,4,2.0,6571.0,-1,,6571.0,7.0,-1,-1,13.0,0.2,0.46964681738975544,13,0.2666666666666667,0.0625,0.7023696423855614,1.0,0.859759077263057,2018-09-24 17:00:00+00:00,2018-09-25 05:00:00+00:00,6564,2018-09-25 05:00:00+00:00,2018-09-27 09:00:00+00:00,accepted_breakout,0.0,5.205341850870739,0.0,0.4341859845456982,1,1,box_too_narrow_for_visible_structure,,,1146,6561,6564,2018-09-25 05:00:00+00:00,6564.0,2018-09-25 05:00:00+00:00,6564.0,2018-09-25 05:00:00+00:00,6564.0,2018-09-25 05:00:00+00:00
76,5,6734,6737,6739,4,3,1229.666,1236.354,1233.01,6.688000000000102,1.4696439491134032,0.6152367037588999,0.6152367037588999,0.5786075294825467,0.5786075294825467,2,2,1.0,1.0,0.0,0.0,0.29814593301437076,1.031475582706063,0.43816836640733997,2.0,0.5452801632860903,0,0,0,0.7729266347687642,0,1,0.4,0.4,0.4,0.7327466208540611,0.6403024197143433,0.5753799156211018,0.7327466208540611,0.6161536109444621,0.7327466208540611,0.6494033840514203,0.25,1.0,1.0,0,0,0,,6739.0,-1,,6739.0,2.0,-1,-1,2.0,0.2,0.5151617247058128,2,0.5666666666666667,0.7000000000000001,0.44288024662437236,0.125,0.30113672832275973,2018-11-02 13:00:00+00:00,2018-11-05 02:00:00+00:00,6737,2018-11-05 02:00:00+00:00,2018-11-05 10:00:00+00:00,accepted_breakout,0.0,1.961019199064146,0.34632693364528466,0.698850574712659,1,1,box_too_narrow_for_visible_structure,,,1185,6734,6737,2018-11-05 02:00:00+00:00,6737.0,2018-11-05 02:00:00+00:00,6737.0,2018-11-05 02:00:00+00:00,6737.0,2018-11-05 02:00:00+00:00
78,12,6748,6751,6756,4,3,1222.829,1235.83,1229.3294999999998,13.000999999999976,2.507617380774966,0.6451158894643575,0.6451158894643575,0.5696156967906724,0.5696156967906724,3,2,1.0,1.0,0.0,0.0,0.43912006768710643,1.4064722667956986,1.1011451139792676,0.0,0.3559654647452762,2,0,1,0.8497807860933733,0,1,1.0,0.75,0.75,0.7424182063962826,0.6689851229640581,0.6094973626155009,0.7424182063962826,0.633807563218757,0.7424182063962826,0.612072844934667,0.25,1.0,1.0,1,0,0,0.0,6755.0,-1,,6755.0,4.0,-1,0,5.0,0.2,0.2733000823938318,5,0.2666666666666667,0.4583333333333333,0.5575094780560963,0.3958333333333333,0.5329190361806907,2018-11-06 22:00:00+00:00,2018-11-07 10:00:00+00:00,6751,2018-11-07 10:00:00+00:00,2018-11-08 06:00:00+00:00,accepted_breakout,0.016748966697198615,1.2669396951691538,0.5721037793778825,0.8057139315815569,1,1,edge_partially_matches_chart,,,1190,6748,6754,2018-11-07 22:00:00+00:00,6751.0,2018-11-07 10:00:00+00:00,6751.0,2018-11-07 10:00:00+00:00,6751.0,2018-11-07 10:00:00+00:00
80,16,6898,6901,6910,7,3,1240.834,1250.171,1245.5025,9.336999999999989,2.605458916785131,0.6708189286067301,0.6708189286067301,0.6090525045003845,0.6090525045003845,2,2,1.0,0.9162859938914345,0.21000000000003638,0.05859980427599581,0.5461068865802655,1.1825998596268121,1.4228590571583188,0.0,0.4381113652901935,0,0,0,0.877583806361767,0,1,0.125,0.6875,0.125,0.718362625955113,0.6934569078192939,0.6441960344924353,0.718362625955113,0.6822638649105575,0.718362625955113,0.7463905704787258,0.25,1.0,0.9162859938914345,1,1,2,2.0,6906.0,-1,,6906.0,5.0,-1,0,,0.0,0.44841199891686084,9,0.2666666666666667,0.25,0.6303604647208082,0.6458333333333334,0.6802984495135355,2018-12-12 02:00:00+00:00,2018-12-12 14:00:00+00:00,6901,2018-12-12 14:00:00+00:00,2018-12-14 02:00:00+00:00,superseded,1.194799111951141,2.6509725236898696,0.0,0.7110654177138016,1,1,box_too_narrow_for_visible_structure,,,1208,6898,6907,2018-12-13 14:00:00+00:00,6901.0,2018-12-12 14:00:00+00:00,6901.0,2018-12-12 14:00:00+00:00,6901.0,2018-12-12 14:00:00+00:00
81,12,6906,6910,6911,4,4,1240.037,1247.058,1243.5475000000001,7.020999999999958,2.2225144318177534,0.6886043112755911,0.6886043112755911,0.5251327953840199,0.5251327953840199,4,2,1.0,1.0,0.0,0.0,0.1670702179176768,1.8511984613687795,0.3713159704489737,0.0,0.6705197448126128,0,2,-1,0.5030622418458724,0,1,0.5833333333333333,0.75,0.5833333333333333,0.7006772742062254,0.7061757702438971,0.6719126116733126,0.7006772742062254,0.6677235443664216,0.7006772742062254,0.5824409579976885,0.25,1.0,1.0,0,0,0,,6911.0,-1,,6911.0,1.0,-1,-1,1.0,0.8,0.6695706722792572,1,0.65,0.85,0.45400363490684237,0.0625,0.23537590872671058,2018-12-13 10:00:00+00:00,2018-12-14 02:00:00+00:00,6910,2018-12-14 02:00:00+00:00,2018-12-14 06:00:00+00:00,accepted_breakout,0.15567952902650745,3.2233761443522706,0.0,0.507334344967121,1,1,box_too_narrow_for_visible_structure,,,1210,6906,6910,2018-12-14 02:00:00+00:00,6910.0,2018-12-14 02:00:00+00:00,6910.0,2018-12-14 02:00:00+00:00,6910.0,2018-12-14 02:00:00+00:00
83,16,7026,7032,7048,7,6,1285.598,1295.817,1290.7075,10.219000000000051,2.4254540515030603,0.7036307031522002,0.7036307031522002,0.5713593456874848,0.5713593456874848,2,4,0.9375,1.0,0.0,0.0,0.3032586358743436,1.6899141644683424,0.7355398870347181,0.0,0.4056767899547575,1,1,0,0.9483641582672921,0,1,0.6875,1.0,0.6875,0.7077984168694251,0.7234635967062826,0.6863042383720153,0.7077984168694251,0.6996519883428961,0.7077984168694251,0.6787242715578847,0.25,0.9375,1.0,0,0,0,,,0,,,,0,0,,0.0,0.4056767899547575,16,0.4,0.7575757575757575,0.3733101183006936,0.25,0.3493123780600219,2019-01-14 06:00:00+00:00,2019-01-15 06:00:00+00:00,7032,2019-01-15 06:00:00+00:00,2019-01-17 22:00:00+00:00,superseded,0.0,0.8485009224250795,0.7171663591916402,0.8323694713692282,1,1,edge_partially_matches_chart,,,1233,7026,7035,2019-01-15 18:00:00+00:00,7032.0,2019-01-15 06:00:00+00:00,7032.0,2019-01-15 06:00:00+00:00,7032.0,2019-01-15 06:00:00+00:00
85,16,7043,7048,7050,4,5,1286.653,1295.299,1290.976,8.645999999999958,2.2841602574840487,0.6855328279096455,0.6855328279096455,0.5319568845271015,0.5319568845271015,6,2,0.9375,0.8562068242785066,0.3810000000000855,0.10065522300504534,0.47328244274807896,1.203107311193917,1.0810529462901315,0.0,0.48523981642944997,0,0,0,0.8779397023671851,0,1,0.8125,0.1875,0.1875,0.6603896604771077,0.7007770874087281,0.6767505567196221,0.6603896604771077,0.68618429266877,0.6603896604771077,0.6758661750871496,0.25,0.9375,0.8562068242785066,0,0,0,,7050.0,-1,,7050.0,2.0,-1,-1,2.0,0.4,0.3787576834718478,2,0.5,0.7380952380952381,0.44214866843255474,0.125,0.30666811948909106,2019-01-17 02:00:00+00:00,2019-01-17 22:00:00+00:00,7048,2019-01-17 22:00:00+00:00,2019-01-18 06:00:00+00:00,accepted_breakout,0.0,2.394315364730158,0.2018948784232807,0.6125398512221008,1,1,box_too_narrow_for_visible_structure,,,1237,7043,7049,2019-01-18 02:00:00+00:00,7048.0,2019-01-17 22:00:00+00:00,7048.0,2019-01-17 22:00:00+00:00,7048.0,2019-01-17 22:00:00+00:00
86,12,7063,7066,7072,7,3,1276.718,1285.651,1281.1845,8.932999999999993,2.5505483098330357,0.6112314402480385,0.6112314402480385,0.5168591090774339,0.5168591090774339,3,2,0.9166666666666666,0.903331155837803,0.23700000000008004,0.0676681909135379,0.816634949065247,0.4676814207440828,2.082866889088953,1.0,0.7731603205335305,3,0,1,0.24971081010487217,0,1,1.0,0.5,0.5,0.6880970229936015,0.6305557316090372,0.5827005422655096,0.6880970229936015,0.602350102067519,0.6880970229936015,0.5852379625885018,0.25,0.9166666666666666,0.903331155837803,2,2,4,2.0,7067.0,1,7067.0,,1.0,1,0,,0.8,0.6053684800973852,6,0.4166666666666667,0.3611111111111111,0.632586863493647,0.6666666666666666,0.6359244936511895,2019-01-22 14:00:00+00:00,2019-01-23 02:00:00+00:00,7066,2019-01-23 02:00:00+00:00,2019-01-24 02:00:00+00:00,superseded,0.3171866993779576,0.03646274788896767,0.8821168509110249,0.9082867310625277,1,0,edge_matches_chart_well,,,1239,7063,7066,2019-01-23 02:00:00+00:00,7066.0,2019-01-23 02:00:00+00:00,7066.0,2019-01-23 02:00:00+00:00,7066.0,2019-01-23 02:00:00+00:00
87,16,7069,7072,7080,4,3,1276.718,1286.46,1281.589,9.741999999999962,2.6147717389091434,0.6558579762146802,0.6558579762146802,0.5946873220259364,0.5946873220259364,3,2,1.0,1.0,0.0,0.0,0.5103674810100595,1.280277273105791,1.3344944658033524,0.0,0.45112122065655474,1,0,1,0.7466639293779582,0,1,0.8125,0.25,0.25,0.7119932427718171,0.6818206162516297,0.6250677159345008,0.7119932427718171,0.6678363094442091,0.7119932427718171,0.7254048828487843,0.25,1.0,1.0,1,1,2,2.0,7074.0,-1,7080.0,7074.0,2.0,-1,1,8.0,0.6,0.37186584902599706,8,0.3666666666666667,0.42424242424242425,0.495236204055934,0.5,0.5406272328321653,2019-01-23 14:00:00+00:00,2019-01-24 02:00:00+00:00,7072,2019-01-24 02:00:00+00:00,2019-01-25 10:00:00+00:00,accepted_breakout,6.511084599339644,0.03556715816382246,0.0,0.36269545793000735,1,1,box_too_narrow_for_visible_structure,,,1241,7069,7075,2019-01-24 14:00:00+00:00,7072.0,2019-01-24 02:00:00+00:00,7072.0,2019-01-24 02:00:00+00:00,7072.0,2019-01-24 02:00:00+00:00
