range_id,confirm_age_until_first_material_mismatch,bars_until_active_box_looks_stale,post_confirm_boundary_pressure,post_confirm_internal_containment_decay,post_confirm_relevance_decay,failure_classification,frozen_chart_faithfulness_score,recompute_chart_faithfulness_score,bounded_refresh_chart_faithfulness_score,frozen_visual_plausibility_score,recompute_visual_plausibility_score,bounded_refresh_visual_plausibility_score,frozen_source_coherence_score,recompute_source_coherence_score,bounded_refresh_source_coherence_score
123,3.0,3.0,0.4501128158844767,0.0625,1.5086979166666683,active_box_remained_truthful,0.0,0.43145833333333405,0.0,0.6458333333333334,0.48102374551971483,0.4360591397849473,1.0,0.07411290322581054,0.5581774193548419
124,4.0,4.0,0.5823286114333243,0.33333333333333337,0.43402777777777146,active_box_remained_truthful,0.46527777777779045,0.48011111111111404,0.48011111111111404,0.7106481481481524,0.7126259259259289,0.7126259259259289,1.0,0.9911000000000059,0.9911000000000059
126,2.0,2.0,0.45526578656084143,0.08333333333333337,1.049875000000002,frozen_box_became_stale,0.0,0.7395833333333397,0.7395833333333397,0.6388888888888888,0.7689671717171738,0.7689671717171738,1.0,0.5673181818181816,0.5673181818181816
127,5.0,5.0,0.35114865024724157,0.0,0.21491666666664996,lineage_fragmentation,0.5701666666667,0.6835000000000062,0.6835000000000062,0.8567222222222334,0.8718333333333409,0.8718333333333409,1.0,0.9320000000000164,0.9320000000000164
128,3.0,3.0,0.7455639151110796,0.25,0.6137500000000007,active_box_remained_truthful,0.02249999999999852,0.943333333333347,0.02249999999999852,0.5908333333333329,0.6477777777777823,0.5908333333333329,1.0,0.0,1.0
129,2.0,1.0,0.762319250343326,0.25,0.9648333333333406,confirm_too_late,0.0,0.7789999999999964,0.0,0.5833333333333334,0.5929999999999988,0.5833333333333334,1.0,0.0,1.0
131,,,0.3012596557581955,0.0,0.0,lineage_fragmentation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,5.0,5.0,0.5244423514560375,0.07692307692307687,0.5485384615384739,active_box_remained_truthful,0.0,0.7575897435897332,0.27071794871793686,0.6410256410256411,0.6119188034187965,0.6877094017093951,1.0,0.07816666666665617,0.8693333333333252
134,3.0,3.0,0.5995655564219674,0.19999999999999996,0.8667333333333318,active_box_remained_truthful,0.0,0.0,0.0,0.6,0.45279166666667076,0.45279166666667076,1.0,0.5583750000000123,0.5583750000000123
136,6.0,6.0,0.3861416695424787,0.052631578947368474,0.7080350877193053,active_box_remained_truthful,0.0,0.9295789473684188,0.5801754385964901,0.6491228070175438,0.7446096491228061,0.7950053606237805,1.0,0.30424999999999924,0.8574722222222199
137,2.0,2.0,0.7361959405268647,0.5,0.4887083333333161,confirm_too_late,0.5225833333333678,0.8972500000000233,0.8972500000000233,0.674194444444456,0.632638888888904,0.632638888888904,1.0,0.2506666666666888,0.2506666666666888
138,1.0,1.0,0.8503401360544126,0.33333333333333337,1.453055555555554,confirm_too_early,0.0,0.0,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,1.0,1.0,1.0
139,1.0,1.0,0.7862682050312133,0.5,7.148750000000007,confirm_too_late,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
141,4.0,4.0,0.35809622348680414,0.19999999999999996,0.40766666666666723,active_box_remained_truthful,0.3846666666666655,0.3846666666666655,0.3846666666666655,0.728222222222222,0.728222222222222,0.728222222222222,1.0,1.0,1.0
142,1.0,1.0,0.43914362778152083,0.0625,1.475260416666669,active_box_remained_truthful,0.0,0.24187499999999318,0.0,0.6458333333333334,0.41968055555555184,0.599888888888889,1.0,0.14216666666666244,0.924666666666667
143,1.0,1.0,0.4710020916524084,0.33333333333333337,2.9877777777777763,confirm_too_late,0.0,0.0,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,1.0,1.0,1.0
144,2.0,2.0,0.376585429202196,0.038461538461538436,0.5856089743589861,frozen_box_became_stale,0.0,0.7225641025640954,0.7225641025640954,0.6538461538461539,0.7447008547008492,0.7447008547008492,1.0,0.5499999999999909,0.5499999999999909
145,1.0,1.0,0.3483353290116536,0.04347826086956519,0.7098188405796931,active_box_remained_truthful,0.0,0.44210144927537043,0.44210144927537043,0.6521739130434783,0.6763823012736112,0.6763823012736112,1.0,0.5870454545454633,0.5870454545454633
147,3.0,3.0,0.3091762252346217,0.1428571428571429,0.6189285714285797,active_box_remained_truthful,0.0,0.5654761904761796,0.15547619047618444,0.6190476190476191,0.5794642857142834,0.6343452380952345,1.0,0.1729166666666705,0.8904166666666621
148,1.0,1.0,0.3482629916738385,0.11111111111111116,0.4393518518518502,active_box_remained_truthful,0.23240740740741073,0.5674074074074136,0.5674074074074136,0.7070987654320998,0.7651195987654331,0.7651195987654331,1.0,0.8390624999999972,0.8390624999999972
149,4.0,3.0,0.2719854280510013,0.08333333333333337,0.7313888888888838,frozen_box_became_stale,0.0,0.7588888888888872,0.7588888888888872,0.6388888888888888,0.786447811447808,0.786447811447808,1.0,0.6004545454545367,0.6004545454545367
150,1.0,1.0,0.27468894109458375,0.11111111111111116,1.0908333333333413,active_box_remained_truthful,0.0,0.11611111111110228,0.11611111111110228,0.6296296296296297,0.5037499999999951,0.5037499999999951,1.0,0.5062499999999943,0.5062499999999943
151,2.0,1.0,0.5834994462901443,0.125,1.2607291666666545,active_box_remained_truthful,0.0,0.39770833333333633,0.0,0.625,0.5281646825396837,0.625,1.0,0.3117857142857149,1.0
154,2.0,2.0,0.61402693915467,0.16666666666666663,0.8411111111110976,active_box_remained_truthful,0.0,0.49361111111111067,0.49361111111111067,0.6111111111111112,0.5738148148148201,0.5738148148148201,1.0,0.3945000000000164,0.3945000000000164
155,5.0,1.0,0.3536343830461494,0.16666666666666663,0.3023611111111298,active_box_remained_truthful,0.561944444444407,0.6080555555555267,0.6080555555555267,0.7984259259259135,0.7861296296296149,0.7861296296296149,1.0,0.9169999999999845,0.9169999999999845
156,1.0,1.0,0.5473903966597171,0.5,0.8712500000000128,confirm_too_early,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
157,2.0,2.0,0.24137931034483465,0.0,0.4260714285714389,frozen_box_became_stale,0.14785714285712215,0.8302380952380927,0.8302380952380927,0.7159523809523741,0.8424404761904692,0.8424404761904692,1.0,0.6970833333333151,0.6970833333333151
158,2.0,2.0,0.6661390735464838,0.33333333333333337,0.639444444444444,confirm_too_late,0.054444444444445406,0.054444444444445406,0.054444444444445406,0.5737037037037039,0.5737037037037039,0.5737037037037039,1.0,1.0,1.0
159,1.0,1.0,0.8965426925091661,0.5,1.4895833333333333,confirm_too_early,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
160,1.0,1.0,0.5110937092143091,0.5,1.2800000000000107,confirm_too_early,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
161,2.0,2.0,0.7149398065916692,0.19999999999999996,1.351166666666662,active_box_remained_truthful,0.0,0.08833333333335158,0.08833333333335158,0.6,0.36277777777778386,0.36277777777778386,1.0,0.0,0.0
162,2.0,2.0,0.366440101954119,0.045454545454545414,1.0054924242424115,active_box_remained_truthful,0.0,0.7240151515151527,0.033409090909093275,0.6515151515151515,0.5746717171717176,0.46138167388167545,1.0,0.0,0.39619047619047854
163,1.0,1.0,0.7259968520461739,0.25,1.4682291666666742,active_box_remained_truthful,0.0,0.0,0.0,0.5833333333333334,0.3274999999999972,0.3274999999999972,1.0,0.2324999999999916,0.2324999999999916
165,1.0,1.0,0.7678075855689244,0.33333333333333337,1.1261111111111226,confirm_too_late,0.0,0.0,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,1.0,1.0,1.0
166,3.0,1.0,0.3634190077704743,0.25,0.8116666666666769,active_box_remained_truthful,0.0,0.8424999999999917,0.8424999999999917,0.5833333333333334,0.614166666666664,0.614166666666664,1.0,0.0,0.0
167,2.0,2.0,0.4376409299432346,0.08333333333333337,0.9066666666666632,active_box_remained_truthful,0.0,0.18194444444444946,0.18194444444444946,0.6388888888888888,0.559840067340072,0.559840067340072,1.0,0.5809090909090999,0.5809090909090999
168,2.0,2.0,0.3755998080614211,0.0625,1.0111979166666791,active_box_remained_truthful,0.0,0.482916666666668,0.0,0.6458333333333334,0.4734722222222227,0.5705555555555546,1.0,0.0,0.8366666666666637
169,1.0,1.0,0.7723889555822414,0.4,0.9053333333333513,confirm_too_late,0.0,0.22933333333332184,0.0,0.5333333333333333,0.47644444444443307,0.5333333333333333,1.0,0.39999999999997726,1.0
172,6.0,4.0,0.5835834638795548,0.17647058823529416,0.9192156862745098,active_box_remained_truthful,0.0,0.9482352941176495,0.9482352941176495,0.6078431372549019,0.8240226715686281,0.8240226715686281,1.0,0.5826562499999994,0.5826562499999994
173,1.0,1.0,0.856447688564473,0.5,0.4900000000000091,confirm_too_late,0.5199999999999818,0.5199999999999818,0.5199999999999818,0.6733333333333272,0.6733333333333272,0.6733333333333272,1.0,1.0,1.0
174,6.0,6.0,0.4100657561962535,0.0,0.3490000000000047,active_box_remained_truthful,0.3019999999999906,0.9851666666666612,0.44116666666666327,0.7673333333333302,0.6617222222222204,0.7795555555555539,1.0,0.0,0.8974999999999985
175,2.0,2.0,0.38479809976246754,0.0714285714285714,1.4815476190476007,active_box_remained_truthful,0.0,0.2663095238095279,0.0,0.6428571428571429,0.39829365079365214,0.4826373626373613,1.0,0.0,0.5907692307692269
176,2.0,2.0,0.6208333333333311,0.19999999999999996,0.3540000000000039,active_box_remained_truthful,0.4919999999999921,0.5766666666666576,0.5766666666666576,0.7639999999999972,0.8324305555555528,0.8324305555555528,1.0,0.9206250000000011,0.9206250000000011
177,3.0,3.0,0.32256085088975,0.25,0.6427083333333314,frozen_box_became_stale,0.0,1.0,1.0,0.5833333333333334,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0
178,1.0,1.0,0.8806774441878352,0.5,1.502083333333322,confirm_too_late,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
180,3.0,3.0,0.4494362828834939,0.25,0.5129166666666645,active_box_remained_truthful,0.22416666666667118,1.0,1.0,0.6580555555555571,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0
181,2.0,2.0,0.6691530691530705,0.33333333333333337,0.3538888888888828,confirm_too_late,0.6255555555555676,0.6255555555555676,0.6255555555555676,0.764074074074078,0.764074074074078,0.764074074074078,1.0,1.0,1.0
182,3.0,3.0,0.4934644303065349,0.19999999999999996,0.45499999999999546,active_box_remained_truthful,0.29000000000000903,0.4853333333333315,0.4853333333333315,0.6966666666666695,0.7007361111111138,0.7007361111111138,1.0,0.8168750000000102,0.8168750000000102
184,2.0,2.0,0.5387337413925035,0.25,1.0181249999999884,confirm_too_late,0.0,0.47708333333334474,0.47708333333334474,0.5833333333333334,0.49236111111111497,0.49236111111111497,1.0,0.0,0.0
186,3.0,2.0,0.6501170177198223,0.25,0.7620833333333413,active_box_remained_truthful,0.0,0.9208333333333295,0.0,0.5833333333333334,0.6402777777777765,0.5833333333333334,1.0,0.0,1.0
187,3.0,3.0,0.5996823617339285,0.25,0.5597916666666738,active_box_remained_truthful,0.1304166666666523,0.9891666666666575,0.1304166666666523,0.6268055555555508,0.6630555555555525,0.6268055555555508,1.0,0.0,1.0
188,2.0,1.0,0.4859611231101435,0.33333333333333337,0.7658333333333378,confirm_too_late,0.0,0.0,0.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,1.0,1.0,1.0
190,1.0,1.0,0.6561717352415015,0.5,0.5412499999999909,confirm_too_early,0.4175000000000182,0.4175000000000182,0.4175000000000182,0.6391666666666728,0.6391666666666728,0.6391666666666728,1.0,1.0,1.0
191,1.0,1.0,0.5276100086281322,0.5,0.9166666666666666,confirm_too_early,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0
193,3.0,3.0,0.3869475847893052,0.0,0.13333333333333658,lineage_fragmentation,0.7333333333333268,0.9771428571428563,0.9771428571428563,0.9111111111111089,0.9518253968253956,0.9518253968253956,1.0,0.8783333333333303,0.8783333333333303
