range_id,candidate_lookback_bars,birth_idx,confirm_idx,end_idx,state,confirm_latency_bars,low,high,mid,width_abs,width_atr,strength_raw,strength,strength_raw_legacy,strength_legacy,upper_touches,lower_touches,close_inside_frac,boundary_stability_score,candidate_boundary_drift_abs,candidate_boundary_drift_atr,confirm_close_position_in_range,confirm_dist_to_upper_atr,confirm_dist_to_lower_atr,confirm_regime,range_recent_pressure_imbalance,range_recent_upper_pressure_count,range_recent_lower_pressure_count,range_recent_pressure_dominant_side,range_recent_equilibrium_score,range_recent_expansion_veto_flag,range_viability_gate_pass,range_recent_upper_touch_freshness,range_recent_lower_touch_freshness,range_recent_two_sided_freshness_score,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_formation_legacy,range_strength_viability_legacy,range_touch_quality_score,range_containment_quality_score,range_stability_quality_score,break_pending_count,reclaimed_count,total_pending_bars,mean_pending_duration_bars,first_breach_idx,first_breach_side,first_upper_breach_idx,first_lower_breach_idx,bars_to_first_breach,breakout_side_first,accepted_breakout_side,bars_to_breakout_accept,audit_range_recent_pressure_imbalance_legacy,audit_range_recent_pressure_imbalance_v2,duration_bars,rb_micro_box_risk_score,rb_late_confirm_fragility_score,rb_boundary_relevance_score,rb_monitor_worthiness_score,rb_plausibility_score,strength_repair_v1,strength_repair_v2,strength_repair_v3,strength_repair_v4,contract_bucket,later_meaningful_interaction_flag,later_nontrivial_breach_reclaim_flag,later_useful_event_overlap_flag,interpretive_value_flag,source_family_confluence_score
1,12,18,21,24,4,3,1306.07,1322.238,1314.154,16.16800000000012,2.9068439218971287,0.6316271526372463,0.6316271526372463,0.584971435479074,0.584971435479074,2,2,1.0,1.0,0.0,0.0,0.6470806531420035,1.0258814583340718,1.8809624635630569,,0.5514273403631009,0,0,0,0.8680108857001485,0,1,0.5833333333333333,0.16666666666666663,0.16666666666666663,0.6955585441359442,0.6602613060783359,0.5973454411069395,0.6955585441359442,0.6500459096561986,0.6955585441359442,0.7350160539104422,0.25,1.0,1.0,0,0,0,,24.0,1,24.0,,3.0,1,1,3.0,0.4,0.46990190181471697,3,0.4166666666666667,0.5833333333333334,0.4890684765582445,0.1875,0.38789211913956106,0.3533652068463605,0.4094332537954372,0.46590687731111113,0.2536207538095375,unclassified,1,0,0,1,0.5
2,8,174,177,178,4,3,1286.076,1295.375,1290.7255,9.298999999999978,2.059374891275531,0.6848020226197199,0.6848020226197199,0.6168499283546941,0.6168499283546941,2,3,1.0,1.0,0.0,0.0,0.678460049467683,0.66217130066823,1.397203590607301,0.0,0.37516309004870096,0,1,-1,0.9806789260493882,0,1,0.375,0.75,0.375,0.7412285086621848,0.7089625529860445,0.655478939345213,0.7412285086621848,0.6898430672791547,0.7412285086621848,0.7203323517332578,0.25,1.0,1.0,0,0,0,,178.0,-1,,178.0,1.0,-1,-1,1.0,0.6,0.2887778122156309,1,0.7166666666666667,0.8333333333333334,0.4646233765273457,0.0625,0.2280308441318364,0.2180023237928204,0.3027596266541679,0.3387898475482086,0.13186327374959494,strong_false_positive,0,0,0,0,1.0
5,12,360,363,365,4,3,1230.606,1241.86,1236.233,11.253999999999905,2.132493646883549,0.7269413198779302,0.7269413198779302,0.6271899101171763,0.6271899101171763,3,5,0.9166666666666666,1.0,0.0,0.0,0.4892482672827556,1.0891748251542883,1.043318821729261,0.0,0.4626161946913152,0,0,0,0.899887447426083,0,1,0.5833333333333333,0.75,0.5833333333333333,0.7534940470648757,0.7486210006037655,0.7044819517183175,0.7534940470648757,0.7253663148345806,0.7534940470648757,0.7206256695287366,0.5,0.9166666666666666,1.0,0,0,0,,365.0,-1,,365.0,2.0,-1,-1,2.0,0.2,0.32531263729493376,2,0.4666666666666667,0.7000000000000001,0.5911846756827338,0.125,0.3582128355873501,0.3389146160507692,0.40523724389144644,0.45921066531178845,0.23675642746728498,unclassified,0,0,0,0,1.0
6,8,419,422,427,4,3,1204.109,1219.954,1212.0315,15.845000000000027,2.645492178439772,0.6266246826338493,0.6266246826338493,0.5438160024302438,0.5438160024302438,2,3,1.0,1.0,0.0,0.0,0.31978542126853887,1.7995023476947847,0.845989830744987,1.0,0.6613671074539671,0,2,-1,0.44022299358368255,0,1,0.375,0.875,0.375,0.6857432169369782,0.6525105966040526,0.5954215494103778,0.6857432169369782,0.6301833732256474,0.6857432169369782,0.6550525740993757,0.25,1.0,1.0,0,0,0,,427.0,1,427.0,,5.0,1,1,5.0,1.0,0.5894635872264077,5,0.2666666666666667,0.4583333333333333,0.5726617605564542,0.3125,0.5075404401391136,0.4694658753243071,0.5076226549126459,0.5635290586824906,0.37709123019521795,fragile_but_plausible,1,1,1,1,1.0
8,16,428,431,435,4,3,1204.109,1222.216,1213.1625,18.10699999999997,2.7659934941316515,0.5955882080273438,0.5955882080273438,0.5222824429198821,0.5222824429198821,2,5,0.9375,1.0,0.0,0.0,0.5165957916827778,1.3370928952412982,1.4289005988903531,0.0,0.4503202063246764,0,0,0,0.9909243202444653,0,1,0.8125,0.4375,0.4375,0.6650796773165107,0.6247343673950666,0.5599867990721901,0.6650796773165107,0.6023194805606508,0.6650796773165107,0.6421550698687402,0.25,0.9375,1.0,0,0,0,,435.0,-1,,435.0,4.0,-1,-1,4.0,0.4,0.29545855109942315,4,0.2666666666666667,0.4761904761904762,0.4506789068061843,0.25,0.4515982981301174,0.4181228004814102,0.4481181587441736,0.5180327095931021,0.312914914205427,fragile_but_plausible,1,1,1,1,0.5
9,8,636,639,662,7,3,1174.932,1202.208,1188.5700000000002,27.276000000000067,2.817695549263534,0.6544029860277789,0.6544029860277789,0.6088516589160171,0.6088516589160171,2,2,1.0,1.0,0.0,0.0,0.5905557999706668,1.1536891000944203,1.6640064491691136,1.0,0.3765128817088257,0,1,-1,0.9303905753531727,0,1,0.25,0.625,0.25,0.7205157780845763,0.682064477555813,0.6205892864151427,0.7205157780845763,0.6577857990942385,0.7205157780845763,0.7417032757066339,0.25,1.0,1.0,4,4,8,2.0,645.0,1,645.0,,6.0,1,0,,0.6,0.3802157986532189,23,0.2666666666666667,0.038461538461538464,0.6312123943723974,1.0,0.8467774575674583,0.7443803886584115,1.0,0.7586666666666666,0.7315111761837744,durable_plausible,1,1,1,1,1.0
11,16,662,665,671,4,3,1190.124,1203.61,1196.867,13.485999999999876,2.1102308197523247,0.6846275894263296,0.6846275894263296,0.6214554050389495,0.6214554050389495,2,2,1.0,0.8433007982196945,0.7010000000000218,0.10968944124621381,0.5550200207622696,0.9390104663602082,1.1712203533921166,0.0,0.5094110151944299,0,0,0,0.8829403331850336,0,1,0.5,0.5625,0.5,0.7431775410529466,0.7014346004387693,0.6611417079156217,0.7431775410529466,0.6904351634220889,0.7431775410529466,0.7270232004016627,0.25,1.0,0.8433007982196945,2,1,4,2.0,667.0,-1,,667.0,2.0,-1,-1,6.0,0.0,0.4182094133838935,6,0.3666666666666667,0.4444444444444444,0.6077366961062163,0.5833333333333333,0.5938786184709985,0.538178160216384,0.839495553082763,0.6330716065110137,0.4733431043007169,fragile_but_plausible,1,1,0,1,1.0
12,5,699,702,704,4,3,1200.874,1213.383,1207.1285,12.509000000000015,1.5612257893766979,0.6188973466677439,0.6188973466677439,0.562017900920033,0.562017900920033,2,2,1.0,1.0,0.0,0.0,0.2678871212726742,1.1429935070039159,0.418232282372782,0.0,0.6667968684419565,0,2,-1,0.5570922269299297,0,1,0.4,1.0,0.4,0.7111272511661507,0.6443941731576878,0.582723227696446,0.7111272511661507,0.6209535387814481,0.7111272511661507,0.6505328921989727,0.25,1.0,1.0,0,0,0,,704.0,-1,,704.0,2.0,-1,-1,2.0,0.4,0.3565458195864393,2,0.5666666666666667,0.7000000000000001,0.46049213898269825,0.125,0.3055397014123412,0.2789426596058264,0.3513407731670663,0.3982069084830245,0.1847838654257526,weak_false_positive,0,0,0,0,1.0
13,5,764,768,771,4,4,1193.463,1200.421,1196.942,6.958000000000084,0.9419348103286179,0.6433024482319081,0.6433024482319081,0.5632209751220109,0.5632209751220109,3,3,1.0,0.8371639817893965,0.8419999999998709,0.1139852127474224,0.6580914055763001,0.3220556070382122,0.6198792032904058,0.0,0.3645134057331427,1,2,-1,0.932835105873334,0,1,1.0,0.8,0.8,0.7518804771548135,0.6537439015704004,0.6171591427999098,0.7518804771548135,0.6247222583811123,0.7518804771548135,0.5818052031649409,0.5,1.0,0.8371639817893965,1,1,2,2.0,769.0,1,769.0,771.0,1.0,1,-1,3.0,0.2,0.3645134057331427,3,0.35,0.6071428571428571,0.4663977199349906,0.35416666666666663,0.4491291918885095,0.4317215258417365,0.5679536190534388,0.5403352302497884,0.3339513661203668,unclassified,1,1,0,1,1.0
14,12,1055,1058,1064,4,3,1204.309,1223.174,1213.7415,18.86500000000001,2.9020988739231224,0.5899940061385185,0.5899940061385185,0.512824280124804,0.512824280124804,2,3,0.9166666666666666,1.0,0.0,0.0,0.1305062284654115,2.523356895253698,0.37874197866942444,0.0,0.48639108248101814,0,2,-1,0.5900167859351579,0,1,0.75,1.0,0.75,0.6796249352115505,0.618328920709685,0.5518517292470534,0.6796249352115505,0.5862621092928273,0.6796249352115505,0.5909492465506591,0.25,0.9166666666666666,1.0,2,1,2,1.0,1059.0,-1,,1059.0,1.0,-1,0,6.0,0.0,0.1709489742179613,6,0.4166666666666667,0.5277777777777778,0.439980985784015,0.5416666666666666,0.5106896908904481,0.46058782741191484,0.7597942069449547,0.560070884817562,0.39005927592238565,fragile_but_plausible,1,1,0,1,0.5
15,8,1143,1146,1148,4,3,1168.752,1187.904,1178.328,19.152000000000044,2.941552023396675,0.5929120547141378,0.5929120547141378,0.4829259947870852,0.4829259947870852,2,2,0.875,1.0,0.0,0.0,0.7499477861319979,0.7355415956582397,2.2060104277384354,2.0,0.7149799826119533,1,0,1,0.5592801448064595,0,1,0.625,0.25,0.25,0.6351876498297166,0.6235372329402605,0.5604228097857019,0.6351876498297166,0.5936802516002708,0.6351876498297166,0.6004811725494288,0.25,0.875,1.0,1,0,2,2.0,1147.0,1,1147.0,,1.0,1,1,2.0,0.6,0.7149799826119533,2,0.6166666666666667,0.7833333333333333,0.3990605083211523,0.20833333333333331,0.29268179374695474,0.26812849060140764,0.34649907007037817,0.3789884287585074,0.18757762031692418,strong_false_positive,1,0,1,1,1.0
16,8,1328,1331,1337,4,3,1185.641,1199.742,1192.6915,14.100999999999885,2.5109337819179953,0.6436975426208922,0.6436975426208922,0.5344591524790683,0.5344591524790683,2,3,0.875,1.0,0.0,0.0,0.3796893837316402,1.5575588816705952,0.9533749002474002,1.0,0.3958708769448187,1,0,1,0.7971538661560758,0,1,0.5,0.375,0.375,0.7121635996256265,0.6683967317279472,0.6119956546502086,0.7121635996256265,0.628981100370203,0.7121635996256265,0.5841207290947036,0.25,0.875,1.0,0,0,0,,1337.0,-1,,1337.0,6.0,-1,-1,6.0,0.4,0.3958708769448187,6,0.2666666666666667,0.4444444444444444,0.6402050419388471,0.375,0.5490790382624895,0.5094478874445687,0.6342183806106773,0.600077091969692,0.42559773278833773,fragile_but_plausible,1,1,0,1,1.0
17,12,1404,1408,1414,4,4,1201.141,1214.837,1207.989,13.695999999999913,2.79478915555388,0.6654428424170338,0.6654428424170338,0.5664467245842947,0.5664467245842947,2,2,1.0,1.0,0.0,0.0,0.24204147196260575,2.118334274518491,0.6764548810353891,0.0,0.681033706631724,0,2,-1,0.5365556853582435,0,1,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.7125012829388294,0.6857966617785128,0.6408162836699041,0.7125012829388294,0.6623156832708998,0.7125012829388294,0.6583525254576651,0.25,1.0,1.0,0,0,0,,1414.0,-1,,1414.0,6.0,-1,-1,6.0,0.6,0.6525327835929415,6,0.2,0.4666666666666666,0.6356174700857923,0.375,0.5568210341881148,0.5334591379508143,0.6419916740434689,0.6175856764297052,0.44513822483513815,fragile_but_plausible,1,1,0,1,1.0
19,12,1589,1592,1594,4,3,1162.814,1174.777,1168.7955000000002,11.962999999999965,2.682040654426814,0.6405553943211244,0.6405553943211244,0.60730154443715,0.60730154443715,2,2,1.0,1.0,0.0,0.0,0.4268160160494867,1.537302747421603,1.1447379070052106,0.0,0.49628351632194295,0,0,0,0.984535651592408,0,1,0.75,0.6666666666666667,0.6666666666666667,0.7582983048635822,0.6646415987743378,0.601484116893632,0.7582983048635822,0.6400750179161238,0.7582983048635822,0.6681236582446789,0.25,1.0,1.0,0,0,0,,1594.0,-1,,1594.0,2.0,-1,-1,2.0,0.0,0.2317554902924546,2,0.5666666666666667,0.7000000000000001,0.490633207482023,0.125,0.3130749685371724,0.2892651586968412,0.36593286017870014,0.41315316712432476,0.19168227689075013,weak_false_positive,0,0,0,0,1.0
20,16,1727,1730,1732,5,3,1082.926,1094.055,1088.4904999999999,11.129000000000133,2.4966402351654327,0.6488434479362111,0.6488434479362111,0.6270244785447043,0.6270244785447043,2,3,1.0,0.7682925060620929,0.7229999999999563,0.16219524575653493,0.4819840057507385,1.2932995737019317,1.2033406614635012,0.0,0.4900880944784264,0,0,0,0.9749303621169854,0,1,0.8125,0.5625,0.5625,0.7168510914820286,0.664997389994588,0.6243929136398436,0.7168510914820286,0.6718605591314559,0.7168510914820286,0.7911546437730991,0.25,1.0,0.7682925060620929,1,0,0,0.0,1731.0,1,1731.0,,1.0,1,0,,0.2,0.45614545037517,2,0.5166666666666667,0.7833333333333333,0.4346204675963912,0.20833333333333331,0.3215717835657645,0.31209644165119915,0.3825663511624877,0.43045414464142906,0.21637766575309356,weak_false_positive,1,0,0,1,1.0
21,5,1763,1766,1774,5,3,1111.544,1121.014,1116.279,9.4699999999998,1.8093174391764695,0.6718558852759562,0.6718558852759562,0.641685378289857,0.641685378289857,2,2,1.0,1.0,0.0,0.0,0.7117212249208186,0.521587815095194,1.2877296240812754,0.0,0.4243271421227914,0,1,-1,0.9518479408658775,0,1,0.4,0.6,0.4,0.7712822354067703,0.6948729207344411,0.6366133594698987,0.7712822354067703,0.670707820354978,0.7712822354067703,0.7199536668342843,0.25,1.0,1.0,1,1,2,2.0,1768.0,1,1768.0,,2.0,1,0,,0.2,0.29543570593067603,8,0.3666666666666667,0.42424242424242425,0.5498687383031672,0.5,0.5542853663939736,0.5018723494153271,0.7968116852587012,0.6042995259318792,0.42342111546283284,fragile_but_plausible,1,1,1,1,1.0
23,16,2043,2046,2050,4,3,1167.373,1184.368,1175.8705,16.99499999999989,2.833039613680632,0.6209557013913559,0.6209557013913559,0.5577955956381305,0.5577955956381305,2,3,0.9375,1.0,0.0,0.0,0.6032362459546936,1.1240474324829919,1.7089921811976398,0.0,0.5079678679527878,0,0,0,0.9681671079729322,0,1,0.125,0.6875,0.125,0.6741043268520326,0.6503029823194445,0.5878002053380532,0.6741043268520326,0.6377285496183356,0.6741043268520326,0.7124363727766824,0.25,0.9375,1.0,1,0,0,0.0,2049.0,-1,,2049.0,3.0,-1,0,4.0,0.0,0.48688388265729005,4,0.3166666666666667,0.5595238095238095,0.4532616127537247,0.3333333333333333,0.45474397461700267,0.4273869488933367,0.47198466847016984,0.5275137018503631,0.3331254054822781,fragile_but_plausible,1,1,0,1,0.5
24,8,2141,2144,2145,4,3,1083.742,1093.534,1088.638,9.792000000000144,2.262537905065502,0.6633572329381646,0.6633572329381646,0.5395844980374787,0.5395844980374787,2,3,1.0,1.0,0.0,0.0,0.36683006535948176,1.432570977472019,0.8299669275934831,2.0,0.5383108359765533,0,1,-1,0.9108115468409559,0,1,0.25,0.75,0.25,0.7050116147237151,0.6876641992326872,0.6362746801650777,0.7050116147237151,0.6513607095109324,0.7050116147237151,0.6089257887591323,0.25,1.0,1.0,0,0,0,,2145.0,-1,,2145.0,1.0,-1,-1,1.0,0.6,0.40411376900979484,1,0.7166666666666667,0.8333333333333334,0.4796401464617625,0.0625,0.23178503661544061,0.21743969022387458,0.3010718995657926,0.33429266056227114,0.13488824562819637,strong_false_positive,0,0,0,0,1.0
25,16,2322,2325,2330,7,3,1068.129,1080.795,1074.462,12.666000000000167,2.957666407810429,0.6248588732090741,0.6248588732090741,0.5957400106811814,0.5957400106811814,2,2,1.0,0.8378757670483992,0.4859999999998763,0.1134869630661206,0.667298278856773,0.9840207044460353,1.9736457033643937,0.0,0.4572463099793199,0,0,0,0.964734986051894,0,1,0.1875,0.6875,0.1875,0.6903626051931279,0.6474081214858135,0.5954369075391643,0.6903626051931279,0.6469744826710608,0.6903626051931279,0.7715630554142489,0.25,1.0,0.8378757670483992,0,0,0,,,0,,,,0,0,,0.0,0.4572463099793199,5,0.4666666666666667,0.7916666666666666,0.3542949215749175,0.10416666666666667,0.2733653970603961,0.27476263031855835,0.32378845768004755,0.3937997256549719,0.1654171714915873,strong_false_positive,0,0,0,0,0.5
26,12,2326,2330,2342,4,4,1068.129,1076.977,1072.5529999999999,8.848000000000184,2.328703927117604,0.7363451724935843,0.7363451724935843,0.6343160862075894,0.6343160862075894,3,2,0.9166666666666666,1.0,0.0,0.0,0.34290235081374804,1.5301858761597706,0.7985180509578333,0.0,0.49987842186626535,0,0,0,0.9524562989752895,0,1,0.75,0.16666666666666663,0.16666666666666663,0.728590200070161,0.7557275627785568,0.7213047602419553,0.728590200070161,0.7476820929468455,0.728590200070161,0.7843458186932032,0.25,0.9166666666666666,1.0,4,3,8,2.0,2332.0,-1,,2332.0,2.0,-1,-1,12.0,0.4,0.33352458662924234,12,0.3,0.25,0.6752492447850762,0.8333333333333333,0.7504789778629357,0.67240409642292,0.9741413104288025,0.7422767456541031,0.6400027621990165,durable_plausible,1,1,0,1,0.5
27,8,2439,2445,2446,4,6,1094.014,1102.743,1098.3784999999998,8.729000000000042,1.54884014383046,0.6933637076406538,0.6933637076406538,0.5556203586360905,0.5556203586360905,3,3,0.875,0.5858133324028886,1.6339999999997872,0.28993066731797795,0.7594226142742698,0.372615912709796,1.1762242311206639,0.0,0.45866376703561473,1,0,1,0.790010310459371,0,1,1.0,0.625,0.625,0.6918195096635594,0.6957552137265818,0.6916019142048095,0.6918195096635594,0.689319207469252,0.6918195096635594,0.6718817814834772,0.5,0.875,0.5858133324028886,0,0,0,,2446.0,1,2446.0,,1.0,1,1,1.0,0.0,0.2687428635001906,1,0.55,0.8690476190476191,0.4997769507366269,0.0625,0.2630097138746329,0.26354320999938247,0.3272635088966231,0.381756995727244,0.16599624167579297,strong_false_positive,0,0,0,0,1.0
29,16,2609,2612,2615,4,3,1224.548,1248.504,1236.5259999999998,23.955999999999904,2.8803173383092036,0.6770468722755746,0.6770468722755746,0.619340939677361,0.619340939677361,3,3,1.0,1.0,0.0,0.0,0.6067373518116606,1.1327212240862665,1.7475961142229368,0.0,0.5932057873433992,0,0,0,0.7836311014637882,0,1,0.375,0.6875,0.375,0.7417846806611497,0.700890837379262,0.6466598922467851,0.7417846806611497,0.6839981521487042,0.7417846806611497,0.7248893014914268,0.5,1.0,1.0,0,0,0,,2615.0,1,2615.0,,3.0,1,1,3.0,0.0,0.39859878288579004,3,0.3166666666666667,0.5833333333333334,0.5775030759661788,0.1875,0.43000076899154466,0.4100536407522548,0.45337055250157166,0.5199545819828783,0.3014506571282714,unclassified,1,0,0,1,0.5
30,8,2687,2690,2696,4,3,1240.57,1255.95,1248.26,15.38000000000011,2.0469173454916794,0.6408181480888057,0.6408181480888057,0.5319216498108233,0.5319216498108233,2,3,1.0,0.506237753460727,2.59699999999998,0.3456335725774911,0.47522756827047574,1.0741657929430115,0.9727515525486682,0.0,0.5046963966736652,0,2,-1,0.5844386649328067,0,1,0.25,0.75,0.25,0.6399018954182903,0.647491662699028,0.6353589962435013,0.6399018954182903,0.6568919301055803,0.6399018954182903,0.7187583326428431,0.25,1.0,0.506237753460727,1,1,2,2.0,2691.0,1,2691.0,2696.0,1.0,1,-1,6.0,0.8,0.5080500151345807,6,0.4166666666666667,0.5277777777777778,0.545561027979169,0.41666666666666663,0.4933347014392367,0.4369394522114873,0.5899616489983821,0.5346186020753485,0.3655220044454248,fragile_but_plausible,1,1,0,1,0.5
31,16,2950,2953,2956,4,3,1242.623,1260.208,1251.4155,17.585000000000036,2.7387978095080006,0.6288249675420565,0.6288249675420565,0.5835452900648063,0.5835452900648063,2,2,1.0,1.0,0.0,0.0,0.29229456923513575,1.9382620835557263,0.8005357259522744,1.0,0.6195692412069974,0,0,0,0.702568476921606,0,1,0.4375,0.8125,0.4375,0.7506357122656,0.6513404103007591,0.5904222764689794,0.7506357122656,0.622505557565075,0.7506357122656,0.629002414285898,0.25,1.0,1.0,1,0,2,2.0,2955.0,-1,,2955.0,2.0,-1,-1,3.0,0.2,0.5002835490382734,3,0.4666666666666667,0.6666666666666666,0.47971836996641015,0.2708333333333333,0.38805459249160257,0.36467011613455375,0.43723189618354685,0.48241616019406064,0.268891621956948,unclassified,1,0,0,1,0.5
32,8,3265,3270,3272,4,5,1349.069,1364.938,1357.0035,15.869000000000142,2.798330405391909,0.6338408379827105,0.6338408379827105,0.5082233465971935,0.5082233465971935,3,2,0.875,1.0,0.0,0.0,0.945680257105043,0.15200458815602924,2.64632581723588,1.0,0.7417532396613823,3,0,1,0.37948200894827555,0,1,1.0,0.375,0.375,0.6614039030523637,0.656585441814818,0.6103252803525957,0.6614039030523637,0.629564584950168,0.6614039030523637,0.6140014804160124,0.25,0.875,1.0,0,0,0,,3272.0,-1,,3272.0,2.0,-1,-1,2.0,1.0,0.7417532396613823,2,0.5,0.7380952380952381,0.4182697938348893,0.125,0.3006984008396747,0.2837199513192581,0.3414340260097158,0.398244637015171,0.18581599253346584,unclassified,0,0,0,0,1.0
33,16,3462,3465,3468,4,3,1306.098,1318.408,1312.253,12.309999999999945,2.8471678867909476,0.6081475792606411,0.6081475792606411,0.5643206337689619,0.5643206337689619,2,3,1.0,1.0,0.0,0.0,0.6713241267262519,0.9357953915479867,1.9113724952429607,0.0,0.628241587318139,0,0,0,0.7147576496073489,0,1,0.8125,0.25,0.25,0.704360615288426,0.6337159037208919,0.5712761009495848,0.704360615288426,0.615723939890088,0.704360615288426,0.6686356901094864,0.25,1.0,1.0,1,0,2,2.0,3467.0,1,3467.0,,2.0,1,1,3.0,0.4,0.5673121137471508,3,0.4666666666666667,0.6666666666666666,0.4088779704889204,0.2708333333333333,0.3703444926222301,0.34583490606350326,0.4126248070172717,0.4602062027441799,0.25138282688942404,unclassified,1,0,0,1,0.5
35,12,3513,3516,3518,4,3,1313.163,1328.043,1320.603,14.879999999999882,2.8746342914585465,0.60983597506022,0.60983597506022,0.5659821642983333,0.5659821642983333,2,3,1.0,1.0,0.0,0.0,0.28548387096774736,2.053972566316333,0.8206617251422136,2.0,0.5453546667846859,0,1,-1,0.5179659498207992,0,1,0.5833333333333333,0.9166666666666666,0.5833333333333333,0.7018518718030092,0.6364940153322556,0.5727206777528637,0.7018518718030092,0.6191567303854228,0.7018518718030092,0.6773542657568754,0.25,1.0,1.0,1,0,2,2.0,3517.0,-1,,3517.0,1.0,-1,-1,2.0,0.8,0.5752105093435594,2,0.6166666666666667,0.7833333333333333,0.36192930292463854,0.20833333333333331,0.2833989923978263,0.26743097126560966,0.3472391090206165,0.3855309039662785,0.1794188888544973,strong_false_positive,1,0,1,1,1.0
37,16,3562,3569,3585,4,7,1249.574,1262.142,1255.8580000000002,12.567999999999984,2.309205846660906,0.8044799539399283,0.8044799539399283,0.7006857375173934,0.7006857375173934,3,3,0.9375,0.9981626306121847,0.006999999999834472,0.0012861585714707292,0.4904519414385738,1.1766513559847591,1.1325544906761469,0.0,0.49552059330659076,0,0,0,0.82129217059199,0,1,0.8125,0.5,0.5,0.8126136395140915,0.8167251439223976,0.7928926046627879,0.8126136395140915,0.7979343816905284,0.8126136395140915,0.7704364112822707,0.5,0.9375,0.9981626306121847,4,3,6,1.5,3571.0,-1,3582.0,3571.0,2.0,-1,0,16.0,0.4,0.38585885779450735,16,0.2,0.26811594202898553,0.8123322089754669,0.8333333333333333,0.8011265305047363,0.7570954211448364,1.0,0.7603379591514209,0.7275347785062823,durable_plausible,1,1,0,1,0.5
38,12,3596,3599,3618,4,3,1260.958,1274.036,1267.497,13.077999999999975,2.876085103588764,0.5743766328185729,0.5743766328185729,0.49484649115508955,0.49484649115508955,2,2,1.0,0.5896962024242405,1.30600000000004,0.28721265830303166,0.23902737421623968,2.1886220332555,0.687463070333264,1.0,0.6708987899745186,0,2,-1,0.5789366365907118,0,1,0.6666666666666667,1.0,0.6666666666666667,0.6180814628386404,0.5886298924490915,0.5554111219257266,0.6180814628386404,0.5911553866702448,0.6180814628386404,0.6676949046015875,0.25,1.0,0.5896962024242405,3,3,6,2.0,3608.0,-1,3614.0,3608.0,9.0,-1,1,19.0,0.2,0.3560476752692267,19,0.2666666666666667,0.04545454545454545,0.6199836339252377,1.0,0.842571666057067,0.7304969730243426,1.0,0.7586666666666666,0.727931356399054,durable_plausible,1,1,0,1,0.5
39,12,3623,3628,3632,4,5,1264.649,1276.11,1270.3795,11.461000000000013,2.9084327605224396,0.661601611139279,0.661601611139279,0.5597991130517579,0.5597991130517579,2,2,1.0,0.810399200549237,0.5230000000001382,0.1327205596155341,0.4793648023732777,1.5142324650586338,1.3942002954638057,0.0,0.4850843390460772,0,1,-1,0.7709623942064594,0,1,0.16666666666666663,0.5,0.16666666666666663,0.6728647567939753,0.6779173281511311,0.6460943055445717,0.6728647567939753,0.6735925833950618,0.6728647567939753,0.7199396495839033,0.25,1.0,0.810399200549237,1,0,2,2.0,3631.0,-1,3632.0,3631.0,3.0,-1,1,4.0,0.4,0.4680185160889827,4,0.25,0.6018518518518519,0.48876293066876164,0.3333333333333333,0.4684870289634867,0.4570106749808579,0.4885233026879521,0.5513082500826226,0.35948262754418414,fragile_but_plausible,1,1,1,1,0.5
41,5,3704,3713,3714,7,9,1221.395,1230.019,1225.7069999999999,8.624000000000024,0.9804240151445804,0.5921809241612052,0.5921809241612052,0.5357966013611697,0.5357966013611697,2,2,1.0,0.5827741030170983,2.56899999999996,0.2920581278880312,0.6219851576994455,0.37061482947255503,0.6098091856720255,1.0,0.3539055158663178,1,1,0,0.853354978354975,0,1,0.4,0.6,0.4,0.6660160593120518,0.5993780412548889,0.5743217241783753,0.6660160593120518,0.6043065738238377,0.6660160593120518,0.6741333382526599,0.25,1.0,0.5827741030170983,0,0,0,,,0,,,,0,0,,0.2,0.3539055158663178,1,0.55,0.9666666666666667,0.2654661567585731,0.020833333333333332,0.1703248725229766,0.19902858272419974,0.2433952192384769,0.3179312727796344,0.09159831361775232,strong_false_positive,0,0,1,1,0.5
42,12,3711,3714,3717,4,3,1218.806,1233.041,1225.9234999999999,14.2349999999999,1.6729693102844911,0.6336752137434902,0.6336752137434902,0.5830186292237188,0.5830186292237188,3,2,1.0,1.0,0.0,0.0,0.6120126448893608,0.6490909378785501,1.023878372405941,1.0,0.5591736185058654,0,0,0,0.7895094251258559,0,1,0.5,0.16666666666666663,0.16666666666666663,0.70498977355388,0.6597119376661092,0.6003940360788278,0.70498977355388,0.6463719811669434,0.70498977355388,0.7116479583448424,0.25,1.0,1.0,1,0,2,2.0,3716.0,-1,,3716.0,2.0,-1,-1,3.0,0.0,0.4522057603755687,3,0.4666666666666667,0.6666666666666666,0.4319812776188124,0.2708333333333333,0.37612031940470314,0.35052561976485797,0.4184805679726067,0.4645570516886497,0.2570930017741363,unclassified,1,0,1,1,0.5
