fvg_event_id,fvg_side,fvg_detect_idx,fvg_zone_low,fvg_zone_high,fvg_zone_mid,fvg_width,fvg_width_atr,fvg_gap_cleanliness,fvg_gap_cleanliness_capped,fvg_terminal_state,fvg_first_touch_idx,fvg_first_partial_fill_idx,fvg_full_fill_idx,fvg_invalidation_idx,fvg_expiry_idx,fvg_origin_idx,fvg_merge_idx,fvg_terminal_idx,fvg_detect_ts,fvg_terminal_label,fvg_r_trend_state_on_detect,fvg_r_bos_direction_on_detect,fvg_r_choch_direction_on_detect,fvg_r_displacement_flag_on_detect,fvg_r_session_on_detect,fvg_r_width_bucket,fvg_r_cleanliness_bucket,fvg_r_has_sufficient_forward_horizon,fvg_r_core_full_fill_flag,fvg_r_core_invalidated_flag,fvg_r_core_expired_flag,fvg_r_core_merged_flag,fvg_r_core_still_active_at_dataset_end_flag,fvg_r_ever_touched,fvg_r_first_touch_idx,fvg_r_ever_partial_fill,fvg_r_time_to_first_touch,fvg_r_time_to_first_partial_fill,fvg_r_time_to_full_fill,fvg_r_time_to_invalidation,fvg_r_touch_delay_bucket,fvg_r_first_retest_depth_frac,fvg_r_first_terminal_idx,fvg_r_first_terminal_label,fvg_r_max_fill_pct_before_terminal,fvg_r_deep_partial_fill_before_terminal,fvg_r_continuation_without_touch_idx,fvg_r_time_to_continuation_without_touch,fvg_r_cwt_trigger_delay_bucket,fvg_r_cwt_trigger_idx_atr_0.5,fvg_r_cwt_time_atr_0.5,fvg_r_cwt_flag_atr_0.5,fvg_r_cwt_trigger_idx_atr_1,fvg_r_cwt_time_atr_1,fvg_r_cwt_flag_atr_1,fvg_r_cwt_trigger_idx_atr_1.5,fvg_r_cwt_time_atr_1.5,fvg_r_cwt_flag_atr_1.5,fvg_r_cwt_trigger_idx_width_1,fvg_r_cwt_time_width_1,fvg_r_cwt_flag_width_1,fvg_r_cwt_trigger_idx_width_1.5,fvg_r_cwt_time_width_1.5,fvg_r_cwt_flag_width_1.5,fvg_r_cwt_flag_1atr_no_early_failure,fvg_r_cwt_recommended_flag,fvg_r_continuation_without_touch_flag,fvg_r_continuation_without_touch_recommended_flag,fvg_r_fill_pct_1,fvg_r_max_fill_pct_1,fvg_r_mfe_from_detect_atr_1,fvg_r_mae_from_detect_atr_1,fvg_r_excursion_ratio_detect_1,fvg_r_mfe_from_touch_atr_1,fvg_r_mae_from_touch_atr_1,fvg_r_excursion_ratio_touch_1,fvg_r_hold_after_touch_1,fvg_r_fail_after_touch_1,fvg_r_retest_count_1,fvg_r_max_retest_depth_frac_1,fvg_r_fill_pct_3,fvg_r_max_fill_pct_3,fvg_r_mfe_from_detect_atr_3,fvg_r_mae_from_detect_atr_3,fvg_r_excursion_ratio_detect_3,fvg_r_mfe_from_touch_atr_3,fvg_r_mae_from_touch_atr_3,fvg_r_excursion_ratio_touch_3,fvg_r_hold_after_touch_3,fvg_r_fail_after_touch_3,fvg_r_retest_count_3,fvg_r_max_retest_depth_frac_3,fvg_r_fill_pct_5,fvg_r_max_fill_pct_5,fvg_r_mfe_from_detect_atr_5,fvg_r_mae_from_detect_atr_5,fvg_r_excursion_ratio_detect_5,fvg_r_mfe_from_touch_atr_5,fvg_r_mae_from_touch_atr_5,fvg_r_excursion_ratio_touch_5,fvg_r_hold_after_touch_5,fvg_r_fail_after_touch_5,fvg_r_retest_count_5,fvg_r_max_retest_depth_frac_5,fvg_r_fill_pct_10,fvg_r_max_fill_pct_10,fvg_r_mfe_from_detect_atr_10,fvg_r_mae_from_detect_atr_10,fvg_r_excursion_ratio_detect_10,fvg_r_mfe_from_touch_atr_10,fvg_r_mae_from_touch_atr_10,fvg_r_excursion_ratio_touch_10,fvg_r_hold_after_touch_10,fvg_r_fail_after_touch_10,fvg_r_retest_count_10,fvg_r_max_retest_depth_frac_10,fvg_r_fill_pct_20,fvg_r_max_fill_pct_20,fvg_r_mfe_from_detect_atr_20,fvg_r_mae_from_detect_atr_20,fvg_r_excursion_ratio_detect_20,fvg_r_mfe_from_touch_atr_20,fvg_r_mae_from_touch_atr_20,fvg_r_excursion_ratio_touch_20,fvg_r_hold_after_touch_20,fvg_r_fail_after_touch_20,fvg_r_retest_count_20,fvg_r_max_retest_depth_frac_20,fvg_r_immediate_reject_after_touch,fvg_r_dirty_accept_after_touch,fvg_r_continuation_detect_5_0.5atr,fvg_r_continuation_touch_5_0.5atr,fvg_r_continuation_detect_5_1atr,fvg_r_continuation_touch_5_1atr,fvg_r_continuation_detect_5_1.5atr,fvg_r_continuation_touch_5_1.5atr,fvg_r_continuation_detect_5_2atr,fvg_r_continuation_touch_5_2atr,fvg_r_continuation_detect_10_0.5atr,fvg_r_continuation_touch_10_0.5atr,fvg_r_continuation_detect_10_1atr,fvg_r_continuation_touch_10_1atr,fvg_r_continuation_detect_10_1.5atr,fvg_r_continuation_touch_10_1.5atr,fvg_r_continuation_detect_10_2atr,fvg_r_continuation_touch_10_2atr,fvg_r_continuation_detect_20_0.5atr,fvg_r_continuation_touch_20_0.5atr,fvg_r_continuation_detect_20_1atr,fvg_r_continuation_touch_20_1atr,fvg_r_continuation_detect_20_1.5atr,fvg_r_continuation_touch_20_1.5atr,fvg_r_continuation_detect_20_2atr,fvg_r_continuation_touch_20_2atr,fvg_r_continuation_before_full_fill,fvg_r_continuation_before_invalidation,fvg_r_final_outcome,fvg_r_touched_rejected_flag,fvg_r_untouched_behavior_flag,fvg_r_research_eligible_flag,fvg_r_research_exclusion_reason,fvg_r_unresolved_due_to_insufficient_forward_horizon_flag,fvg_r_exact_one_mapping_or_exclusion_flag,fvg_r_outcome_5,fvg_r_outcome_10,fvg_r_outcome_20,fvg_r_tradeable_touch_reaction,fvg_r_strong_continuation,fvg_r_noisy_or_inefficient,fvg_r_touch_reaction_score,fvg_r_structural_respect_score,fvg_r_tradability_score,fvg_r_failure_severity_score
2884,bull,17766,4836.405,4901.44,4868.9225,65.03499999999985,1.4364550436774641,0.7571453518831156,0.7571453518831156,4,17801.0,17769.0,17801.0,,,17765,,17801.0,2026-01-22 18:00:00+00:00,full_fill,,,,,unknown,xl,clean,True,True,False,False,False,False,True,17801.0,True,35.0,3.0,35.0,,late,1.0,17801.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.6913360939048973,0.12081816081980645,5.722120658135051,0.6952884362640377,1.1898255789610963,0.5843616480922634,True,False,1.0,0.0,0.02298762204966394,0.02298762204966394,0.6913360939048973,0.8046445335768518,0.8591819928630231,0.6952884362640377,2.5035787317444824,0.2777178234692719,False,True,1.0,0.02298762204966394,0.0,0.02298762204966394,1.1478829648638171,0.8046445335768518,1.426571506999721,0.6952884362640377,3.185038187452908,0.2182983045550432,False,True,1.0,0.02298762204966394,0.0,0.02298762204966394,3.8735804303057715,0.8046445335768518,4.814026900905808,0.7076243135205926,3.185038187452908,0.22217137499581555,False,True,1.0,0.02298762204966394,0.0,0.02298762204966394,7.2898409301227005,0.8046445335768518,9.059703541037536,1.716286692195279,3.185038187452908,0.5388590626499843,False,True,2.0,0.02298762204966394,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,full_fill,False,False,True,,False,True,invalidated,invalidated,invalidated,False,False,False,0.13905768725280754,0.30897427837253455,0.34525263673917306,0.2545975244099328
2885,bull,17767,4906.32,4930.905,4918.612499999999,24.585000000000036,0.550404178601456,0.6240639675085611,0.6240639675085611,4,17769.0,17769.0,17769.0,,,17766,,17769.0,2026-01-22 22:00:00+00:00,full_fill,,,,,unknown,m,clean,True,True,False,False,False,False,True,17769.0,True,2.0,2.0,2.0,,fast,1.0,17769.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.2991010708202465,0.35406313136391265,0.8447676256718887,0.6498749205049648,0.14731980661575608,4.4113207547168996,True,False,1.0,0.0,0.7651006711409177,1.0,0.2991010708202465,1.2081578807495468,0.24756786806264328,1.58504993442582,0.14731980661575608,10.759245283018831,True,False,1.0,1.0,0.0,1.0,0.8079758716992718,1.2081578807495468,0.6687667932919493,3.876679016808731,0.14731980661575608,26.314716981132083,True,False,1.0,1.0,0.0,1.0,3.5336910941815645,1.2081578807495468,2.9248587047160144,4.292398833364432,0.14731980661575608,29.13660377358487,True,False,1.0,1.0,0.0,1.0,8.008565498039971,1.2081578807495468,6.62874085055127,8.737120787531579,0.14731980661575608,59.30716981132074,True,False,1.0,1.0,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,full_fill,True,False,True,,False,True,full_fill,full_fill,full_fill,True,True,False,0.8315850241730305,0.5936095951262842,0.6791613858902653,0.21841497582696953
2886,bull,17772,4947.945,4958.42,4953.1825,10.475000000000364,0.23728899361866818,0.18904529868255535,0.18904529868255535,4,17799.0,17799.0,17799.0,,,17771,,17799.0,2026-01-23 18:00:00+00:00,full_fill,,,,,unknown,xs,dirty,True,True,False,False,False,False,True,17799.0,True,27.0,27.0,27.0,,late,1.0,17799.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,2.1924596894875386,-0.3417188036980901,2192459689487.5386,1.0507368109518678,0.1705912435143023,6.1593830334191475,True,False,1.0,0.0,0.0,0.0,2.7822276082332933,-0.3417188036980901,2782227608233.2935,1.0507368109518678,2.6379649432339627,0.39831340960268297,False,True,2.0,0.0,0.0,0.0,2.7822276082332933,-0.3417188036980901,2782227608233.2935,1.0507368109518678,4.111252955402967,0.2555758116442337,False,True,2.0,0.0,0.0,0.0,2.7822276082332933,-0.030581397745590592,2782227608233.2935,1.0507368109518678,4.875465048631698,0.21551519710858305,False,True,2.0,0.0,0.0,0.0,13.812597981764,-0.030581397745590592,13812597981764.0,1.0507368109518678,4.875465048631698,0.21551519710858305,False,True,3.0,0.0,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,full_fill,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,True,0.21014736219037355,0.4283567948023833,0.25430878038779037,0.25
2887,bull,17773,4988.345,5004.015,4996.18,15.670000000000073,0.32710900668279,0.49620012666244806,0.49620012666244806,7,,,,,,17772,17774.0,17774.0,2026-01-25 22:00:00+00:00,merged,,,,,unknown,s,mixed,True,False,False,False,True,False,False,,False,,,,,untouched,,17774.0,merged,0.0,False,17784.0,11.0,8_12,17775.0,2.0,True,17784.0,11.0,True,17784.0,11.0,True,17774.0,1.0,True,17775.0,2.0,True,False,False,False,False,0.0,0.0,0.45715936479599534,0.38931608006597873,1.1742627345845025,,,,,,,,0.0,0.0,0.8474148134197755,0.38931608006597873,2.1766756032172143,,,,,,,,0.8765156349713158,0.8765156349713158,0.8474148134197755,1.6882540469349407,0.5019474497681639,,,,,,,,0.0,0.8765156349713158,0.8474148134197755,1.6882540469349407,0.5019474497681639,,,,,,,,0.0,0.8765156349713158,11.012008854520625,1.6882540469349407,6.522720247295215,,,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,merged,False,True,True,,False,True,untouched,untouched,continuation_without_touch,False,False,False,0.125,0.09912689200510405,0.13714625722564802,0.17530312699426318
2888,bull,17774,4990.0,5052.505,5021.2525000000005,62.50500000000011,1.3192498732055695,0.7650550795593666,0.7650550795593666,7,,,,,,17773,17774.0,17774.0,2026-01-26 02:00:00+00:00,merged,,,,,unknown,xl,clean,True,False,False,False,True,False,False,,False,,,,,untouched,,17774.0,merged,0.0,False,17784.0,10.0,8_12,17775.0,1.0,True,17784.0,10.0,True,17784.0,10.0,True,17784.0,10.0,True,17784.0,10.0,True,False,False,False,False,0.0,0.0,0.7876874692909589,0.1861576494948231,4.231292517006473,,,,,,,,0.0,0.0,0.7876874692909589,0.417166206606007,1.8881861877054942,,,,,,,,0.62035037197025,0.9955203583713343,0.7876874692909589,1.7760959416086586,0.4434937611408136,,,,,,,,0.0,0.9955203583713343,2.45033699751699,1.7760959416086586,1.3796197266785335,,,,,,,,0.0,0.9955203583713343,11.064982737829272,1.7760959416086586,6.229946524064131,,,,,,,,,,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,merged,False,True,True,,False,True,untouched,continuation_without_touch,continuation_without_touch,False,False,False,0.125,0.1156541902596381,0.2735635306589855,0.19910407167426689
2889,bull,17785,5103.34,5157.295,5130.3175,53.95499999999993,0.9848329179889963,0.47308198158702564,0.47308198158702564,4,17795.0,17795.0,17795.0,,,17784,,17795.0,2026-01-27 22:00:00+00:00,full_fill,,,,,unknown,l,mixed,True,True,False,False,False,False,True,17795.0,True,10.0,10.0,10.0,,delayed,1.0,17795.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,1.122641990935287,0.05649259347931051,19.872374798059788,0.897629970831567,0.5136366855423891,1.7475970780468875,True,False,1.0,0.0,0.0,0.0,1.9478536714520625,0.05649259347931051,34.479806138930975,1.1448706975901464,2.200136379392191,0.5203635139683604,True,False,2.0,0.0,0.0,0.0,3.9177933002902194,0.05649259347931051,69.35056542810426,1.1448706975901464,3.872713971615422,0.2956249043903925,False,True,2.0,0.0,1.0,1.0,7.187336372012566,1.9494964286130143,3.6867656008613756,1.1448706975901464,9.208433473734788,0.12432849744266065,False,True,2.0,1.0,1.0,1.0,7.187336372012566,14.646640318448924,0.49071570105803647,1.1448706975901464,9.208433473734788,0.12432849744266065,False,True,2.0,1.0,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,full_fill,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,True,0.22897413951802928,0.2709622972380539,0.3249874067762958,0.45
2890,bull,17786,5190.525,5201.82,5196.1725,11.295000000000073,0.2035613890681459,0.1659565089626823,0.1659565089626823,4,17795.0,17795.0,17795.0,,,17785,,17795.0,2026-01-28 02:00:00+00:00,full_fill,,,,,unknown,xs,dirty,True,True,False,False,False,False,True,17795.0,True,9.0,9.0,9.0,,delayed,1.0,17795.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.9058887314307528,0.1707608819318777,5.305013192612478,0.897629970831567,0.5136366855423891,1.7475970780468875,True,False,1.0,0.0,0.0,0.0,0.9058887314307528,0.46127965942443794,1.963860128931495,1.1448706975901464,2.200136379392191,0.5203635139683604,False,True,2.0,0.0,0.0,0.0,6.079177508058547,0.46127965942443794,13.178941199453376,1.1448706975901464,3.872713971615422,0.2956249043903925,False,True,2.0,0.0,0.0,1.0,6.079177508058547,2.9422235123789253,2.0661848029156857,1.1448706975901464,9.208433473734788,0.12432849744266065,False,True,2.0,1.0,1.0,1.0,6.079177508058547,15.478955807246395,0.3927382172131153,1.1448706975901464,9.208433473734788,0.12432849744266065,False,True,2.0,1.0,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,full_fill,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,True,0.22897413951802928,0.22489347634440235,0.20930066436343617,0.45
2891,bull,17787,5225.355,5251.89,5238.6224999999995,26.535000000000764,0.47561659298115044,0.41075851393189805,0.41075851393189805,4,17788.0,17788.0,17795.0,,,17786,,17795.0,2026-01-28 06:00:00+00:00,full_fill,,,,,unknown,s,mixed,True,True,False,False,False,False,True,17788.0,True,1.0,1.0,8.0,,immediate,0.5016016581873004,17795.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.5016016581873004,0.5016016581873004,0.20343879142022395,0.7127527348745076,0.2854268829372403,0.7313806908637064,0.5568302695727427,1.3134715025907207,True,False,1.0,0.5016016581873004,0.0,0.6074995289240409,2.5310653512291816,0.7631195193582744,3.3167351732237376,5.987187642689214,0.5568302695727427,10.752266839378539,True,False,1.0,0.6074995289240409,0.0,0.6074995289240409,5.741723810537496,0.7631195193582744,7.5240164415737265,5.987187642689214,0.5568302695727427,10.752266839378539,True,False,1.0,0.6074995289240409,0.0,1.0,5.741723810537496,3.230554235385546,1.777318500846112,5.987187642689214,3.03912479384043,1.970036786519525,False,True,3.0,1.0,1.0,1.0,5.741723810537496,15.699022013508902,0.36573767497088555,5.987187642689214,15.58268231558749,0.3842206060185273,False,True,3.0,1.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,full_fill,True,False,True,,False,True,touched_rejected,invalidated,invalidated,False,False,True,0.8551559675753122,0.5616137770897847,0.674154772169688,0.2696037836965929
2892,bull,17791,5307.21,5432.6,5369.905000000001,125.39000000000033,1.7489554794772808,0.8324094665914306,0.8324094665914306,7,,,,,,17790,17792.0,17792.0,2026-01-28 22:00:00+00:00,merged,,,,,unknown,xl,clean,True,False,False,False,True,False,False,,False,,,,,untouched,,17792.0,merged,0.0,False,,,unknown,17793.0,2.0,True,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.2643867223342503,0.5729890030857834,0.461416747809152,,,,,,,,0.0,0.0,0.6973365435558356,1.0449935762216895,0.6673117992525339,,,,,,,,1.0,1.0,0.6973365435558356,6.244436387328995,0.11167325604771121,,,,,,,,1.0,1.0,0.6973365435558356,10.391702337487509,0.06710513070031186,,,,,,,,1.0,1.0,0.6973365435558356,15.94710131604245,0.04372810642736242,,,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,merged,False,True,True,,False,True,untouched,untouched,untouched,False,False,False,0.125,0.12486141998871458,0.2999653549971787,0.2
2893,bull,17792,5419.555,5504.72,5462.137500000001,85.16499999999996,1.2018528703649674,0.5127950385356455,0.5127950385356455,7,,,,,,17791,17792.0,17792.0,2026-01-29 02:00:00+00:00,merged,,,,,unknown,l,clean,True,False,False,False,True,False,False,,False,,,,,untouched,,17792.0,merged,0.0,False,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.3607702694769022,0.3607702694769022,0.46654442428540266,1.2523034546607994,0.3725490196078486,,,,,,,,1.0,1.0,0.46654442428540266,6.556811952014597,0.07115415657788626,,,,,,,,1.0,1.0,0.46654442428540266,6.556811952014597,0.07115415657788626,,,,,,,,1.0,1.0,0.46654442428540266,12.413383906054563,0.03758398417516501,,,,,,,,1.0,1.0,0.46654442428540266,16.373507812375436,0.02849385908209472,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,merged,False,True,True,,False,True,untouched,untouched,untouched,False,False,False,0.125,0.07691925578034682,0.24822686332708238,0.2
2894,bear,17796,5426.005,5470.88,5448.4425,44.875,0.43044337715017916,0.0993810140739018,0.0993810140739018,6,17797.0,17797.0,,,17844.0,17795,,17844.0,2026-01-29 18:00:00+00:00,expired,,,,,unknown,s,dirty,True,False,False,True,False,False,True,17797.0,True,1.0,1.0,,,immediate,0.5579944289693585,17844.0,expired,0.5579944289693585,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.5579944289693585,0.5579944289693585,0.761273284178805,0.7762368868162302,0.9807228915662601,1.740694945202009,0.11255767303803452,15.464915880180007,True,False,1.0,0.5579944289693585,0.0,0.5579944289693585,4.098156672323749,0.7762368868162302,5.279518072289143,3.305463679241999,0.11255767303803452,29.3668444809182,True,False,1.0,0.5579944289693585,0.0,0.5579944289693585,5.461187399745267,0.7762368868162302,7.035464936669743,5.705062097386382,0.11255767303803452,50.68567911366271,True,False,1.0,0.5579944289693585,0.0,0.5579944289693585,9.281606178244317,0.7762368868162302,11.957182576459662,8.297260226884307,0.11255767303803452,73.71563397619785,True,False,1.0,0.5579944289693585,0.0,0.5579944289693585,9.281606178244317,0.7762368868162302,11.957182576459662,8.297260226884307,0.11255767303803452,73.71563397619785,True,False,1.0,0.5579944289693585,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,expired,True,False,True,,False,True,touched_rejected,touched_rejected,touched_rejected,True,True,False,0.9022311265248419,0.6033082663172136,0.7044466364546571,0.125668594923626
2895,bear,17799,5205.615,5290.755,5248.1849999999995,85.14000000000033,0.6788566708487064,0.4243738317757026,0.4243738317757026,6,,,,,17847.0,17798,,17847.0,2026-01-30 06:00:00+00:00,expired,,,,,unknown,m,mixed,True,False,False,True,False,False,False,,False,,,,,untouched,,17847.0,expired,0.0,False,17801.0,2.0,1_3,17801.0,2.0,True,17801.0,2.0,True,17801.0,2.0,True,17801.0,2.0,True,17801.0,2.0,True,True,True,True,True,0.0,0.0,0.1705912435143023,1.0507368109518678,0.16235392320533895,,,,,,,,0.0,0.0,2.6379649432339627,1.0507368109518678,2.510585824859621,,,,,,,,0.0,0.0,4.111252955402967,1.0507368109518678,3.912733343451213,,,,,,,,0.0,0.0,4.875465048631698,1.0507368109518678,4.64004401274853,,,,,,,,0.0,0.0,4.875465048631698,1.0507368109518678,4.64004401274853,,,,,,,,,,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,expired,False,False,True,,False,True,continuation_without_touch,continuation_without_touch,continuation_without_touch,False,False,False,0.125,0.2636560747663554,0.22517824147141635,0.0
2896,bear,17802,4948.24,4992.555,4970.3975,44.31500000000051,0.2963447133842767,0.1416448251614154,0.1416448251614154,4,17811.0,17811.0,17813.0,,,17801,,17813.0,2026-01-30 18:00:00+00:00,full_fill,,,,,unknown,s,dirty,True,True,False,False,False,False,True,17811.0,True,9.0,9.0,11.0,,delayed,0.039151528827723395,17813.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,2.0902951711532465,-0.08646591772669458,2090295171153.2466,0.19328586072928655,0.20940049010795242,0.9230439748715092,True,False,1.0,0.0,0.0,0.0,3.3096117302172536,-0.08646591772669458,3309611730217.254,0.21224073090753423,0.46415514119446105,0.45726247987117413,True,False,1.0,0.0,0.0,0.0,3.3096117302172536,-0.08646591772669458,3309611730217.254,0.21224073090753423,1.0419797089152578,0.20368988867209828,False,True,1.0,0.0,0.06668171048177578,0.06668171048177578,3.3096117302172536,0.3597396785852872,9.200018589088192,0.40178943269001094,1.050380842227697,0.3825178607007693,False,True,1.0,0.06668171048177578,0.31727406070179937,1.0,3.3096117302172536,1.300265509882393,2.5453353219502093,1.5605777816469217,1.050380842227697,1.485725671021546,False,True,2.0,1.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,full_fill,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,False,0.3063279532429411,0.4079103816778572,0.30997059815431877,0.14358380571076237
2897,bull,17810,4712.92,4745.765,4729.342500000001,32.845000000000255,0.19337731651036905,0.20433619509767398,0.20433619509767398,4,17827.0,17827.0,17827.0,,,17809,,17827.0,2026-02-03 02:00:00+00:00,full_fill,,,,,unknown,xs,mixed,True,True,False,False,False,False,True,17827.0,True,17.0,17.0,17.0,,late,1.0,17827.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.7340036550265653,0.050868625807570074,14.429398148147609,0.9834744469588219,0.10623019442846646,9.25795582178922,True,False,1.0,0.0,0.0,0.0,0.9920265168340496,0.050868625807570074,19.501736111110358,1.3038354413883535,0.10623019442846646,12.273680269561526,True,False,1.0,0.0,0.0,0.0,1.3445449161660106,0.050868625807570074,26.431712962961946,1.5653343288339328,0.10623019442846646,14.735305129164583,True,False,1.0,0.0,0.0,0.0,1.5692441180115935,0.050868625807570074,30.848958333332146,2.4370900876049846,0.10623019442846646,22.94159490827326,True,False,1.0,0.0,0.0,1.0,1.5692441180115935,1.001593822035126,1.5667470021161534,2.48286730729317,0.10623019442846646,23.372519655558847,True,False,1.0,1.0,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,full_fill,True,False,True,,False,True,touched_rejected,touched_rejected,full_fill,True,True,False,0.7497880914632282,0.7306504292646511,0.6208296998223208,0.013278774303558307
2898,bull,17812,4842.18,4883.85,4863.015,41.67000000000007,0.2602682750992737,0.312579701447753,0.312579701447753,4,17820.0,17814.0,17822.0,,,17811,,17822.0,2026-02-03 10:00:00+00:00,full_fill,,,,,unknown,s,mixed,True,True,False,False,False,False,True,17820.0,True,8.0,2.0,10.0,,delayed,0.26253899688026133,17822.0,full_fill,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.3794407898315539,0.2453092513684689,1.5467854869509652,0.4415770824468171,0.21966436331493497,2.010235414534326,True,False,1.0,0.0,0.0,0.07607391408687467,0.753416383101748,0.32709982162104423,2.3033225128890633,0.4415770824468171,1.3132646326740576,0.33624379387091374,True,False,2.0,0.07607391408687467,0.0,0.07607391408687467,0.9917926422609453,0.32709982162104423,3.032079434790916,0.4415770824468171,1.3132646326740576,0.33624379387091374,False,True,2.0,0.07607391408687467,1.0,1.0,0.9917926422609453,0.894231076217014,1.1091010686596345,0.4415770824468171,2.3227389218827104,0.1901105106074057,False,True,2.0,1.0,0.0,1.0,0.9917926422609453,1.7355278200254263,0.5714645601281201,0.9108838866358804,2.3227389218827104,0.39215939340163025,False,True,2.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,full_fill,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,False,0.28477648787306703,0.24688695521716297,0.25305124381438077,0.36415807908425724
2899,bull,17816,4964.27,5035.69,4999.98,71.41999999999916,0.4982845262873733,0.49754432407955085,0.49754432407955085,5,17818.0,17818.0,,17819.0,,17815,,17819.0,2026-02-04 02:00:00+00:00,invalidated,,,,,unknown,s,mixed,True,False,True,False,False,False,True,17818.0,True,2.0,2.0,,3.0,fast,0.30677681321758765,17819.0,invalidated,1.0,True,,,unknown,,,False,,,False,,,False,,,False,,,False,False,False,False,False,0.0,0.0,0.08654745937545241,0.2521422959958841,0.34324847814055437,0.03898511332999339,1.5729362392034416,0.024784929203319792,False,True,1.0,0.0,1.0,1.0,0.08654745937545241,1.6078431882604085,0.05382829619665314,0.03898511332999339,1.5729362392034416,0.024784929203319792,False,True,1.0,1.0,1.0,1.0,0.08654745937545241,1.6078431882604085,0.05382829619665314,0.03898511332999339,2.02603755637217,0.019242048701111084,False,True,1.0,1.0,1.0,1.0,0.08654745937545241,2.23041977329617,0.0388032156151263,0.03898511332999339,3.0587022250023272,0.012745638660515155,False,True,1.0,1.0,0.7407588910669332,1.0,0.08654745937545241,2.9599161338199464,0.029239835002945778,0.24920572444279676,3.0587022250023272,0.08147433326649087,False,True,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,invalidated,True,False,True,,False,True,invalidated,invalidated,invalidated,False,False,False,0.11178050068336053,0.2746316486119326,0.1965751243671479,0.8666666666666667
