row_idx,timestamp,side,active_id,detect_idx,age_anchor_idx,active_since_idx,low,high,width,width_atr,base_quality,age_bars,age_decay,effective_significance,source_count,source_event_id,touch_count,fill_pct,state,historical_touch_count,historical_fill_pct,historical_state,first_touch_idx,last_touch_idx,first_partial_fill_idx,historical_first_touch_idx,historical_last_touch_idx,historical_first_partial_fill_idx,max_single_bar_fill_jump,historical_max_single_bar_fill_jump,all_touch_bars_closed_outside,historical_all_touch_bars_closed_outside,last_touch_rejection_flag,historical_last_touch_rejection_flag,bounce_raw_max,historical_bounce_raw_max,component_id,component_low,component_high,component_member_count,component_entered_this_row,component_owned_this_row,touch_delta,fill_delta,entered_this_row,ownership_blocked_by_higher_component,ownership_blocked_by_lower_component,selected,in_window
17724,2026-01-13 18:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,18,0.3535533905932738,0.03381364014900833,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17724,2026-01-13 18:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,11,0.5297315471796477,0.18428544178807202,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17725,2026-01-13 22:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,41,0.09364419230479261,0.007118637382517007,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17725,2026-01-13 22:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,19,0.3337099635425086,0.026877061662905533,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17725,2026-01-13 22:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,12,0.5,0.11218296800445372,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17726,2026-01-14 02:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,42,0.08838834764831845,0.006604032016028638,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17726,2026-01-14 02:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,20,0.3149802624737183,0.024935070689823948,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17726,2026-01-14 02:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,13,0.47193715634084676,0.1041011077935535,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,0,1
17726,2026-01-14 02:00:00+00:00,bull,2878,17726,17726,17726,4602.165,4613.51,11.345000000000255,0.33348338472594496,0.5019602428994754,0,1.0,0.42268966743208786,1,2878,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,4,4602.165,4613.51,1,0,0,0,0.0,0,0,0,1,1
17727,2026-01-14 06:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,43,0.08342749088562713,0.005849711770815579,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17727,2026-01-14 06:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,21,0.29730177875068026,0.02187964158373004,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17727,2026-01-14 06:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,14,0.44544935907016964,0.08645069966883097,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,0,1
17727,2026-01-14 06:00:00+00:00,bull,2878,17726,17726,17726,4602.165,4613.51,11.345000000000255,0.33348338472594496,0.5019602428994754,1,0.9438743126816935,0.3128249132214123,1,2878,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,4,4602.165,4613.51,1,0,0,0,0.0,0,0,0,1,1
17728,2026-01-14 10:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,44,0.07874506561842957,0.0052581797156278105,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17728,2026-01-14 10:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,22,0.28061551207734325,0.01959391473535117,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17728,2026-01-14 10:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,15,0.42044820762685725,0.07582301687282021,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,0,1
17728,2026-01-14 10:00:00+00:00,bull,2878,17726,17726,17726,4602.165,4613.51,11.345000000000255,0.33348338472594496,0.5019602428994754,2,0.8908987181403393,0.26390896741304043,1,2878,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,4,4602.165,4613.51,1,0,0,0,0.0,0,0,0,1,1
17729,2026-01-14 14:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,45,0.07432544468767006,0.005453685136950744,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17729,2026-01-14 14:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,23,0.2648657735898238,0.02074181603738098,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17729,2026-01-14 14:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,16,0.3968502629920499,0.09057843107908442,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17730,2026-01-14 18:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,46,0.0701538780193358,0.004895452749074394,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17730,2026-01-14 18:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,24,0.25,0.018394249263362538,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17730,2026-01-14 18:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,17,0.3745767692191704,0.07461053692403177,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17731,2026-01-14 22:00:00+00:00,bull,2873,17684,17684,17684,4333.745,4388.8,55.05500000000029,1.2774828172175856,0.5822499374649973,47,0.06621644339745596,0.005219486819913424,1,2873,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4333.745,4388.8,1,0,0,0,0.0,0,0,0,0,1
17731,2026-01-14 22:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,25,0.23596857817042335,0.02016152782337062,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17731,2026-01-14 22:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,18,0.3535533905932738,0.09775962869898429,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,3,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17732,2026-01-15 02:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,26,0.22272467953508485,0.01956838100257631,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17732,2026-01-15 02:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,19,0.3337099635425086,0.09928327957127998,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
