row_idx,timestamp,bull_active_member_count,bull_untouched_count,bull_touched_only_count,bull_partial_fill_count,bull_any_fill_count,bull_max_fill_pct,bull_mean_fill_pct_active_members,bull_historical_untouched_count,bull_historical_touched_only_count,bull_historical_partial_fill_count,bull_historical_max_fill_pct,bull_historical_mean_fill_pct_active_members,bear_active_member_count,bear_untouched_count,bear_touched_only_count,bear_partial_fill_count,bear_any_fill_count,bear_max_fill_pct,bear_mean_fill_pct_active_members,bear_historical_untouched_count,bear_historical_touched_only_count,bear_historical_partial_fill_count,bear_historical_max_fill_pct,bear_historical_mean_fill_pct_active_members,total_active_member_count,total_partial_fill_count,total_touched_only_count,total_untouched_count,total_historical_partial_fill_count
17819,2026-02-04 14:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.8368130549556213,0.41840652747781065,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,4,0,0,4,2
17820,2026-02-04 18:00:00+00:00,2,1,0,1,1,0.26253899688026133,0.13126949844013067,1,0,1,0.8368130549556213,0.41840652747781065,3,3,0,0,0,0.0,0.0,2,0,1,0.5579944289693585,0.18599814298978615,5,1,0,4,2
17821,2026-02-04 22:00:00+00:00,2,1,0,1,1,0.26253899688026133,0.13126949844013067,1,0,1,0.8368130549556213,0.41840652747781065,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,4,1,0,3,2
17822,2026-02-05 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17823,2026-02-05 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17824,2026-02-05 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17825,2026-02-05 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17826,2026-02-05 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17827,2026-02-05 22:00:00+00:00,0,0,0,0,0,,,0,0,0,,,3,3,0,0,0,0.0,0.0,2,0,1,0.5579944289693585,0.18599814298978615,3,0,0,3,1
17828,2026-02-06 02:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,2,0,0,2,1
17829,2026-02-06 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17830,2026-02-06 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17831,2026-02-06 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17832,2026-02-06 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17833,2026-02-08 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17834,2026-02-09 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17835,2026-02-09 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17836,2026-02-09 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17837,2026-02-09 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17838,2026-02-09 18:00:00+00:00,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,4,0,0,4,1
17839,2026-02-09 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17840,2026-02-10 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17841,2026-02-10 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17842,2026-02-10 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
17843,2026-02-10 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5579944289693585,0.27899721448467923,3,0,0,3,1
