row_idx,timestamp,bull_active_member_count,bull_untouched_count,bull_touched_only_count,bull_partial_fill_count,bull_any_fill_count,bull_max_fill_pct,bull_mean_fill_pct_active_members,bull_historical_untouched_count,bull_historical_touched_only_count,bull_historical_partial_fill_count,bull_historical_max_fill_pct,bull_historical_mean_fill_pct_active_members,bear_active_member_count,bear_untouched_count,bear_touched_only_count,bear_partial_fill_count,bear_any_fill_count,bear_max_fill_pct,bear_mean_fill_pct_active_members,bear_historical_untouched_count,bear_historical_touched_only_count,bear_historical_partial_fill_count,bear_historical_max_fill_pct,bear_historical_mean_fill_pct_active_members,total_active_member_count,total_partial_fill_count,total_touched_only_count,total_untouched_count,total_historical_partial_fill_count
17844,2026-02-10 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,0,0,2,0
17845,2026-02-10 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,0,0,2,0
17846,2026-02-11 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,0,0,2,0
17847,2026-02-11 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17848,2026-02-11 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17849,2026-02-11 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17850,2026-02-11 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17851,2026-02-11 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17852,2026-02-12 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17853,2026-02-12 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17854,2026-02-12 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17855,2026-02-12 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,,,0,0,0,,,1,0,0,1,0
17856,2026-02-12 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,0,0,2,0
17857,2026-02-12 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.33792343706967776,0.33792343706967776,0,0,1,0.33792343706967776,0.33792343706967776,2,1,0,1,1
17858,2026-02-13 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.4329385844120071,0.4329385844120071,0,0,1,0.4329385844120071,0.4329385844120071,2,1,0,1,1
17859,2026-02-13 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.4329385844120071,0.4329385844120071,0,0,1,0.4329385844120071,0.4329385844120071,2,1,0,1,1
17860,2026-02-13 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.4564582759570383,0.4564582759570383,0,0,1,0.4564582759570383,0.4564582759570383,2,1,0,1,1
17861,2026-02-13 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.8322225282291338,0.8322225282291338,0,0,1,0.8322225282291338,0.8322225282291338,2,1,0,1,1
17862,2026-02-13 18:00:00+00:00,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,1
17863,2026-02-15 22:00:00+00:00,2,1,0,1,1,0.9518867924528085,0.47594339622640425,1,0,1,0.9518867924528085,0.47594339622640425,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,2,0,1,2
17864,2026-02-16 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17865,2026-02-16 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17866,2026-02-16 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17867,2026-02-16 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17868,2026-02-16 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17869,2026-02-16 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17870,2026-02-17 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17871,2026-02-17 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17872,2026-02-17 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17873,2026-02-17 14:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17874,2026-02-17 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17875,2026-02-17 22:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17876,2026-02-18 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17877,2026-02-18 06:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,1,0,1,1
17878,2026-02-18 10:00:00+00:00,1,0,0,1,1,0.33879641485274803,0.33879641485274803,0,0,1,0.33879641485274803,0.33879641485274803,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,2,2,0,0,2
17879,2026-02-18 14:00:00+00:00,2,1,0,1,1,0.33879641485274803,0.16939820742637401,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,2,0,1,2
17880,2026-02-18 18:00:00+00:00,2,1,0,1,1,0.33879641485274803,0.16939820742637401,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,2,0,1,2
17881,2026-02-18 22:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17882,2026-02-19 02:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17883,2026-02-19 06:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17884,2026-02-19 10:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17885,2026-02-19 14:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17886,2026-02-19 18:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17887,2026-02-19 22:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17888,2026-02-20 02:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17889,2026-02-20 06:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9733957587441482,0.9733957587441482,0,0,1,0.9733957587441482,0.9733957587441482,3,1,0,2,2
17890,2026-02-20 10:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,1,0,0,1,1,0.9995593500413114,0.9995593500413114,0,0,1,0.9995593500413114,0.9995593500413114,3,1,0,2,2
17891,2026-02-20 14:00:00+00:00,2,2,0,0,0,0.0,0.0,1,0,1,0.33879641485274803,0.16939820742637401,0,0,0,0,0,,,0,0,0,,,2,0,0,2,1
17892,2026-02-20 18:00:00+00:00,3,3,0,0,0,0.0,0.0,2,0,1,0.33879641485274803,0.11293213828424935,0,0,0,0,0,,,0,0,0,,,3,0,0,3,1
17893,2026-02-22 22:00:00+00:00,4,4,0,0,0,0.0,0.0,3,0,1,0.33879641485274803,0.08469910371318701,0,0,0,0,0,,,0,0,0,,,4,0,0,4,1
17894,2026-02-23 02:00:00+00:00,4,4,0,0,0,0.0,0.0,3,0,1,0.33879641485274803,0.08469910371318701,0,0,0,0,0,,,0,0,0,,,4,0,0,4,1
17895,2026-02-23 06:00:00+00:00,4,3,0,1,1,0.39287845633578805,0.09821961408394701,2,0,2,0.39287845633578805,0.18291871779713403,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17896,2026-02-23 10:00:00+00:00,4,3,0,1,1,0.39287845633578805,0.09821961408394701,2,0,2,0.39287845633578805,0.18291871779713403,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17897,2026-02-23 14:00:00+00:00,4,3,0,1,1,0.39287845633578805,0.09821961408394701,2,0,2,0.39287845633578805,0.18291871779713403,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17898,2026-02-23 18:00:00+00:00,5,4,0,1,1,0.39287845633578805,0.0785756912671576,3,0,2,0.39287845633578805,0.14633497423770722,0,0,0,0,0,,,0,0,0,,,5,1,0,4,2
17899,2026-02-23 22:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.39287845633578805,0.18291871779713403,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17900,2026-02-24 02:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.39287845633578805,0.18291871779713403,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,0,0,5,2
17901,2026-02-24 06:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.39287845633578805,0.18291871779713403,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,0,0,5,2
17902,2026-02-24 10:00:00+00:00,4,3,0,1,1,0.5384258338306425,0.13460645845766062,2,0,2,0.5384258338306425,0.21930556217084762,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,1,0,4,2
17903,2026-02-24 14:00:00+00:00,4,3,0,1,1,0.7718984152244562,0.19297460380611406,2,0,2,0.7718984152244562,0.2776737075193011,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,1,0,4,2
17904,2026-02-24 18:00:00+00:00,4,3,0,1,1,0.7718984152244562,0.19297460380611406,2,0,2,0.7718984152244562,0.2776737075193011,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,1,0,4,2
17905,2026-02-24 22:00:00+00:00,4,3,0,1,1,0.7718984152244562,0.19297460380611406,2,0,2,0.7718984152244562,0.2776737075193011,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,1,0,4,2
17906,2026-02-25 02:00:00+00:00,4,3,0,1,1,0.7718984152244562,0.19297460380611406,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17907,2026-02-25 06:00:00+00:00,4,3,0,1,1,0.7718984152244562,0.19297460380611406,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17908,2026-02-25 10:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17909,2026-02-25 14:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17910,2026-02-25 18:00:00+00:00,4,3,0,1,1,0.0862674888933112,0.0215668722233278,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17911,2026-02-25 22:00:00+00:00,4,3,0,1,1,0.0862674888933112,0.0215668722233278,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17912,2026-02-26 02:00:00+00:00,4,3,0,1,1,0.0862674888933112,0.0215668722233278,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17913,2026-02-26 06:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17914,2026-02-26 10:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17915,2026-02-26 14:00:00+00:00,4,3,0,1,1,0.2806179961541002,0.07015449903852505,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17916,2026-02-26 18:00:00+00:00,4,3,0,1,1,0.2806179961541002,0.07015449903852505,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17917,2026-02-26 22:00:00+00:00,4,3,0,1,1,0.2806179961541002,0.07015449903852505,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17918,2026-02-27 02:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17919,2026-02-27 06:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17920,2026-02-27 10:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.7718984152244562,0.2776737075193011,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17921,2026-02-27 14:00:00+00:00,5,5,0,0,0,0.0,0.0,3,0,2,0.7718984152244562,0.22213896601544086,0,0,0,0,0,,,0,0,0,,,5,0,0,5,2
17922,2026-02-27 18:00:00+00:00,5,5,0,0,0,0.0,0.0,3,0,2,0.7718984152244562,0.22213896601544086,0,0,0,0,0,,,0,0,0,,,5,0,0,5,2
17923,2026-03-01 22:00:00+00:00,6,6,0,0,0,0.0,0.0,4,0,2,0.7718984152244562,0.1851158050128674,0,0,0,0,0,,,0,0,0,,,6,0,0,6,2
17924,2026-03-02 02:00:00+00:00,6,6,0,0,0,0.0,0.0,4,0,2,0.7718984152244562,0.1851158050128674,0,0,0,0,0,,,0,0,0,,,6,0,0,6,2
17925,2026-03-02 06:00:00+00:00,5,5,0,0,0,0.0,0.0,4,0,1,0.7718984152244562,0.15437968304489125,0,0,0,0,0,,,0,0,0,,,5,0,0,5,1
17926,2026-03-02 10:00:00+00:00,6,6,0,0,0,0.0,0.0,5,0,1,0.7718984152244562,0.12864973587074272,0,0,0,0,0,,,0,0,0,,,6,0,0,6,1
17927,2026-03-02 14:00:00+00:00,4,4,0,0,0,0.0,0.0,2,0,2,0.9531079607415477,0.431251593991501,0,0,0,0,0,,,0,0,0,,,4,0,0,4,2
17928,2026-03-02 18:00:00+00:00,4,3,0,1,1,0.46095126247798246,0.11523781561949561,2,0,2,0.9531079607415477,0.431251593991501,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,5,1,0,4,2
17929,2026-03-02 22:00:00+00:00,4,3,0,1,1,0.46095126247798246,0.11523781561949561,2,0,2,0.9531079607415477,0.431251593991501,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17930,2026-03-03 02:00:00+00:00,4,3,0,1,1,0.46095126247798246,0.11523781561949561,2,0,2,0.9531079607415477,0.431251593991501,0,0,0,0,0,,,0,0,0,,,4,1,0,3,2
17931,2026-03-03 06:00:00+00:00,3,3,0,0,0,0.0,0.0,2,0,1,0.7718984152244562,0.25729947174148543,0,0,0,0,0,,,0,0,0,,,3,0,0,3,1
17932,2026-03-03 10:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,0,0,2,0
17933,2026-03-03 14:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
17934,2026-03-03 18:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
17935,2026-03-03 22:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.06078908913784514,0.03039454456892257,1,0,1,0.06078908913784514,0.03039454456892257,2,1,0,1,1
17936,2026-03-04 02:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.29907452508524923,0.14953726254262462,1,0,1,0.29907452508524923,0.14953726254262462,2,1,0,1,1
17937,2026-03-04 06:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.29907452508524923,0.14953726254262462,1,0,1,0.29907452508524923,0.14953726254262462,2,1,0,1,1
17938,2026-03-04 10:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.5955187530443374,0.2977593765221687,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17939,2026-03-04 14:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.5955187530443374,0.2977593765221687,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17940,2026-03-04 18:00:00+00:00,0,0,0,0,0,,,0,0,0,,,3,2,0,1,1,0.5955187530443374,0.19850625101477914,2,0,1,0.5955187530443374,0.19850625101477914,3,1,0,2,1
17941,2026-03-04 22:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17942,2026-03-05 02:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3784705309303507,0.18923526546517536,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17943,2026-03-05 06:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3784705309303507,0.18923526546517536,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17944,2026-03-05 10:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3784705309303507,0.18923526546517536,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17945,2026-03-05 14:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3784705309303507,0.18923526546517536,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17946,2026-03-05 18:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17947,2026-03-05 22:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17948,2026-03-06 02:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,3,0,0,3,1
17949,2026-03-06 06:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17950,2026-03-06 10:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17951,2026-03-06 14:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17952,2026-03-06 18:00:00+00:00,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,2,1,0,1,1,0.018119824646863993,0.009059912323431996,1,0,1,0.5955187530443374,0.2977593765221687,3,1,0,2,1
17953,2026-03-08 21:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.018119824646863993,0.009059912323431996,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17954,2026-03-09 01:00:00+00:00,0,0,0,0,0,,,0,0,0,,,3,2,0,1,1,0.018119824646863993,0.006039941548954664,2,0,1,0.5955187530443374,0.19850625101477914,3,1,0,2,1
17955,2026-03-09 05:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17956,2026-03-09 09:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17957,2026-03-09 13:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17958,2026-03-09 17:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17959,2026-03-09 21:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,1,0,1,0.5955187530443374,0.2977593765221687,2,0,0,2,1
17960,2026-03-10 01:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.22055528494886817,0.11027764247443408,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17961,2026-03-10 05:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3839259620068192,0.1919629810034096,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17962,2026-03-10 09:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,1,0,1,1,0.3839259620068192,0.1919629810034096,1,0,1,0.5955187530443374,0.2977593765221687,2,1,0,1,1
17963,2026-03-10 13:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17964,2026-03-10 17:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17965,2026-03-10 21:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17966,2026-03-11 01:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17967,2026-03-11 05:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17968,2026-03-11 09:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17969,2026-03-11 13:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17970,2026-03-11 17:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17971,2026-03-11 21:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17972,2026-03-12 01:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17973,2026-03-12 05:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17974,2026-03-12 09:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17975,2026-03-12 13:00:00+00:00,0,0,0,0,0,,,0,0,0,,,1,1,0,0,0,0.0,0.0,1,0,0,0.0,0.0,1,0,0,1,0
17976,2026-03-12 17:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
17977,2026-03-12 21:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
17978,2026-03-13 01:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
17979,2026-03-13 05:00:00+00:00,0,0,0,0,0,,,0,0,0,,,2,2,0,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,2,0
