row_idx,timestamp,side,active_id,detect_idx,age_anchor_idx,active_since_idx,low,high,width,width_atr,base_quality,age_bars,age_decay,effective_significance,source_count,source_event_id,touch_count,fill_pct,state,historical_touch_count,historical_fill_pct,historical_state,first_touch_idx,last_touch_idx,first_partial_fill_idx,historical_first_touch_idx,historical_last_touch_idx,historical_first_partial_fill_idx,max_single_bar_fill_jump,historical_max_single_bar_fill_jump,all_touch_bars_closed_outside,historical_all_touch_bars_closed_outside,last_touch_rejection_flag,historical_last_touch_rejection_flag,bounce_raw_max,historical_bounce_raw_max,component_id,component_low,component_high,component_member_count,component_entered_this_row,component_owned_this_row,touch_delta,fill_delta,entered_this_row,ownership_blocked_by_higher_component,ownership_blocked_by_lower_component,selected,in_window
17799,2026-01-30 06:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,0,1.0,0.1713699638524527,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17800,2026-01-30 10:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,1,0.9438743126816936,0.1662951150705889,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17801,2026-01-30 14:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,2,0.8908987181403393,0.1094942805241372,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17802,2026-01-30 18:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,3,0.8408964152537145,0.1190185400070311,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17803,2026-02-01 22:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,4,0.7937005259840998,0.0879938219822839,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17804,2026-02-02 02:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,5,0.7491535384383408,0.0665911249039506,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17805,2026-02-02 06:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,6,0.7071067811865476,0.0830417685470107,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17806,2026-02-02 10:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,7,0.6674199270850172,0.0762784038554054,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17807,2026-02-02 14:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,8,0.6299605249474366,0.0691144210597475,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17808,2026-02-02 18:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,9,0.5946035575013605,0.0625276263084736,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17809,2026-02-02 22:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,10,0.5612310241546865,0.079068868552681,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17810,2026-02-03 02:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,11,0.5297315471796477,0.0708567982057716,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17811,2026-02-03 06:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,12,0.5,0.0793318327203585,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17812,2026-02-03 10:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,13,0.4719371563408467,0.0756625594159472,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17813,2026-02-03 14:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,14,0.4454493590701696,0.0695542083327438,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17814,2026-02-03 18:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,15,0.4204482076268572,0.0671120968771984,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17815,2026-02-03 22:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,16,0.3968502629920499,0.0835727493920522,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17816,2026-02-04 02:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,17,0.3745767692191704,0.0863089750729145,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17817,2026-02-04 06:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,18,0.3535533905932738,0.0741594362644228,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17818,2026-02-04 10:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,19,0.3337099635425086,0.0668974973479828,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17819,2026-02-04 14:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,20,0.3149802624737183,0.0418527913764449,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17820,2026-02-04 18:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,21,0.2973017787506802,0.0459628586318546,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
17821,2026-02-04 22:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,22,0.2806155120773432,0.0420236513337319,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17822,2026-02-05 02:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,23,0.2648657735898238,0.0345811721256325,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17823,2026-02-05 06:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,24,0.25,0.0293883354686112,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17824,2026-02-05 10:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,25,0.2359685781704233,0.0262318367470074,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17825,2026-02-05 14:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,26,0.2227246795350848,0.0263092726066013,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17826,2026-02-05 18:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,27,0.2102241038134286,0.0207322865400862,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,5205.615,5290.755,1,0,0,0,0.0,0,0,0,1,1
17827,2026-02-05 22:00:00+00:00,bear,2895,17799,17799,17799,5205.615,5290.755,85.14000000000033,0.6788566708487064,0.4332618013349484,28,0.1984251314960249,0.0194100286901656,1,2895,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,5205.615,5290.755,1,0,0,0,0.0,0,0,0,0,1
