row_idx,timestamp,structural_selected_id,fill_rep_id,structural_selected_fill_pct,fill_rep_fill_pct,structural_selected_remaining_width,fill_rep_remaining_width,structural_selected_remaining_frac,fill_rep_remaining_frac
17799,2026-01-30 06:00:00+00:00,2895,2894,0.0,0.5579944289693585,85.14000000000033,19.83500000000004,1.0,0.4420055710306415
